chrom	length	bases	mean	min	max
ptg002012l_1_region	658207	5194863	7.89	0	27
ptg002013l_1	1205923	10201284	8.46	0	30
ptg002013l_1_region	1205923	10201284	8.46	0	30
ptg002014l_1	48130	290149	6.03	0	18
ptg002014l_1_region	48130	290149	6.03	0	18
ptg002016l_1	968427	7414429	7.66	0	52
ptg002016l_1_region	968427	7414429	7.66	0	52
ptg002017l_1	1164353	9688434	8.32	0	32
ptg002017l_1_region	1164353	9688434	8.32	0	32
ptg002018l_1	62183	376918	6.06	0	22
ptg002018l_1_region	62183	376918	6.06	0	22
ptg002019l_1	34070	148150	4.35	0	10
ptg002019l_1_region	34070	148150	4.35	0	10
ptg002020l_1	180897	976809	5.40	0	14
ptg002020l_1_region	180897	976809	5.40	0	14
ptg002021l_1	552370	4693720	8.50	0	29
ptg002021l_1_region	552370	4693720	8.50	0	29
ptg002022l_1	728436	5319924	7.30	0	24
ptg002022l_1_region	728436	5319924	7.30	0	24
ptg002023l_1	354222	2758014	7.79	0	23
ptg002023l_1_region	354222	2758014	7.79	0	23
ptg002025l_1	199310	947628	4.75	0	39
ptg002025l_1_region	199310	947628	4.75	0	39
ptg002026l_1	160090	685991	4.29	0	18
ptg002026l_1_region	160090	685991	4.29	0	18
ptg002027l_1	772619	11458215	14.83	0	114
ptg002027l_1_region	772619	11458215	14.83	0	114
ptg002028l_1	32989	65416	1.98	0	9
ptg002028l_1_region	32989	65416	1.98	0	9
ptg002029l_1	554833	4569788	8.24	0	37
ptg002029l_1_region	554833	4569788	8.24	0	37
ptg002030l_1	1262586	9455466	7.49	0	22
ptg002030l_1_region	1262586	9455466	7.49	0	22
ptg002031l_1	481768	4098771	8.51	0	57
ptg002031l_1_region	481768	4098771	8.51	0	57
ptg002032l_1	917985	5831519	6.35	0	37
ptg002032l_1_region	917985	5831519	6.35	0	37
ptg002033l_1	379897	3087502	8.13	0	23
ptg002033l_1_region	379897	3087502	8.13	0	23
ptg002034l_1	688115	4822398	7.01	0	26
ptg002034l_1_region	688115	4822398	7.01	0	26
ptg002035l_1	758491	5843330	7.70	0	160
ptg002035l_1_region	758491	5843330	7.70	0	160
ptg002036l_1	231645	1882926	8.13	0	51
ptg002036l_1_region	231645	1882926	8.13	0	51
ptg002037l_1	2491811	18324128	7.35	0	30
ptg002037l_1_region	2491811	18324128	7.35	0	30
ptg002038l_1	80938	486634	6.01	0	27
ptg002038l_1_region	80938	486634	6.01	0	27
ptg002039l_1	127153	1120828	8.81	0	25
ptg002039l_1_region	127153	1120828	8.81	0	25
ptg002040l_1	183745	1173283	6.39	0	16
ptg002040l_1_region	183745	1173283	6.39	0	16
ptg002041l_1	198735	1782597	8.97	0	26
ptg002041l_1_region	198735	1782597	8.97	0	26
ptg002045l_1	282254	2199231	7.79	0	22
ptg002045l_1_region	282254	2199231	7.79	0	22
ptg002047l_1	546403	23375974	42.78	0	329
ptg002047l_1_region	546403	23375974	42.78	0	329
ptg002048l_1	1126787	8297987	7.36	0	28
ptg002048l_1_region	1126787	8297987	7.36	0	28
ptg002049l_1	1159913	9183144	7.92	0	41
ptg002049l_1_region	1159913	9183144	7.92	0	41
ptg002051l_1	522360	3685698	7.06	0	21
ptg002051l_1_region	522360	3685698	7.06	0	21
ptg002054l_1	89492	527893	5.90	0	14
ptg002054l_1_region	89492	527893	5.90	0	14
ptg002055l_1	1141459	8549055	7.49	0	31
ptg002055l_1_region	1141459	8549055	7.49	0	31
ptg002056l_1	159010	996004	6.26	0	26
ptg002056l_1_region	159010	996004	6.26	0	26
ptg002057l_1	987262	6803643	6.89	0	35
ptg002057l_1_region	987262	6803643	6.89	0	35
ptg002058l_1	193223	1089017	5.64	0	23
ptg002058l_1_region	193223	1089017	5.64	0	23
ptg002060l_1	522576	4144102	7.93	0	25
ptg002060l_1_region	522576	4144102	7.93	0	25
ptg002061l_1	185481	1596682	8.61	0	31
ptg002061l_1_region	185481	1596682	8.61	0	31
ptg002064l_1	147290	1461231	9.92	0	35
ptg002064l_1_region	147290	1461231	9.92	0	35
ptg002065l_1	1010852	8660433	8.57	0	129
ptg002065l_1_region	1010852	8660433	8.57	0	129
ptg002066l_1	966732	8915228	9.22	0	83
ptg002066l_1_region	966732	8915228	9.22	0	83
ptg002069l_1	247118	3024309	12.24	0	30
ptg002069l_1_region	247118	3024309	12.24	0	30
ptg002070l_1	213832	1039752	4.86	0	16
ptg002070l_1_region	213832	1039752	4.86	0	16
ptg002071l_1	979484	7051764	7.20	0	24
ptg002071l_1_region	979484	7051764	7.20	0	24
ptg002072l_1	348203	2621934	7.53	0	19
ptg002072l_1_region	348203	2621934	7.53	0	19
ptg002073l_1	550002	4248135	7.72	0	33
ptg002073l_1_region	550002	4248135	7.72	0	33
ptg002074l_1	51662	225843	4.37	0	9
ptg002074l_1_region	51662	225843	4.37	0	9
ptg002075l_1	584115	2766720	4.74	0	30
ptg002075l_1_region	584115	2766720	4.74	0	30
ptg002076l_1	211241	1515521	7.17	0	18
ptg002076l_1_region	211241	1515521	7.17	0	18
ptg002077l_1	432258	2536342	5.87	0	18
ptg002077l_1_region	432258	2536342	5.87	0	18
ptg002079l_1	46091	333060	7.23	0	24
ptg002079l_1_region	46091	333060	7.23	0	24
ptg002080l_1	193077	1333186	6.90	0	19
ptg002080l_1_region	193077	1333186	6.90	0	19
ptg002081l_1	1798259	13755259	7.65	0	39
ptg002081l_1_region	1798259	13755259	7.65	0	39
ptg002083l_1	246310	1990557	8.08	0	26
ptg002083l_1_region	246310	1990557	8.08	0	26
ptg002084l_1	162924	1462385	8.98	0	39
ptg002084l_1_region	162924	1462385	8.98	0	39
ptg002086l_1	196994	1039731	5.28	0	25
ptg002086l_1_region	196994	1039731	5.28	0	25
ptg002087l_1	60484	399277	6.60	0	16
ptg002087l_1_region	60484	399277	6.60	0	16
ptg002089l_1	754489	9334808	12.37	0	106
ptg002089l_1_region	754489	9334808	12.37	0	106
ptg002092l_1	574185	6299133	10.97	0	117
ptg002092l_1_region	574185	6299133	10.97	0	117
ptg002093l_1	588465	5419164	9.21	0	34
ptg002093l_1_region	588465	5419164	9.21	0	34
ptg002094l_1	1645953	20320151	12.35	0	129
ptg002094l_1_region	1645953	20320151	12.35	0	129
ptg002095l_1	1226048	32769100	26.73	0	220
ptg002095l_1_region	1226048	32769100	26.73	0	220
ptg002098l_1	647514	6882820	10.63	0	50
ptg002098l_1_region	647514	6882820	10.63	0	50
ptg002101l_1	530435	3819811	7.20	0	32
ptg002101l_1_region	530435	3819811	7.20	0	32
ptg002102l_1	263337	1678398	6.37	0	15
ptg002102l_1_region	263337	1678398	6.37	0	15
ptg002105l_1	224571	1380315	6.15	0	33
ptg002105l_1_region	224571	1380315	6.15	0	33
ptg002107l_1	132130	1750618	13.25	0	70
ptg002107l_1_region	132130	1750618	13.25	0	70
ptg002108l_1	136858	827921	6.05	0	18
ptg002108l_1_region	136858	827921	6.05	0	18
ptg002110l_1	227833	1113207	4.89	0	24
ptg002110l_1_region	227833	1113207	4.89	0	24
ptg002111l_1	167586	1348152	8.04	0	28
ptg002111l_1_region	167586	1348152	8.04	0	28
ptg002115l_1	978318	10436369	10.67	0	44
ptg002115l_1_region	978318	10436369	10.67	0	44
ptg002116l_1	401214	3059271	7.63	0	57
ptg002116l_1_region	401214	3059271	7.63	0	57
ptg002117l_1	242437	1881496	7.76	0	40
ptg002117l_1_region	242437	1881496	7.76	0	40
ptg002119l_1	956098	7928910	8.29	0	28
ptg002119l_1_region	956098	7928910	8.29	0	28
ptg002120l_1	651809	5634114	8.64	0	54
ptg002120l_1_region	651809	5634114	8.64	0	54
ptg002125l_1	1995591	22283225	11.17	0	40
ptg002125l_1_region	1995591	22283225	11.17	0	40
ptg002126l_1	176341	1135805	6.44	0	28
ptg002126l_1_region	176341	1135805	6.44	0	28
ptg002128l_1	311452	1843525	5.92	0	28
ptg002128l_1_region	311452	1843525	5.92	0	28
ptg002129l_1	220107	1423597	6.47	0	30
ptg002129l_1_region	220107	1423597	6.47	0	30
ptg002130l_1	264137	7743474	29.32	0	199
ptg002130l_1_region	264137	7743474	29.32	0	199
ptg002134l_1	468112	2339714	5.00	0	17
ptg002134l_1_region	468112	2339714	5.00	0	17
ptg002135l_1	88540	532142	6.01	0	16
ptg002135l_1_region	88540	532142	6.01	0	16
ptg002136l_1	796524	6494022	8.15	0	22
ptg002136l_1_region	796524	6494022	8.15	0	22
ptg002137l_1	1218173	11451002	9.40	0	131
ptg002137l_1_region	1218173	11451002	9.40	0	131
ptg002138l_1	17467	63130	3.61	0	7
ptg002138l_1_region	17467	63130	3.61	0	7
ptg002140l_1	119558	842052	7.04	0	17
ptg002140l_1_region	119558	842052	7.04	0	17
ptg002141l_1	47309	454723	9.61	0	36
ptg002141l_1_region	47309	454723	9.61	0	36
ptg002142l_1	78818	633687	8.04	0	16
ptg002142l_1_region	78818	633687	8.04	0	16
ptg002143l_1	311888	2316033	7.43	0	19
ptg002143l_1_region	311888	2316033	7.43	0	19
ptg002146l_1	189921	1326285	6.98	0	41
ptg002146l_1_region	189921	1326285	6.98	0	41
ptg002147l_1	1088182	8775376	8.06	0	22
ptg002147l_1_region	1088182	8775376	8.06	0	22
ptg002149l_1	479923	5460581	11.38	0	76
ptg002149l_1_region	479923	5460581	11.38	0	76
ptg002151l_1	103705	1844355	17.78	0	94
ptg002151l_1_region	103705	1844355	17.78	0	94
ptg002157l_1	48117	311658	6.48	0	14
ptg002157l_1_region	48117	311658	6.48	0	14
ptg002159l_1	78865	502477	6.37	0	15
ptg002159l_1_region	78865	502477	6.37	0	15
ptg002164l_1	142869	1026308	7.18	0	16
ptg002164l_1_region	142869	1026308	7.18	0	16
ptg002165l_1	825449	5218601	6.32	0	21
ptg002165l_1_region	825449	5218601	6.32	0	21
ptg002166l_1	1177208	9094228	7.73	0	22
ptg002166l_1_region	1177208	9094228	7.73	0	22
ptg002167l_1	816850	6358466	7.78	0	69
ptg002167l_1_region	816850	6358466	7.78	0	69
ptg002171l_1	198178	988392	4.99	0	13
ptg002171l_1_region	198178	988392	4.99	0	13
ptg002172l_1	162260	1134701	6.99	0	19
ptg002172l_1_region	162260	1134701	6.99	0	19
ptg002173l_1	1019352	9207391	9.03	0	32
ptg002173l_1_region	1019352	9207391	9.03	0	32
ptg002174l_1	79562	828372	10.41	0	25
ptg002174l_1_region	79562	828372	10.41	0	25
ptg002176l_1	140722	954659	6.78	0	22
ptg002176l_1_region	140722	954659	6.78	0	22
ptg002177l_1	624824	4488141	7.18	0	25
ptg002177l_1_region	624824	4488141	7.18	0	25
ptg002178l_1	624838	5309925	8.50	0	28
ptg002178l_1_region	624838	5309925	8.50	0	28
ptg002179l_1	155125	859584	5.54	0	16
ptg002179l_1_region	155125	859584	5.54	0	16
ptg002180l_1	233316	1448188	6.21	0	16
ptg002180l_1_region	233316	1448188	6.21	0	16
ptg002181l_1	913037	6682813	7.32	0	27
ptg002181l_1_region	913037	6682813	7.32	0	27
ptg002182l_1	184397	1353182	7.34	0	19
ptg002182l_1_region	184397	1353182	7.34	0	19
ptg002183l_1	631746	5167692	8.18	0	24
ptg002183l_1_region	631746	5167692	8.18	0	24
ptg002184l_1	205147	1462662	7.13	0	19
ptg002184l_1_region	205147	1462662	7.13	0	19
ptg002185l_1	30169	182724	6.06	0	14
ptg002185l_1_region	30169	182724	6.06	0	14
ptg002186l_1	841895	9281402	11.02	0	97
ptg002186l_1_region	841895	9281402	11.02	0	97
ptg002187l_1	120985	1142059	9.44	0	91
ptg002187l_1_region	120985	1142059	9.44	0	91
ptg002188l_1	626763	5740028	9.16	0	49
ptg002188l_1_region	626763	5740028	9.16	0	49
ptg002189l_1	79776	420642	5.27	0	16
ptg002189l_1_region	79776	420642	5.27	0	16
ptg002190l_1	165466	1067874	6.45	0	14
ptg002190l_1_region	165466	1067874	6.45	0	14
ptg002191l_1	440643	3277538	7.44	0	22
ptg002191l_1_region	440643	3277538	7.44	0	22
ptg002192l_1	468618	3831831	8.18	0	25
ptg002192l_1_region	468618	3831831	8.18	0	25
ptg002193l_1	624189	4602942	7.37	0	40
ptg002193l_1_region	624189	4602942	7.37	0	40
ptg002194l_1	949227	7273385	7.66	0	43
ptg002194l_1_region	949227	7273385	7.66	0	43
ptg002196l_1	22836	87776	3.84	0	9
ptg002196l_1_region	22836	87776	3.84	0	9
ptg002197l_1	452464	3042874	6.73	0	135
ptg002197l_1_region	452464	3042874	6.73	0	135
ptg002198l_1	170928	981944	5.74	0	74
ptg002198l_1_region	170928	981944	5.74	0	74
ptg002199l_1	58807	494815	8.41	0	35
ptg002199l_1_region	58807	494815	8.41	0	35
ptg002200l_1	216719	2374918	10.96	0	39
ptg002200l_1_region	216719	2374918	10.96	0	39
ptg002202l_1	1515578	12645576	8.34	0	40
ptg002202l_1_region	1515578	12645576	8.34	0	40
ptg002203l_1	180667	1133366	6.27	0	31
ptg002203l_1_region	180667	1133366	6.27	0	31
ptg002204l_1	56662	504519	8.90	0	19
ptg002204l_1_region	56662	504519	8.90	0	19
ptg002206l_1	84129	672302	7.99	0	23
ptg002206l_1_region	84129	672302	7.99	0	23
ptg002207l_1	661672	5491498	8.30	0	25
ptg002207l_1_region	661672	5491498	8.30	0	25
ptg002208l_1	699292	8634114	12.35	0	30
ptg002208l_1_region	699292	8634114	12.35	0	30
ptg002210l_1	73217	541474	7.40	0	28
ptg002210l_1_region	73217	541474	7.40	0	28
ptg002211l_1	183539	915001	4.99	0	20
ptg002211l_1_region	183539	915001	4.99	0	20
ptg002213l_1	771596	6137631	7.95	0	22
ptg002213l_1_region	771596	6137631	7.95	0	22
ptg002216l_1	426004	3567793	8.38	0	31
ptg002216l_1_region	426004	3567793	8.38	0	31
ptg002219l_1	237330	1702241	7.17	0	52
ptg002219l_1_region	237330	1702241	7.17	0	52
ptg002220l_1	571738	3688986	6.45	0	52
ptg002220l_1_region	571738	3688986	6.45	0	52
ptg002222l_1	39601	239100	6.04	0	11
ptg002222l_1_region	39601	239100	6.04	0	11
ptg002223l_1	568293	4932693	8.68	0	52
ptg002223l_1_region	568293	4932693	8.68	0	52
ptg002224l_1	493498	4757095	9.64	0	27
ptg002224l_1_region	493498	4757095	9.64	0	27
ptg002225l_1	74517	484122	6.50	0	14
ptg002225l_1_region	74517	484122	6.50	0	14
ptg002226l_1	636647	4279335	6.72	0	26
ptg002226l_1_region	636647	4279335	6.72	0	26
ptg002227l_1	343751	4196091	12.21	0	56
ptg002227l_1_region	343751	4196091	12.21	0	56
ptg002228l_1	578954	5055047	8.73	0	30
ptg002228l_1_region	578954	5055047	8.73	0	30
ptg002230l_1	39535	130079	3.29	0	7
ptg002230l_1_region	39535	130079	3.29	0	7
ptg002232l_1	66405	522084	7.86	0	22
ptg002232l_1_region	66405	522084	7.86	0	22
ptg002233l_1	88868	607587	6.84	0	14
ptg002233l_1_region	88868	607587	6.84	0	14
ptg002234l_1	415118	3417957	8.23	0	21
ptg002234l_1_region	415118	3417957	8.23	0	21
ptg002236l_1	225368	1509685	6.70	0	22
ptg002236l_1_region	225368	1509685	6.70	0	22
ptg002237l_1	369785	3091496	8.36	0	25
ptg002237l_1_region	369785	3091496	8.36	0	25
ptg002242l_1	872667	22765808	26.09	0	121
ptg002242l_1_region	872667	22765808	26.09	0	121
ptg002246l_1	316510	1417013	4.48	0	20
ptg002246l_1_region	316510	1417013	4.48	0	20
ptg002247l_1	2949980	29916522	10.14	0	141
ptg002247l_1_region	2949980	29916522	10.14	0	141
ptg002249l_1	513046	4321280	8.42	0	23
ptg002249l_1_region	513046	4321280	8.42	0	23
ptg002250l_1	121304	556788	4.59	0	13
ptg002250l_1_region	121304	556788	4.59	0	13
ptg002252l_1	29877	112311	3.76	0	10
ptg002252l_1_region	29877	112311	3.76	0	10
ptg002253l_1	930131	12216975	13.13	0	61
ptg002253l_1_region	930131	12216975	13.13	0	61
ptg002254l_1	1713047	14170889	8.27	0	33
ptg002254l_1_region	1713047	14170889	8.27	0	33
ptg002255l_1	795416	6179621	7.77	0	28
ptg002255l_1_region	795416	6179621	7.77	0	28
ptg002256l_1	378046	3732815	9.87	0	28
ptg002256l_1_region	378046	3732815	9.87	0	28
ptg002257l_1	1143631	8468195	7.40	0	29
ptg002257l_1_region	1143631	8468195	7.40	0	29
ptg002258l_1	476291	4375670	9.19	0	28
ptg002258l_1_region	476291	4375670	9.19	0	28
ptg002259l_1	322454	2597374	8.06	0	67
ptg002259l_1_region	322454	2597374	8.06	0	67
ptg002260l_1	283263	2128806	7.52	0	28
ptg002260l_1_region	283263	2128806	7.52	0	28
ptg002262l_1	2654183	22979691	8.66	0	70
ptg002262l_1_region	2654183	22979691	8.66	0	70
ptg002263l_1	375256	2938263	7.83	0	24
ptg002263l_1_region	375256	2938263	7.83	0	24
ptg002264l_1	94154	174764	1.86	0	11
ptg002264l_1_region	94154	174764	1.86	0	11
ptg002265l_1	118848	539317	4.54	0	17
ptg002265l_1_region	118848	539317	4.54	0	17
ptg002266l_1	179028	1085584	6.06	0	23
ptg002266l_1_region	179028	1085584	6.06	0	23
ptg002267l_1	1206123	7529370	6.24	0	47
ptg002267l_1_region	1206123	7529370	6.24	0	47
ptg002268l_1	400875	3072968	7.67	0	25
ptg002268l_1_region	400875	3072968	7.67	0	25
ptg002269l_1	962927	7792535	8.09	0	28
ptg002269l_1_region	962927	7792535	8.09	0	28
ptg002272l_1	298225	1801116	6.04	0	17
ptg002272l_1_region	298225	1801116	6.04	0	17
ptg002273l_1	1220655	11183028	9.16	0	43
ptg002273l_1_region	1220655	11183028	9.16	0	43
ptg002274l_1	249555	2746338	11.00	0	41
ptg002274l_1_region	249555	2746338	11.00	0	41
ptg002275l_1	47932	296249	6.18	0	13
ptg002275l_1_region	47932	296249	6.18	0	13
ptg002277l_1	161373	1326739	8.22	0	22
ptg002277l_1_region	161373	1326739	8.22	0	22
ptg002278l_1	355559	2904929	8.17	0	63
ptg002278l_1_region	355559	2904929	8.17	0	63
ptg002279l_1	320022	2104816	6.58	0	18
ptg002279l_1_region	320022	2104816	6.58	0	18
ptg002280l_1	1386616	10124426	7.30	0	33
ptg002280l_1_region	1386616	10124426	7.30	0	33
ptg002281l_1	1506653	11927133	7.92	0	48
ptg002281l_1_region	1506653	11927133	7.92	0	48
ptg002282l_1	96237	677074	7.04	0	63
ptg002282l_1_region	96237	677074	7.04	0	63
ptg002283l_1	135976	792652	5.83	0	22
ptg002283l_1_region	135976	792652	5.83	0	22
ptg002284l_1	470917	3598912	7.64	0	30
ptg002284l_1_region	470917	3598912	7.64	0	30
ptg002285l_1	290982	1745586	6.00	0	330
ptg002285l_1_region	290982	1745586	6.00	0	330
ptg002286l_1	269737	2146429	7.96	0	31
ptg002286l_1_region	269737	2146429	7.96	0	31
ptg002287l_1	813112	5282409	6.50	0	65
ptg002287l_1_region	813112	5282409	6.50	0	65
ptg002288l_1	138085	903922	6.55	0	14
ptg002288l_1_region	138085	903922	6.55	0	14
ptg002289l_1	819026	6953979	8.49	0	32
ptg002289l_1_region	819026	6953979	8.49	0	32
ptg002290l_1	30995	162069	5.23	0	15
ptg002290l_1_region	30995	162069	5.23	0	15
ptg002292l_1	26416	74419	2.82	0	8
ptg002292l_1_region	26416	74419	2.82	0	8
ptg002295l_1	1240122	9272619	7.48	0	25
ptg002295l_1_region	1240122	9272619	7.48	0	25
ptg002296l_1	166942	1029773	6.17	0	16
ptg002296l_1_region	166942	1029773	6.17	0	16
ptg002297l_1	84481	394794	4.67	0	17
ptg002297l_1_region	84481	394794	4.67	0	17
ptg002299l_1	435331	3387937	7.78	0	31
ptg002299l_1_region	435331	3387937	7.78	0	31
ptg002300l_1	167095	904232	5.41	0	14
ptg002300l_1_region	167095	904232	5.41	0	14
ptg002304l_1	93132	697212	7.49	0	17
ptg002304l_1_region	93132	697212	7.49	0	17
ptg002306l_1	406985	2925099	7.19	0	19
ptg002306l_1_region	406985	2925099	7.19	0	19
ptg002307l_1	212445	1237026	5.82	0	30
ptg002307l_1_region	212445	1237026	5.82	0	30
ptg002308l_1	378702	2296126	6.06	0	24
ptg002308l_1_region	378702	2296126	6.06	0	24
ptg002310l_1	83095	631431	7.60	0	40
ptg002310l_1_region	83095	631431	7.60	0	40
ptg002312l_1	1736487	14181120	8.17	0	34
ptg002312l_1_region	1736487	14181120	8.17	0	34
ptg002313l_1	662720	5049551	7.62	0	36
ptg002313l_1_region	662720	5049551	7.62	0	36
ptg002315l_1	318645	2277389	7.15	0	19
ptg002315l_1_region	318645	2277389	7.15	0	19
ptg002316l_1	1002067	8065352	8.05	0	66
ptg002316l_1_region	1002067	8065352	8.05	0	66
ptg002318l_1	302839	2388872	7.89	0	29
ptg002318l_1_region	302839	2388872	7.89	0	29
ptg002319l_1	779921	5772585	7.40	0	25
ptg002319l_1_region	779921	5772585	7.40	0	25
ptg002320l_1	1246470	15830873	12.70	0	40
ptg002320l_1_region	1246470	15830873	12.70	0	40
ptg002321l_1	64495	595375	9.23	0	24
ptg002321l_1_region	64495	595375	9.23	0	24
ptg002322l_1	352550	2779884	7.89	0	27
ptg002322l_1_region	352550	2779884	7.89	0	27
ptg002323l_1	423606	4006630	9.46	0	37
ptg002323l_1_region	423606	4006630	9.46	0	37
ptg002324l_1	48429	183595	3.79	0	11
ptg002324l_1_region	48429	183595	3.79	0	11
ptg002325l_1	368812	3507033	9.51	0	31
ptg002325l_1_region	368812	3507033	9.51	0	31
ptg002326l_1	501907	3745682	7.46	0	21
ptg002326l_1_region	501907	3745682	7.46	0	21
ptg002328l_1	108327	541492	5.00	0	15
ptg002328l_1_region	108327	541492	5.00	0	15
ptg002329l_1	99061	415127	4.19	0	12
ptg002329l_1_region	99061	415127	4.19	0	12
ptg002331l_1	192004	753033	3.92	0	18
ptg002331l_1_region	192004	753033	3.92	0	18
ptg002332l_1	275040	1836244	6.68	0	21
ptg002332l_1_region	275040	1836244	6.68	0	21
ptg002334l_1	536901	2983109	5.56	0	36
ptg002334l_1_region	536901	2983109	5.56	0	36
ptg002336l_1	868363	6510170	7.50	0	22
ptg002336l_1_region	868363	6510170	7.50	0	22
ptg002337l_1	211187	1135191	5.38	0	24
ptg002337l_1_region	211187	1135191	5.38	0	24
ptg002338l_1	277666	2299878	8.28	0	25
ptg002338l_1_region	277666	2299878	8.28	0	25
ptg002339l_1	84594	418939	4.95	0	17
ptg002339l_1_region	84594	418939	4.95	0	17
ptg002341l_1	352032	7469124	21.22	0	161
ptg002341l_1_region	352032	7469124	21.22	0	161
ptg002345l_1	79162	391718	4.95	0	19
ptg002345l_1_region	79162	391718	4.95	0	19
ptg002346l_1	52361	815268	15.57	0	28
ptg002346l_1_region	52361	815268	15.57	0	28
ptg002347l_1	124449	662795	5.33	0	18
ptg002347l_1_region	124449	662795	5.33	0	18
ptg002349l_1	271564	1475996	5.44	0	32
ptg002349l_1_region	271564	1475996	5.44	0	32
ptg002350l_1	454007	4225758	9.31	0	27
ptg002350l_1_region	454007	4225758	9.31	0	27
ptg002351l_1	188525	770529	4.09	0	14
ptg002351l_1_region	188525	770529	4.09	0	14
ptg002352l_1	199851	1286333	6.44	0	32
ptg002352l_1_region	199851	1286333	6.44	0	32
ptg002353l_1	404178	3671260	9.08	0	141
ptg002353l_1_region	404178	3671260	9.08	0	141
ptg002354l_1	330994	2471514	7.47	0	23
ptg002354l_1_region	330994	2471514	7.47	0	23
ptg002355l_1	792557	5805612	7.33	0	25
ptg002355l_1_region	792557	5805612	7.33	0	25
ptg002356l_1	179180	1738691	9.70	0	33
ptg002356l_1_region	179180	1738691	9.70	0	33
ptg002358l_1	1030042	7386522	7.17	0	22
ptg002358l_1_region	1030042	7386522	7.17	0	22
ptg002359l_1	523092	6454775	12.34	0	33
ptg002359l_1_region	523092	6454775	12.34	0	33
ptg002360l_1	428259	3319703	7.75	0	33
ptg002360l_1_region	428259	3319703	7.75	0	33
ptg002361l_1	458157	3730899	8.14	0	43
ptg002361l_1_region	458157	3730899	8.14	0	43
ptg002362l_1	873826	7413887	8.48	0	28
ptg002362l_1_region	873826	7413887	8.48	0	28
ptg002363l_1	1028229	7859740	7.64	0	25
ptg002363l_1_region	1028229	7859740	7.64	0	25
ptg002365l_1	508545	4243816	8.35	0	19
ptg002365l_1_region	508545	4243816	8.35	0	19
ptg002366l_1	270799	1485474	5.49	0	15
ptg002366l_1_region	270799	1485474	5.49	0	15
ptg002367l_1	403072	3038055	7.54	0	25
ptg002367l_1_region	403072	3038055	7.54	0	25
ptg002368l_1	43412	317078	7.30	0	19
ptg002368l_1_region	43412	317078	7.30	0	19
ptg002371l_1	66304	412095	6.22	0	12
ptg002371l_1_region	66304	412095	6.22	0	12
ptg002372l_1	1163154	10580151	9.10	0	68
ptg002372l_1_region	1163154	10580151	9.10	0	68
ptg002373l_1	435243	3046754	7.00	0	24
ptg002373l_1_region	435243	3046754	7.00	0	24
ptg002374l_1	267044	1594117	5.97	0	16
ptg002374l_1_region	267044	1594117	5.97	0	16
ptg002375l_1	58839	220751	3.75	0	16
ptg002375l_1_region	58839	220751	3.75	0	16
ptg002376l_1	871284	8537801	9.80	0	89
ptg002376l_1_region	871284	8537801	9.80	0	89
ptg002379l_1	363599	2730004	7.51	0	21
ptg002379l_1_region	363599	2730004	7.51	0	21
ptg002380l_1	1060482	8110502	7.65	0	26
ptg002380l_1_region	1060482	8110502	7.65	0	26
ptg002381l_1	843004	6699477	7.95	0	23
ptg002381l_1_region	843004	6699477	7.95	0	23
ptg002382l_1	381224	2919338	7.66	0	27
ptg002382l_1_region	381224	2919338	7.66	0	27
ptg002383l_1	345501	3004005	8.69	0	23
ptg002383l_1_region	345501	3004005	8.69	0	23
ptg002385l_1	385474	2632893	6.83	0	36
ptg002385l_1_region	385474	2632893	6.83	0	36
ptg002387l_1	550475	6672263	12.12	0	48
ptg002387l_1_region	550475	6672263	12.12	0	48
ptg002388l_1	562129	5086377	9.05	0	34
ptg002388l_1_region	562129	5086377	9.05	0	34
ptg002389l_1	278321	2249365	8.08	0	20
ptg002389l_1_region	278321	2249365	8.08	0	20
ptg002390l_1	921458	7586178	8.23	0	25
ptg002390l_1_region	921458	7586178	8.23	0	25
ptg002391l_1	500879	3489335	6.97	0	27
ptg002391l_1_region	500879	3489335	6.97	0	27
ptg002392l_1	1274975	10028706	7.87	0	31
ptg002392l_1_region	1274975	10028706	7.87	0	31
ptg002393l_1	201444	1282902	6.37	0	41
ptg002393l_1_region	201444	1282902	6.37	0	41
ptg002394l_1	790100	6737442	8.53	0	81
ptg002394l_1_region	790100	6737442	8.53	0	81
ptg002395l_1	279108	2234423	8.01	0	51
ptg002395l_1_region	279108	2234423	8.01	0	51
ptg002396l_1	1353957	14819541	10.95	0	204
ptg002396l_1_region	1353957	14819541	10.95	0	204
ptg002397l_1	68896	445147	6.46	0	16
ptg002397l_1_region	68896	445147	6.46	0	16
ptg002398l_1	1489852	12518584	8.40	0	26
ptg002398l_1_region	1489852	12518584	8.40	0	26
ptg002399l_1	849716	8766788	10.32	0	34
ptg002399l_1_region	849716	8766788	10.32	0	34
ptg002400l_1	141963	1294813	9.12	0	21
ptg002400l_1_region	141963	1294813	9.12	0	21
ptg002401l_1	647329	4737044	7.32	0	33
ptg002401l_1_region	647329	4737044	7.32	0	33
ptg002402l_1	1185020	10860913	9.17	0	29
ptg002402l_1_region	1185020	10860913	9.17	0	29
ptg002403l_1	538161	4655970	8.65	0	31
ptg002403l_1_region	538161	4655970	8.65	0	31
ptg002405l_1	393460	1851705	4.71	0	28
ptg002405l_1_region	393460	1851705	4.71	0	28
ptg002406l_1	429398	2898798	6.75	0	72
ptg002406l_1_region	429398	2898798	6.75	0	72
ptg002407l_1	37706	120382	3.19	0	10
ptg002407l_1_region	37706	120382	3.19	0	10
