gene_id	symbol	product	biotype	chrom	start	end	n_go	tier	n_lines_refined	lines_refined	reciprocal_pav	ecotype_only_corroborated	cnv	dmr	ref_divergence	reciprocal_present_in	ecotype_only_tier	ecotype_only_side	copies_lean	copies_siscowet	sv	ref_pav	n_lines_23_6	cluster_rep	cluster_size	caution	phase18_convergent	phase18_rank_score
gene-LOC120017857	LOC120017857	exocyst complex component 6-like	protein_coding	NC_052328.1	34236357	34299838	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017857	1		0	
gene-LOC120017860	LOC120017860	butyrophilin subfamily 2 member A1-like	protein_coding	NC_052328.1	35085881	35111564	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017774	2		0	0
gene-LOC120017861	LOC120017861	aftiphilin-like	protein_coding	NC_052328.1	35119647	35134875	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017861	1		0	
gene-LOC120017864	LOC120017864	lysosomal cobalamin transport escort protein LMBD1-like	protein_coding	NC_052328.1	35345845	35459522	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017864	1		0	
gene-LOC120017865	LOC120017865	exocyst complex component 6-like	protein_coding	NC_052328.1	35471792	35528787	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017865	1		0	
gene-LOC120017866	LOC120017866	probable methyltransferase TARBP1	protein_coding	NC_052328.1	36364090	36412883	3		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120017866	1		0	
gene-LOC120017875	LOC120017875	paired box protein Pax-2a	protein_coding	NC_052328.1	1270910	1338869	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017875	1		0	
gene-LOC120017882	LOC120017882	glutathione peroxidase 6-like	protein_coding	NC_052328.1	1678274	1679306	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017882	1		0	
gene-LOC120017888	LOC120017888	trichohyalin-like	protein_coding	NC_052328.1	5841895	5843746	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017888	1		0	
gene-LOC120017890	LOC120017890	androgen-dependent TFPI-regulating protein	protein_coding	NC_052328.1	8386647	8411324	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017890	1		0	
gene-LOC120017912	LOC120017912	melanopsin-A-like	protein_coding	NC_052328.1	15137115	15203804	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017912	1		0	
gene-LOC120017934	LOC120017934	transcription factor COE3-like	protein_coding	NC_052328.1	21690094	21760623	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017934	1		0	
gene-LOC120017955	LOC120017955	forkhead box protein G1-like	protein_coding	NC_052328.1	27228730	27231634	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017955	1		0	
gene-LOC120017966	LOC120017966	calcium-activated potassium channel subunit alpha-1-like	protein_coding	NC_052328.1	32252360	32607103	4		1	ref_divergence	0	0	0	0	1						1	1	2	gene-LOC120017966	1		0	0
gene-LOC120017968	LOC120017968	EH domain-binding protein 1-like	protein_coding	NC_052328.1	33292328	33320415	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017968	1		0	
gene-LOC120017970	LOC120017970	putative thiamine transporter SLC35F3	protein_coding	NC_052328.1	36319556	36349698	3		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	lean			0	0	1	gene-LOC120017970	1		0	
gene-LOC120017973	LOC120017973	CMRF35-like molecule 5	protein_coding	NC_052328.1	28518279	28529588	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017973	1		0	
gene-LOC120017975	LOC120017975	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2-like	protein_coding	NC_052328.1	19978241	20019135	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017975	1		0	
gene-LOC120017977	LOC120017977	homeobox protein SIX2-like	protein_coding	NC_052328.1	33216791	33219489	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017977	2		0	
gene-LOC120017979	LOC120017979	homeobox protein SIX3-like	protein_coding	NC_052328.1	33255445	33257908	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120017977	2		0	
gene-LOC120018009	LOC120018009	lysosomal amino acid transporter 1 homolog	protein_coding	NC_052329.1	85177	88956	0		1	ref_divergence	0	0	0	0	1						0	1	1	gene-LOC120018009	1		0	0
gene-LOC120018011	LOC120018011	programmed cell death protein 10	protein_coding	NC_052329.1	219739	239879	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018011	1		0	
gene-LOC120018016	LOC120018016	high affinity cationic amino acid transporter 1-like	protein_coding	NC_052329.1	1124078	1182450	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018016	1		0	
gene-LOC120018018	LOC120018018	diacylglycerol O-acyltransferase 2-like	protein_coding	NC_052329.1	1897580	1899115	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018018	1		0	
gene-LOC120018019	LOC120018019	thyroid hormone responsive	protein_coding	NC_052329.1	1973162	1973860	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018019	1		0	
gene-LOC120018024	LOC120018024	rho GTPase-activating protein 42-like	protein_coding	NC_052329.1	2487367	2584834	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018023	2		0	
gene-LOC120018026	LOC120018026	ras-related protein Rab-38-like	protein_coding	NC_052329.1	9689332	9705534	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018026	1		0	
gene-LOC120018031	LOC120018031	GMP synthase [glutamine-hydrolyzing]	protein_coding	NC_052329.1	4262764	4283248	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018031	1		0	
gene-LOC120018032	LOC120018032	acetyl-coenzyme A transporter 1-like	protein_coding	NC_052329.1	4246269	4255541	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018032	1		0	
gene-LOC120018034	LOC120018034	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1-like	protein_coding	NC_052329.1	4054738	4227860	4		1	ref_divergence	0	0	0	0	1						1	1	2	gene-LOC120018034	1		0	0
gene-LOC120018035	LOC120018035	protein CASP-like	protein_coding	NC_052329.1	4460034	4517989	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018035	1		0	
gene-LOC120018047	LOC120018047	fibroblast growth factor receptor homolog 1-like	protein_coding	NC_052329.1	6401787	6420729	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018047	1		0	
gene-LOC120018048	LOC120018048	arylacetamide deacetylase-like	protein_coding	NC_052329.1	5035866	5058074	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018048	1		0	
gene-LOC120018054	LOC120018054	kelch-like protein 24	protein_coding	NC_052329.1	7979871	8028803	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018054	1		0	
gene-LOC120018057	LOC120018057	glutamate receptor 4-like	protein_coding	NC_052329.1	8902725	8997653	8		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018057	1		0	
gene-LOC120018079	LOC120018079	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform-like	protein_coding	NC_052329.1	11350323	11438182	9		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018079	1		0	
gene-LOC120018087	LOC120018087	von Willebrand factor A domain-containing protein 5A-like	protein_coding	NC_052329.1	12950199	12994625	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018087	4		0	
gene-LOC120018090	LOC120018090	von Willebrand factor A domain-containing protein 5A-like	protein_coding	NC_052329.1	13001187	13019984	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018087	4		0	
gene-LOC120018106	LOC120018106	serine/threonine-protein kinase NLK-like	protein_coding	NC_052329.1	15104699	15240625	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018106	1		0	
gene-LOC120018111	LOC120018111	glycerophosphodiester phosphodiesterase domain-containing protein 5-like	protein_coding	NC_052329.1	15360182	15458511	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018111	1		0	
gene-LOC120018114	LOC120018114	solute carrier family 12 member 9-like	protein_coding	NC_052329.1	15677195	15737752	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018114	1		0	
gene-LOC120018120	LOC120018120	CUE domain-containing protein 1-like	protein_coding	NC_052329.1	16333387	16385619	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018120	1		0	
gene-LOC120018128	LOC120018128	serine/threonine-protein kinase ULK2-like	protein_coding	NC_052329.1	17373115	17424767	10		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018128	1		0	
gene-LOC120018139	LOC120018139	protein C-ets-1-like	protein_coding	NC_052329.1	18258586	18290192	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018139	1		0	
gene-LOC120018154	LOC120018154	beta-secretase 2-like	protein_coding	NC_052329.1	20011902	20023057	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018154	1		0	
gene-LOC120018155	LOC120018155	protein NPAT-like	protein_coding	NC_052329.1	20044694	20057420	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018155	1		0	
gene-LOC120018156	LOC120018156	ribosomal protein S6 kinase beta-1-like	protein_coding	NC_052329.1	20114969	20129553	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018156	1		0	
gene-LOC120018157	LOC120018157	H-2 class II histocompatibility antigen, A-Q alpha chain-like	protein_coding	NC_052308.1	73034583	73037060	6		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	lean			0	0	1	gene-LOC120018157	1		0	
gene-LOC120018159	LOC120018159	vacuole membrane protein 1-like	protein_coding	NC_052329.1	20090643	20109240	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018159	1		0	
gene-LOC120018160	LOC120018160	mediator of RNA polymerase II transcription subunit 13-like	protein_coding	NC_052329.1	20134475	20165207	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018160	1		0	
gene-LOC120018162	LOC120018162	dual specificity tyrosine-phosphorylation-regulated kinase 1A-like	protein_coding	NC_052329.1	20264914	20276384	9		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018162	1		0	
gene-LOC120018163	LOC120018163	CD166 antigen homolog	protein_coding	NC_052329.1	20277416	20357764	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018163	1		0	
gene-LOC120018206	LOC120018206	nectin-3-like protein	protein_coding	NC_052329.1	23428041	23503661	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018206	1		0	
gene-LOC120018215	LOC120018215	BICD family-like cargo adapter 1	protein_coding	NC_052329.1	24079075	24101051	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018215	1		0	
gene-LOC120018229	LOC120018229	protein ABHD15-like	protein_coding	NC_052329.1	24980326	24991713	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018229	1		0	
gene-LOC120018241	LOC120018241	serine/threonine-protein kinase PAK 1-like	protein_coding	NC_052329.1	26280025	26314976	8		1	ref_divergence	0	0	0	0	1						1	1	2	gene-LOC120018241	1		0	0
gene-LOC120018243	LOC120018243	short stature homeobox protein 2-like	protein_coding	NC_052329.1	41306883	41312412	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018243	1		0	
gene-LOC120018245	LOC120018245	polycystin-1-like	protein_coding	NC_052308.1	73991630	74062005	3		1	ref_divergence	0	0	0	0	1						1	1	2	gene-LOC120023468	2		0	0
gene-LOC120018250	LOC120018250	polycystin-1-like	protein_coding	NC_052308.1	73890155	73925785	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018250	1		0	
gene-LOC120018254	LOC120018254	FRAS1-related extracellular matrix protein 2-like	protein_coding	NC_052329.1	27911043	27912968	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018254	2		0	
gene-LOC120018255	LOC120018255	arfaptin-2-like	protein_coding	NC_052329.1	27811008	27819692	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018255	1		0	
gene-LOC120018256	LOC120018256	complement C4-like	protein_coding	NC_052329.1	27873014	27905277	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018256	1		0	
gene-LOC120018257	LOC120018257	tripartite motif-containing protein 3-like	protein_coding	NC_052329.1	27838422	27874113	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018257	1		0	
gene-LOC120018260	LOC120018260	protein phosphatase 1L-like	protein_coding	NC_052329.1	28473133	28515992	3		1	ref_divergence	0	0	0	0	1						0	1	1	gene-LOC120018260	1		0	0
gene-LOC120018267	LOC120018267	alpha-2-macroglobulin-like	protein_coding	NC_052329.1	30146051	30199870	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018268	2		0	
gene-LOC120018268	LOC120018268	alpha-2-macroglobulin-like	protein_coding	NC_052329.1	30092533	30130871	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018268	2		0	
gene-LOC120018269	LOC120018269	A disintegrin and metalloproteinase with thrombospondin motifs 8-like	protein_coding	NC_052329.1	29552784	29564576	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018269	2		0	
gene-LOC120018273	LOC120018273	beta,beta-carotene 9',10'-oxygenase-like	protein_coding	NC_052329.1	29746612	29752169	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018273	1		0	
gene-LOC120018275	LOC120018275	L-amino-acid oxidase-like	protein_coding	NC_052329.1	29714739	29720527	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018275	1		0	
gene-LOC120018276	LOC120018276	upstream stimulatory factor 1-like	protein_coding	NC_052329.1	30051981	30056661	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018276	1		0	
gene-LOC120018279	LOC120018279	succinate dehydrogenase [ubiquinone] cytochrome b small subunit B, mitochondrial-like	protein_coding	NC_052329.1	29723261	29731594	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018279	1		0	
gene-LOC120018281	LOC120018281	pregnancy zone protein-like	protein_coding	NC_052329.1	30063358	30068112	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018281	1		0	
gene-LOC120018282	LOC120018282	ubiquitin-associated and SH3 domain-containing protein B-like	protein_coding	NC_052329.1	30001641	30041692	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018282	1		0	
gene-LOC120018290	LOC120018290	E3 ubiquitin-protein ligase TRIP12-like	protein_coding	NC_052329.1	30946960	30994281	8		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018290	1		0	
gene-LOC120018295	LOC120018295	rho GTPase-activating protein 19-like	protein_coding	NC_052308.1	75170670	75184287	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018295	1		0	
gene-LOC120018314	LOC120018314	alpha-actinin-4-like	protein_coding	NC_052329.1	31734445	31776092	9		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018314	1		0	
gene-LOC120018324	LOC120018324	F-box only protein 46-like	protein_coding	NC_052329.1	32173173	32186937	2		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120018324	1		0	
gene-LOC120018327	LOC120018327	numb-like protein	protein_coding	NC_052329.1	32238917	32280461	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018327	1		0	
gene-LOC120018333	LOC120018333	neprilysin-like	protein_coding	NC_052329.1	3477574	3531743	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018333	1		0	
gene-LOC120018341	LOC120018341	limbic system-associated membrane protein-like	protein_coding	NC_052329.1	32751966	33228546	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018341	1		0	
gene-LOC120018343	LOC120018343	ARF GTPase-activating protein GIT1-like	protein_coding	NC_052329.1	34240199	34263223	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018343	1		0	
gene-LOC120018346	LOC120018346	bleomycin hydrolase-like	protein_coding	NC_052329.1	34396806	34420171	5		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120018346	1		0	
gene-LOC120018352	LOC120018352	phosphatidylinositol transfer protein alpha isoform-like	protein_coding	NC_052329.1	34570184	34585604	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018352	1		0	
gene-LOC120018353	LOC120018353	unconventional myosin-Ic-like	protein_coding	NC_052329.1	34621410	34688161	11		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018353	1		0	
gene-LOC120018355	LOC120018355	14-3-3 protein epsilon-like	protein_coding	NC_052329.1	34693869	34699820	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018355	1		0	
gene-LOC120018356	LOC120018356	adapter molecule crk-like	protein_coding	NC_052329.1	34700249	34707355	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018356	1		0	
gene-LOC120018357	LOC120018357	polymerase delta-interacting protein 2-like	protein_coding	NC_052329.1	34745535	34759067	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018357	1		0	
gene-LOC120018361	LOC120018361	ubiquitin carboxyl-terminal hydrolase 2-like	protein_coding	NC_052329.1	34877310	34924382	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018361	1		0	
gene-LOC120018362	LOC120018362	tubulin-specific chaperone cofactor E-like protein	protein_coding	NC_052329.1	34924927	34934345	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018362	1		0	
gene-LOC120018363	LOC120018363	tumor necrosis factor alpha-induced protein 2-like	protein_coding	NC_052329.1	34938631	34978797	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018363	1		0	
gene-LOC120018365	LOC120018365	transcription elongation factor SPT5	protein_coding	NC_052329.1	35139873	35161766	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018365	1		0	
gene-LOC120018368	LOC120018368	mitochondrial import inner membrane translocase subunit TIM50-like	protein_coding	NC_052329.1	35225999	35258135	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018368	1		0	
gene-LOC120018378	LOC120018378	cytochrome P450 2M1	protein_coding	NC_052329.1	35424335	35492196	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018378	2		0	
gene-LOC120018382	LOC120018382	interferon regulatory factor 2-binding protein 1-like	protein_coding	NC_052329.1	35766494	35772784	3		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120018382	1		0	
gene-LOC120018384	LOC120018384	hepatocyte nuclear factor 3-beta-like	protein_coding	NC_052329.1	35773880	35778584	7		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120018384	1		0	
gene-LOC120018391	LOC120018391	mRNA decay activator protein ZFP36-like	protein_coding	NC_052329.1	36884619	36887167	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018663	2		0	
gene-LOC120018394	LOC120018394	serine/threonine-protein kinase D2-like	protein_coding	NC_052329.1	37977775	38029856	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018394	1		0	
gene-LOC120018395	LOC120018395	striatin-4-like	protein_coding	NC_052329.1	38031265	38056281	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018395	1		0	
gene-LOC120018396	LOC120018396	fukutin-related protein-like	protein_coding	NC_052329.1	38055450	38060492	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018396	1		0	
gene-LOC120018397	LOC120018397	neutral amino acid transporter B(0)-like	protein_coding	NC_052329.1	38065067	38078079	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018397	1		0	
gene-LOC120018425	LOC120018425	adhesion G protein-coupled receptor E1-like	protein_coding	NC_052308.1	76626320	76693546	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018425	2		0	
gene-LOC120018436	LOC120018436	cullin-3	protein_coding	NC_052329.1	41845515	41863826	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018436	1		0	
gene-LOC120018443	LOC120018443	ATP-binding cassette sub-family G member 1-like	protein_coding	NC_052329.1	42100491	42143205	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018443	1		0	
gene-LOC120018444	LOC120018444	interleukin-8-like	protein_coding	NC_052329.1	42295418	42307333	9		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018444	1		0	
gene-LOC120018446	LOC120018446	eukaryotic translation initiation factor 4H-like	protein_coding	NC_052329.1	42328492	42337790	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018446	1		0	
gene-LOC120018461	LOC120018461	beta-1,3-glucosyltransferase-like	protein_coding	NC_052329.1	43408271	43557220	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018461	1		0	
gene-LOC120018462	LOC120018462	protein furry homolog	protein_coding	NC_052329.1	43614764	43808035	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018462	1		0	
gene-LOC120018464	LOC120018464	NEDD4-binding protein 2-like 2	protein_coding	NC_052329.1	43838469	43875146	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018464	1		0	
gene-LOC120018466	LOC120018466	protein IWS1 homolog	protein_coding	NC_052329.1	43943954	43976323	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018466	1		0	
gene-LOC120018467	LOC120018467	coagulation factor IX-like	protein_coding	NC_052329.1	43976301	44021364	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018467	1		0	
gene-LOC120018468	LOC120018468	diacylglycerol kinase delta-like	protein_coding	NC_052329.1	44024961	44074359	7		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018468	1		0	
gene-LOC120018470	LOC120018470	S-arrestin-like	protein_coding	NC_052329.1	44093560	44126314	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018470	1		0	
gene-LOC120018494	LOC120018494	sodium-independent sulfate anion transporter-like	protein_coding	NC_052308.1	77808014	77821202	4		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120018494	1		0	
gene-LOC120018496	LOC120018496	cis-aconitate decarboxylase-like	protein_coding	NC_052329.1	15757497	15763692	1		1	ref_divergence	0	0	0	0	1		liftoff_only	siscowet			0	0	1	gene-LOC120018496	2		0	
gene-LOC120018497	LOC120018497	cis-aconitate decarboxylase-like	protein_coding	NC_052329.1	15812338	15818523	1		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018496	2		0	
gene-LOC120018499	LOC120018499	chordin-like	protein_coding	NC_052329.1	15934565	15957414	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018499	1		0	
gene-LOC120018568	LOC120018568	solute carrier family 13 member 2-like	protein_coding	NC_052329.1	25332552	25345087	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018568	1		0	
gene-LOC120018570	LOC120018570	breast carcinoma-amplified sequence 3-like	protein_coding	NC_052329.1	25447264	25611084	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018570	2		0	
gene-LOC120018574	LOC120018574	breast carcinoma-amplified sequence 3-like	protein_coding	NC_052329.1	26086877	26101535	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018574	1		0	
gene-LOC120018578	LOC120018578	glycerophosphodiester phosphodiesterase domain-containing protein 5-like	protein_coding	NC_052329.1	26329482	26341773	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018578	1		0	
gene-LOC120018579	LOC120018579	unconventional myosin-VIIa-like	protein_coding	NC_052329.1	26347282	26382675	5		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018579	1		0	
gene-LOC120018580	LOC120018580	calpain-5-like	protein_coding	NC_052329.1	26406013	26432110	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018580	1		0	
gene-LOC120018593	LOC120018593	olfactory receptor 6N1-like	protein_coding	NC_052329.1	27260649	27261587	4		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120018593	1		0	
gene-LOC120018596	LOC120018596	olfactory receptor 2G6-like	protein_coding	NC_052329.1	27484625	27493520	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018595	2		0	
gene-LOC120018601	LOC120018601	protocadherin-16-like	protein_coding	NC_052329.1	27572568	27698348	4		1	ref_divergence	0	0	0	0	1						1	1	2	gene-LOC120018601	1		0	0
gene-LOC120018602	LOC120018602	inverted formin-2-like	protein_coding	NC_052329.1	27827062	27836679	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018602	1		0	
gene-LOC120018604	LOC120018604	short transient receptor potential channel 4-like	protein_coding	NC_052329.1	28108145	28152019	8		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018604	1		0	
gene-LOC120018605	LOC120018605	olfactory receptor 6N1-like	protein_coding	NC_052329.1	28211563	28212501	4		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120018605	2		0	
gene-LOC120018610	LOC120018610	von Willebrand factor D and EGF domain-containing protein-like	protein_coding	NC_052308.1	78075602	78079198	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018610	1		0	
gene-LOC120018615	LOC120018615	olfactory receptor 11A1-like	protein_coding	NC_052329.1	28403354	28419638	4		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120018612	4		0	
gene-LOC120018616	LOC120018616	otolin-1-A-like	protein_coding	NC_052329.1	28438543	28440382	1		1	ecotype_only_corroborated	0	1	0	0	0		corroborated	siscowet			0	0	1	gene-LOC120018616	1		0	
gene-LOC120018619	LOC120018619	P2Y purinoceptor 3-like	protein_coding	NC_052329.1	29086988	29087995	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018619	2		0	
gene-LOC120018620	LOC120018620	P2Y purinoceptor 3-like	protein_coding	NC_052329.1	29096896	29097903	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018619	2		0	
gene-LOC120018621	LOC120018621	major facilitator superfamily domain-containing protein 1-like	protein_coding	NC_052329.1	29101015	29133195	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018621	1		0	
gene-LOC120018622	LOC120018622	pleckstrin homology-like domain family B member 1	protein_coding	NC_052329.1	29197423	29267359	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018622	1		0	
gene-LOC120018627	LOC120018627	A disintegrin and metalloproteinase with thrombospondin motifs 15-like	protein_coding	NC_052329.1	29566156	29586924	4		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018269	2		0	
gene-LOC120018628	LOC120018628	sorting nexin-19-like	protein_coding	NC_052329.1	29675208	29708752	3		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018628	1		0	
gene-LOC120018629	LOC120018629	sortilin-related receptor-like	protein_coding	NC_052329.1	29774535	29841658	6		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018629	1		0	
gene-LOC120018654	LOC120018654	centrosomal protein of 55 kDa-like	protein_coding	NC_052329.1	34553667	34555049	2		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018654	1		0	
gene-LOC120018655	LOC120018655	leucine-rich repeat-containing protein 75A-like	protein_coding	NC_052329.1	34719309	34742986	0		1	ref_divergence	0	0	0	0	1						1	0	1	gene-LOC120018655	1		0	
