id,feature,fc,pval,qval,chr,start,end,score,strand
gene-LOC120025359,gene,0.913804226479786,0.0173455403613813,0.358708004259616,NC_052336.1,20779461,20863045,0,-
gene-LOC120025364,gene,0.980362879703017,0.00567154701735251,0.307632767845853,NC_052336.1,15343900,15371346,0,+
gene-LOC120025367,gene,0.91640273720093,0.00329041592503498,0.294456832090784,NC_052336.1,23052498,23061973,0,-
gene-LOC120025379,gene,0.964594125526494,0.0413559520360829,0.432826590366849,NC_052336.1,5831429,5913020,0,+
gene-LOC120025439,gene,1.29025250778797,0.0200740562619197,0.366799336022592,NC_052337.1,40455293,40465829,0,+
gene-LOC120025460,gene,0.83544341703949,0.00230976440854214,0.294456832090784,NC_052337.1,19131928,19143455,0,+
gene-LOC120025461,gene,0.94850313267257,0.00831853826080242,0.310524264571723,NC_052337.1,19207059,19217792,0,+
gene-LOC120025463,gene,0.943877641783474,0.0168784504473184,0.35521221368964,NC_052337.1,19154897,19158213,0,+
gene-LOC120025464,gene,0.907251911931061,0.0224682242784224,0.374899815481975,NC_052337.1,19245547,19250367,0,+
gene-LOC120025504,gene,0.849317463565153,0.0412437297519967,0.432695905082428,NC_052337.1,19749083,19810443,0,-
gene-LOC120025645,gene,1.2061831387906,0.0263649574271786,0.38899270270901,NC_052308.1,35056011,35063672,0,+
gene-LOC120025650,gene,0.849261754237775,0.0013716918032024,0.294456832090784,NC_052337.1,48213072,48283435,0,+
gene-LOC120025656,gene,0.859578937662136,0.0195610217773752,0.366799336022592,NC_052337.1,25567575,25683180,0,+
gene-LOC120025667,gene,0.847606391460426,0.0392912654918824,0.430547567967213,NC_052337.1,23328918,23454604,0,+
gene-LOC120025668,gene,0.964815313352284,0.015882529905323,0.352331256915375,NC_052307.1,28574350,28604188,0,-
gene-LOC120025702,gene,0.869233679349085,0.00112888103990416,0.294456832090784,NC_052337.1,33235147,33259320,0,+
gene-LOC120025750,gene,0.786332638791047,0.043313362712308,0.434580988774948,NC_052337.1,15607805,15676418,0,-
gene-LOC120025754,gene,1.39925691318769,0.0490135553198031,0.441018254828864,NC_052337.1,20803059,20805405,0,-
gene-LOC120025778,gene,0.797926827400079,0.0334039541649953,0.410411005294172,NC_052337.1,8658660,8665473,0,-
gene-LOC120025780,gene,1.27231891985162,0.00132920960999838,0.294456832090784,NC_052337.1,41963862,41997621,0,-
gene-LOC120025787,gene,1.52183477953405,0.0151944596952301,0.346770167355917,NC_052337.1,14753819,14756432,0,-
gene-LOC120025788,gene,0.807449631468548,0.0117616793164901,0.326823342167553,NC_052337.1,10888832,10898417,0,-
gene-LOC120025796,gene,1.12647727675004,0.0210241978211644,0.370657148006446,NC_052337.1,28760341,28768261,0,+
gene-LOC120025803,gene,0.772460040940728,0.0161873713845029,0.352331256915375,NC_052337.1,31581148,31621768,0,+
gene-LOC120025815,gene,1.12551839596152,0.0494509657017106,0.441018254828864,NC_052337.1,37529031,37559423,0,-
gene-LOC120025837,gene,1.0999672106136,0.0328014236366755,0.40789040297522,NC_052337.1,40878780,40881134,0,+
gene-LOC120025840,gene,1.10921593911215,0.0485711492057529,0.441018254828864,NC_052337.1,24205409,24219135,0,+
gene-LOC120025876,gene,0.853668893338997,0.00539004608600091,0.305789915787656,NC_052337.1,30732199,30745071,0,-
gene-LOC120025900,gene,0.851335359859082,0.00567456614071049,0.307632767845853,NC_052337.1,36757696,36786662,0,+
gene-LOC120025903,gene,1.5372919517597,0.0481221552807463,0.441018254828864,NC_052337.1,1422723,1426293,0,+
gene-LOC120025916,gene,1.39027582981976,0.00741385181493093,0.309567883574485,NC_052337.1,28625140,28661709,0,+
gene-LOC120025930,gene,0.759363809400999,0.0144513851993793,0.342861713025273,NC_052337.1,10299217,10305920,0,-
gene-LOC120025936,gene,0.944484460404674,0.0453486239227018,0.438264838028898,NC_052337.1,36338074,36394354,0,+
gene-LOC120025949,gene,0.912511781350597,0.0478095124861877,0.441018254828864,NC_052337.1,9081073,9082856,0,-
gene-LOC120025961,gene,0.839509248457188,0.0227153136015121,0.3755595055206,NC_052337.1,14742401,14747365,0,-
gene-LOC120025999,gene,0.975480717790686,0.0291918711225515,0.397805589206406,NC_052337.1,24881443,24894179,0,+
gene-LOC120026025,gene,0.675361290102807,0.00221594823379512,0.294456832090784,NC_052337.1,23285295,23301838,0,+
gene-LOC120026038,gene,1.27171645122516,0.0160042164603952,0.352331256915375,NC_052337.1,10788213,10816035,0,+
gene-LOC120026053,gene,0.823114569185683,0.00630143423024832,0.307632767845853,NC_052308.1,40452953,40455959,0,-
gene-LOC120026089,gene,0.989165548218937,0.0216834034411442,0.371958102345104,NC_052337.1,17549546,17565367,0,-
gene-LOC120026095,gene,0.972250697691173,0.00164117644013451,0.294456832090784,NC_052308.1,41220360,41270635,0,-
gene-LOC120026096,gene,1.82732307275583,0.0300731598107626,0.401381119112046,NC_052337.1,4924443,4927649,0,-
gene-LOC120026101,gene,1.81839981870291,0.0303846438226145,0.40193533252394,NC_052337.1,4945574,4948768,0,-
gene-LOC120026102,gene,1.82136861146554,0.0302871295951762,0.40193533252394,NC_052337.1,4966173,4969375,0,-
gene-LOC120026107,gene,0.689367531034298,0.0399408283435517,0.431241603733196,NC_052337.1,36033107,36042940,0,-
gene-LOC120026109,gene,0.830755249630836,0.0479482986472934,0.441018254828864,NC_052337.1,36077334,36102199,0,+
gene-LOC120026110,gene,0.692755722468888,0.0219221005369891,0.373724981366991,NC_052337.1,36234416,36240937,0,+
gene-LOC120026111,gene,1.17411704183884,0.0168264226245263,0.354796525135312,NC_052337.1,36120134,36135115,0,+
gene-LOC120026112,gene,1.31409325582249,0.0447924201563019,0.438075811596274,NC_052337.1,36196706,36198206,0,+
gene-LOC120026120,gene,1.21789444663702,0.0250723814940017,0.383370291749121,NC_052337.1,36170652,36185096,0,-
gene-LOC120026130,gene,1.82030515298672,0.0303192386012114,0.40193533252394,NC_052337.1,4986780,4989972,0,-
gene-LOC120026147,gene,1.36335185676859,0.021500557285548,0.371687290882899,NC_052337.1,29611917,29614070,0,+
gene-LOC120026150,gene,1.43120136574681,0.00940937057245805,0.317932605264879,NC_052337.1,25216774,25218655,0,-
gene-LOC120026178,gene,0.817018302892394,0.0213193233481981,0.371141401880458,NC_052337.1,46337657,46522995,0,-
gene-LOC120026209,gene,1.06102805722338,0.0206504590879604,0.368615799019415,NC_052337.1,13522732,13560909,0,+
gene-LOC120026276,gene,1.39356603503427,0.0375480001650222,0.425302866307619,NC_052337.1,42370691,42375311,0,-
gene-LOC120026282,gene,0.87833286872422,0.0277618153883292,0.392919507170208,NC_052337.1,28126065,28183490,0,-
gene-LOC120026290,gene,1.55728577671516,0.0301778273746192,0.401381119112046,NC_052308.1,46116164,46124435,0,-
gene-LOC120026301,gene,1.51536122995353,0.0103370072520224,0.323945256450158,NC_052337.1,14580724,14583642,0,-
gene-LOC120026350,gene,1.14625000469623,0.0219348415261517,0.373724981366991,NC_052337.1,36949088,36951025,0,-
gene-LOC120026368,gene,0.952870618608705,0.0263520338419903,0.38899270270901,NC_052337.1,35276329,35312208,0,+
gene-LOC120026387,gene,1.23898936925656,0.00272306568970437,0.294456832090784,NC_052308.1,48497244,48523101,0,-
gene-LOC120026408,gene,1.0442935141967,0.0202529360732827,0.367180497979504,NC_052337.1,25386019,25398345,0,+
gene-LOC120026436,gene,0.77947732463675,0.00485286237889992,0.297156907820341,NC_052337.1,933908,980263,0,-
gene-LOC120026507,gene,0.967779278098238,0.0168662616144795,0.355182359848214,NC_052337.1,48106101,48117563,0,+
gene-LOC120026599,gene,1.0619423243917,0.030992006786256,0.404133807748972,NC_052337.1,8420916,8420985,0,-
gene-LOC120026608,gene,0.988747129681799,0.0497938259753777,0.441018254828864,NC_052337.1,14319352,14319434,0,-
gene-LOC120026609,gene,0.721637873786878,0.00264390449190288,0.294456832090784,NC_052308.1,52746864,52777440,0,+
gene-LOC120026727,gene,1.17125278240466,0.0449921335660624,0.438264838028898,NC_052338.1,10783936,10789694,0,-
gene-LOC120026737,gene,1.08775033960269,0.0173664037647603,0.358708004259616,NC_052338.1,11717398,11717949,0,+
gene-LOC120026766,gene,0.855057244631955,0.0295402947704075,0.398927043791359,NC_052338.1,1888636,1921673,0,-
gene-LOC120026767,gene,0.957269406203915,0.0491118061384271,0.441018254828864,NC_052338.1,1908924,1913696,0,-
gene-LOC120026822,gene,1.05674908498643,0.0340564888417842,0.412801468956226,NC_052338.1,11643567,11650743,0,+
gene-LOC120026827,gene,1.31800327786843,0.0420110883502042,0.432944310907149,NC_052338.1,11693799,11701353,0,+
gene-LOC120026830,gene,1.12346040342394,0.0252028869238332,0.384084746409414,NC_052338.1,11736084,11736621,0,+
gene-LOC120026837,gene,0.874515535532231,0.0125352287260395,0.332081242228635,NC_052338.1,12536575,12580995,0,+
gene-LOC120026843,gene,0.969314775776309,0.0375244422929142,0.425302866307619,NC_052338.1,14273060,14278163,0,-
gene-LOC120026863,gene,0.701503281005454,0.00597792452180945,0.307632767845853,NC_052338.1,33188240,33200663,0,-
gene-LOC120026869,gene,0.787640797229096,0.0211165511655036,0.371141401880458,NC_052338.1,17535633,17582505,0,-
gene-LOC120026875,gene,1.46796166296716,0.033862942078562,0.411926264797793,NC_052338.1,13147001,13151166,0,+
gene-LOC120026878,gene,0.854590109821054,0.0482133561319195,0.441018254828864,NC_052338.1,17995910,18022854,0,+
gene-LOC120026928,gene,0.769936242871772,0.0185053539729045,0.364897826310302,NC_052338.1,17061869,17169116,0,-
gene-LOC120026932,gene,1.3280949379138,0.0436018908992849,0.435624017484802,NC_052338.1,15904259,15919538,0,-
gene-LOC120026956,gene,0.655848615501347,0.0434514812274152,0.434752107984738,NC_052338.1,13613659,13616282,0,-
gene-LOC120026972,gene,0.966877250463831,0.00350485156368707,0.294456832090784,NC_052338.1,30357237,30362697,0,+
gene-LOC120026988,gene,0.879620687597286,0.0277741755897236,0.392919507170208,NC_052338.1,17494744,17505086,0,-
gene-LOC120027006,gene,0.840081759137012,0.0349328091590047,0.414393590088365,NC_052338.1,13965038,13977249,0,+
gene-LOC120027017,gene,0.879177821302856,0.0387722996054745,0.429525529989397,NC_052307.1,3684479,3686051,0,+
gene-LOC120027018,gene,0.97659903260627,0.0224204241147405,0.374899815481975,NC_052338.1,30335513,30346199,0,+
gene-LOC120027023,gene,1.34238761398621,0.0469288894770601,0.441018254828864,NC_052338.1,9183519,9195216,0,-
gene-LOC120027040,gene,0.880952795049747,0.0183439504710776,0.36442578231036,NC_052338.1,17521542,17526571,0,-
gene-LOC120027120,gene,1.32237287186731,0.00882792825749623,0.313332262891987,NC_052338.1,20904669,20908942,0,+
gene-LOC120027125,gene,1.21469063324424,0.00640920945721846,0.307632767845853,NC_052338.1,13994724,14019930,0,+
gene-LOC120027129,gene,1.3043191931114,0.031725500631539,0.406674412378053,NC_052338.1,10569489,10577426,0,+
gene-LOC120027133,gene,0.694450843632048,0.00525787330317951,0.304912800330669,NC_052338.1,15258094,15267189,0,+
gene-LOC120027134,gene,1.23678145809472,0.0311160195735396,0.404312093576119,NC_052338.1,2895411,2914369,0,-
gene-LOC120027141,gene,1.27200298958421,0.0220839740571439,0.374247326031085,NC_052338.1,7071374,7088003,0,+
gene-LOC120027142,gene,0.869980581112302,0.00980151871671886,0.320981469225897,NC_052338.1,27456623,27494904,0,-
gene-LOC120027179,gene,0.874558313187673,0.0107188830700172,0.32515937929485,NC_052338.1,24699859,24710116,0,-
gene-LOC120027181,gene,0.834592032588008,0.0434297183148205,0.434752107984738,NC_052338.1,13210361,13257674,0,+
gene-LOC120027188,gene,0.803856228644919,0.0176981493641065,0.360506171638955,NC_052338.1,23771624,23799689,0,+
gene-LOC120027196,gene,1.40438505230939,0.0478741116173945,0.441018254828864,NC_052338.1,25017663,25023093,0,-
gene-LOC120027211,gene,1.64182365719018,0.024837049896884,0.382924839410677,NC_052338.1,17037091,17040066,0,+
gene-LOC120027220,gene,0.92952812926622,0.0242076765456996,0.381196521581383,NC_052338.1,17517325,17518792,0,-
gene-LOC120027221,gene,0.877361833208864,0.00255615267124076,0.294456832090784,NC_052338.1,27246719,27253914,0,+
gene-LOC120027222,gene,0.960271561290328,0.042209950267839,0.432944310907149,NC_052338.1,32550301,32553487,0,+
gene-LOC120027230,gene,1.22531672283978,0.0138451922545719,0.339722284353626,NC_052338.1,242948,243997,0,-
gene-LOC120027232,gene,1.08785133343867,0.0402259769954373,0.431417062851279,NC_052338.1,12498411,12505219,0,-
gene-LOC120027236,gene,1.38363507029775,0.00253845001236852,0.294456832090784,NC_052338.1,32558023,32559639,0,-
gene-LOC120027254,gene,0.946481261207035,0.020553186664273,0.368112762578773,NC_052338.1,6308112,6319080,0,-
gene-LOC120027256,gene,1.41319401772386,0.043088757949957,0.434580988774948,NC_052338.1,27677446,27713134,0,+
gene-LOC120027262,gene,1.115519571067,0.0232167263727269,0.377398334062404,NC_052338.1,24638469,24658183,0,-
gene-LOC120027305,gene,0.910861971498703,0.00429365769708334,0.294456832090784,NC_052338.1,10445039,10450953,0,-
gene-LOC120027313,gene,1.27624949411151,0.0375852990832228,0.425302866307619,NC_052338.1,21028955,21033956,0,+
gene-LOC120027322,gene,1.0310810008786,0.0157066883143788,0.351169604902769,NC_052338.1,20113050,20116291,0,-
gene-LOC120027337,gene,1.2347196863565,0.0116771046852679,0.326060140968464,NC_052338.1,17963983,17965478,0,-
gene-LOC120027342,gene,1.26637577017935,0.0243035498924746,0.381312962064746,NC_052338.1,21037026,21062548,0,-
gene-LOC120027358,gene,0.889214675146233,0.000570304293114887,0.294456832090784,NC_052338.1,35839161,35843638,0,+
gene-LOC120027368,gene,0.69780448288514,9.68533056000531e-05,0.294456832090784,NC_052338.1,13163969,13184184,0,+
gene-LOC120027372,gene,1.41153567455491,0.00141096683510678,0.294456832090784,NC_052338.1,12681200,12683736,0,-
gene-LOC120027375,gene,1.25758306690196,0.0369848510540344,0.422776341199927,NC_052338.1,28107240,28116770,0,-
gene-LOC120027414,gene,0.829373695341299,0.0314769146661604,0.405545560811864,NC_052338.1,10537224,10557061,0,-
gene-LOC120027426,gene,0.929026858548507,0.00270648872240498,0.294456832090784,NC_052338.1,31969071,32012941,0,-
gene-LOC120027441,gene,0.839277968761208,0.020942451826919,0.370657148006446,NC_052338.1,10416468,10436918,0,-
gene-LOC120027459,gene,0.720286408352548,0.0166248572813891,0.354145942666517,NC_052308.1,65003992,65008169,0,+
gene-LOC120027481,gene,0.955239012466029,0.00814773289963044,0.310524264571723,NC_052338.1,21235586,21241209,0,+
gene-LOC120027502,gene,0.877771105283333,0.0216130925005134,0.371958102345104,NC_052338.1,31598631,31620423,0,-
gene-LOC120027523,gene,1.18587345477594,0.0222783997398797,0.374899815481975,NC_052338.1,18536877,18567837,0,+
gene-LOC120027542,gene,0.678548735877068,0.0475235522797118,0.441018254828864,NC_052338.1,9401129,9430757,0,+
gene-LOC120027549,gene,0.981975231950921,0.00976684112609116,0.320981469225897,NC_052338.1,6333568,6333652,0,-
gene-LOC120027596,gene,0.980803496379111,0.0277397348486295,0.392919507170208,NC_052308.1,65401555,65405605,0,-
gene-LOC120027605,gene,1.24187890429786,0.00404496150361666,0.294456832090784,NC_052339.1,24663640,24712539,0,-
gene-LOC120027622,gene,1.35682276120569,0.0064528111007407,0.307632767845853,NC_052339.1,1444786,1473111,0,-
gene-LOC120027656,gene,0.964877085865638,0.000234265296142788,0.294456832090784,NC_052308.1,66154905,66194080,0,-
gene-LOC120027702,gene,0.780675929327604,0.0211425156628147,0.371141401880458,NC_052339.1,22121344,22129897,0,+
gene-LOC120027731,gene,1.59811291533128,0.0414426469645284,0.432944310907149,NC_052339.1,23471632,23480267,0,-
gene-LOC120027756,gene,0.681527390398196,0.0201739175473525,0.366799336022592,NC_052339.1,10903709,10992109,0,+
gene-LOC120027759,gene,1.45355816094589,0.0320419973631527,0.406674412378053,NC_052339.1,33545405,33552167,0,-
gene-LOC120027782,gene,0.806157680131275,0.0288835932421662,0.396945165949225,NC_052307.1,29246131,29277401,0,+
gene-LOC120027799,gene,0.948716869374697,0.00481200572662277,0.297032099035981,NC_052339.1,955878,962715,0,-
gene-LOC120027803,gene,0.847467308933173,0.0281710844450695,0.395109557966973,NC_052339.1,13426415,13447331,0,-
gene-LOC120027819,gene,1.1079223728315,0.0219629183043114,0.373724981366991,NC_052339.1,2636940,2639305,0,-
gene-LOC120027849,gene,1.52601980742061,0.0133077869429397,0.337235365803839,NC_052339.1,11855656,11859552,0,-
gene-LOC120027854,gene,1.04004777416011,0.0336219273493632,0.410411005294172,NC_052339.1,33339355,33343939,0,+
gene-LOC120027925,gene,0.951445913818567,0.00554999790951782,0.307632767845853,NC_052339.1,35301149,35334600,0,-
gene-LOC120027946,gene,1.08504756613356,0.00582805447407519,0.307632767845853,NC_052339.1,20730020,20731105,0,+
gene-LOC120027963,gene,0.865499735898726,0.0188541258080406,0.36651721727948,NC_052339.1,2843233,2848885,0,-
gene-LOC120027992,gene,0.969086785149273,0.0306515312608766,0.402618087343844,NC_052339.1,1247558,1264336,0,-
gene-LOC120028035,gene,0.865795383764199,0.0281737572761049,0.395109557966973,NC_052339.1,28526362,28573648,0,+
gene-LOC120028055,gene,0.915789784176335,0.0360660500088676,0.419832755803896,NC_052339.1,610179,633001,0,-
gene-LOC120028122,gene,1.08934669003156,0.0263865812347642,0.38899270270901,NC_052339.1,33744852,33756997,0,-
gene-LOC120028166,gene,0.880061426669667,0.0468421312902672,0.441018254828864,NC_052339.1,34455276,34476779,0,-
gene-LOC120028174,gene,1.28697335286419,0.0120917779864314,0.328122792310618,NC_052339.1,28604101,28616952,0,-
gene-LOC120028178,gene,0.908488949456688,0.0290319938210613,0.397763644466538,NC_052307.1,29281202,29283381,0,+
gene-LOC120028245,gene,0.655708737684588,0.0431735891062683,0.434580988774948,NC_052340.1,20370550,20387015,0,-
gene-LOC120028262,gene,0.823612011371158,0.00131264226156769,0.294456832090784,NC_052340.1,2084639,2099345,0,+
gene-LOC120028275,gene,0.979945291661009,0.0363625277026618,0.420840758823048,NC_052308.1,57191957,57193721,0,+
gene-LOC120028288,gene,0.84923446017584,0.0334329793967543,0.410411005294172,NC_052340.1,31599744,31608658,0,+
gene-LOC120028304,gene,1.5266359113182,0.0272864336210439,0.392303840679748,NC_052340.1,452496,461078,0,+
gene-LOC120028331,gene,0.919761285365647,0.0291823327276801,0.397805589206406,NC_052340.1,26603322,26631743,0,+
gene-LOC120028332,gene,1.4364755746622,0.00214625909025234,0.294456832090784,NC_052340.1,1643381,1658130,0,+
gene-LOC120028340,gene,0.855385413902629,0.0020484801803049,0.294456832090784,NC_052340.1,13946702,13950998,0,+
gene-LOC120028361,gene,0.85754152094301,0.0194057347952507,0.366799336022592,NC_052340.1,31781159,31804127,0,-
gene-LOC120028398,gene,0.805429068536894,0.0069465250903703,0.308338378842631,NC_052340.1,17944475,17972662,0,+
gene-LOC120028418,gene,0.989900338821744,0.00845040869993441,0.311201658501284,NC_052308.1,45168463,45168530,0,+
gene-LOC120028429,gene,1.45644952960937,0.00185579770770694,0.294456832090784,NC_052340.1,21678134,21713078,0,+
gene-LOC120028510,gene,0.986315682792766,0.00138384128693558,0.294456832090784,NC_052340.1,36788357,36833081,0,-
gene-LOC120028534,gene,0.942489496948489,0.0336210017530805,0.410411005294172,NC_052340.1,40219119,40294504,0,-
gene-LOC120028551,gene,1.24223280698759,0.0281397460857076,0.395109557966973,NC_052340.1,8678846,8680807,0,+
gene-LOC120028561,gene,0.951495874020662,0.00575209768261575,0.307632767845853,NC_052340.1,12471059,12497864,0,-
gene-LOC120028569,gene,1.1243519335835,0.0372876847895183,0.424171531213775,NC_052340.1,649309,712578,0,+
gene-LOC120028574,gene,1.43497015635796,0.0374527567213607,0.425302866307619,NC_052340.1,22430348,22432558,0,+
gene-LOC120028609,gene,0.628616065234367,0.00976928746219285,0.320981469225897,NC_052340.1,24638526,24652859,0,+
gene-LOC120028622,gene,0.715844324777296,0.0032263226693835,0.294456832090784,NC_052340.1,34381283,34450309,0,-
gene-LOC120028625,gene,0.741309545870473,0.0242191727964581,0.381196521581383,NC_052340.1,18841516,18848835,0,-
gene-LOC120028634,gene,0.871862446666803,0.020527689926238,0.368112762578773,NC_052340.1,2337530,2369662,0,+
gene-LOC120028639,gene,0.841851409046125,0.0240931518728249,0.381180606009346,NC_052340.1,1661872,1673835,0,+
gene-LOC120028641,gene,0.905267675704739,0.0187903273081035,0.36651721727948,NC_052340.1,36523698,36530578,0,-
gene-LOC120028646,gene,0.814778052101789,0.0433734891854549,0.434586542866773,NC_052340.1,3138122,3164141,0,+
gene-LOC120028647,gene,1.46591245624175,0.0119965371889295,0.328044613114855,NC_052340.1,12102597,12105953,0,+
gene-LOC120028660,gene,1.29159892691523,0.0472180680479867,0.441018254828864,NC_052340.1,11974556,11981304,0,+
gene-LOC120028661,gene,1.81743986999365,0.00258307473017616,0.294456832090784,NC_052340.1,15369844,15370732,0,+
gene-LOC120028703,gene,1.1806633040116,0.040704492802681,0.431769210783924,NC_052340.1,13004094,13014253,0,-
gene-LOC120028709,gene,0.922588845177498,0.00809978625397545,0.310524264571723,NC_052340.1,13019574,13061458,0,-
gene-LOC120028713,gene,0.861709610734332,0.0342137510775848,0.412890280561477,NC_052340.1,23554488,23558059,0,+
gene-LOC120028722,gene,0.846398080374511,0.019975614140662,0.366799336022592,NC_052340.1,17086239,17146273,0,+
gene-LOC120028739,gene,1.27152819593873,0.00437647629699245,0.294456832090784,NC_052340.1,12552258,12567986,0,-
gene-LOC120028778,gene,0.917902912600558,0.0343852618713119,0.413605212054113,NC_052340.1,41582423,41607238,0,-
gene-LOC120028792,gene,0.843367526408175,0.049101701610436,0.441018254828864,NC_052340.1,38072019,38102764,0,-
gene-LOC120028807,gene,1.47486111568731,0.0138624459828749,0.339808946706685,NC_052340.1,12029984,12032817,0,+
gene-LOC120028808,gene,1.24064602668869,0.00735767246891905,0.309567883574485,NC_052340.1,12034002,12037165,0,+
gene-LOC120028814,gene,0.840445400732622,0.0353609237042265,0.415935256241441,NC_052340.1,12312409,12358989,0,-
gene-LOC120028835,gene,0.824090424767962,0.00243011516158098,0.294456832090784,NC_052340.1,24746292,24763850,0,+
gene-LOC120028848,gene,1.90136196415818,0.00348153816785191,0.294456832090784,NC_052340.1,19175777,19177183,0,+
gene-LOC120028864,gene,0.969321162564832,0.0253265002208539,0.384084746409414,NC_052340.1,33836517,33888275,0,+
gene-LOC120028879,gene,1.3256275647864,0.0467036973058016,0.44097140675619,NC_052340.1,27089173,27108438,0,-
gene-LOC120028920,gene,0.766051875144675,0.0455835125943067,0.438521901497972,NC_052340.1,11597244,11623408,0,+
gene-LOC120028962,gene,1.53864365766453,0.0436178817919466,0.435624017484802,NC_052340.1,9187878,9192481,0,-
gene-LOC120028963,gene,0.715147532097592,0.0262902685150632,0.38899270270901,NC_052340.1,13082391,13133875,0,+
gene-LOC120029047,gene,0.863373678791226,0.0245688953542096,0.382533892406655,NC_052340.1,15340603,15352923,0,+
gene-LOC120029060,gene,1.05944776585285,0.0169366638130739,0.355618289284993,NC_052340.1,11388022,11423043,0,-
gene-LOC120029063,gene,0.755374289767962,0.0421717315503812,0.432944310907149,NC_052340.1,4986985,5024986,0,-
gene-LOC120029085,gene,0.84212427713319,0.0316562965644398,0.40661728665469,NC_052340.1,5848394,5851208,0,+
gene-LOC120029100,gene,0.837818905179083,0.0292794586862755,0.398309938368638,NC_052340.1,10120321,10127653,0,-
gene-LOC120029109,gene,0.792535928049318,0.0220795456028472,0.374247326031085,NC_052340.1,29205413,29209473,0,+
gene-LOC120029112,gene,1.35356623932326,0.0112410025084053,0.32515937929485,NC_052340.1,21581949,21629716,0,+
gene-LOC120029132,gene,0.968395986762247,0.0480467228864501,0.441018254828864,NC_052340.1,4853359,4873045,0,+
gene-LOC120029164,gene,0.602888480896465,0.0409988535989138,0.432476713914287,NC_052340.1,10142609,10147410,0,+
gene-LOC120029201,gene,0.723471010397531,0.00957016145900957,0.319761686519977,NC_052340.1,15121519,15142616,0,+
gene-LOC120029206,gene,1.26108318205601,0.0195489462694389,0.366799336022592,NC_052340.1,4660561,4668641,0,+
gene-LOC120029334,gene,0.855737817093251,0.00612737341903113,0.307632767845853,NC_052341.1,7131402,7225722,0,+
gene-LOC120029372,gene,0.797634467004799,0.0467577808788109,0.441018254828864,NC_052341.1,5910513,5933926,0,+
gene-LOC120029452,gene,0.925525490858255,0.0118702975378684,0.327567466238276,NC_052341.1,3415423,3499368,0,+
gene-LOC120029457,gene,1.12574823001588,0.024619794168415,0.382796592214045,NC_052341.1,27787213,27792564,0,-
gene-LOC120029460,gene,1.33786099063422,0.015040779217999,0.346108492740252,NC_052341.1,33895374,33925189,0,-
gene-LOC120029472,gene,1.53046121242398,0.0107475199556726,0.32515937929485,NC_052341.1,4255660,4282228,0,-
gene-LOC120029477,gene,0.676910007238487,0.0272772341142358,0.392303840679748,NC_052341.1,33936899,33952388,0,+
gene-LOC120029492,gene,0.683036415559488,0.00984026518853121,0.320981469225897,NC_052341.1,19172524,19211866,0,-
gene-LOC120029505,gene,0.763593572004353,0.0282751700164369,0.395109557966973,NC_052341.1,33980804,34007302,0,-
gene-LOC120029521,gene,0.854724749642098,0.00222168838301462,0.294456832090784,NC_052341.1,21206767,21211235,0,-
gene-LOC120029530,gene,0.89918435006315,0.0025751800652446,0.294456832090784,NC_052341.1,15665460,15670233,0,+
gene-LOC120029553,gene,0.919166034831586,0.0416382077962809,0.432944310907149,NC_052341.1,26750179,26768896,0,-
gene-LOC120029560,gene,1.30498192258618,0.0127043460225817,0.332081242228635,NC_052341.1,4612055,4615516,0,+
gene-LOC120029566,gene,0.847292729077727,0.000905313874308922,0.294456832090784,NC_052341.1,33929878,33936671,0,-
gene-LOC120029577,gene,0.791233596534693,0.028047759910138,0.39443881719255,NC_052341.1,8047536,8050826,0,-
gene-LOC120029584,gene,0.848512196557366,0.00481942731031182,0.297032099035981,NC_052307.1,29829642,29846850,0,+
gene-LOC120029595,gene,0.744108803824019,0.0177625448832818,0.360506171638955,NC_052341.1,21600350,21613516,0,+
gene-LOC120029619,gene,1.39797877498793,0.03507010717329,0.414716710164185,NC_052341.1,19869790,19872469,0,-
gene-LOC120029623,gene,0.97345659740214,0.017680411616752,0.360506171638955,NC_052341.1,32003672,32005585,0,-
gene-LOC120029706,gene,0.964188138964413,0.0126545225686903,0.332081242228635,NC_052341.1,2478043,2493661,0,+
gene-LOC120029711,gene,1.34582401576351,0.00387891762927794,0.294456832090784,NC_052341.1,29530461,29565781,0,+
gene-LOC120029714,gene,1.95939906494586,0.0141531830765158,0.34093767092574,NC_052341.1,17455055,17461669,0,-
gene-LOC120029743,gene,0.733340750686751,0.0402361716148951,0.431417062851279,NC_052341.1,25993789,26010038,0,+
gene-LOC120029763,gene,0.986825896836132,0.00197485857982516,0.294456832090784,NC_052341.1,28366656,28377740,0,+
gene-LOC120029798,gene,0.767385587509453,0.0043741585963526,0.294456832090784,NC_052341.1,21505207,21515465,0,+
gene-LOC120029818,gene,1.85738807715958,0.0123938414448207,0.330404491852661,NC_052341.1,1582223,1583129,0,-
gene-LOC120029837,gene,1.62238379974927,0.040514847584766,0.431417062851279,NC_052341.1,17511208,17514906,0,-
gene-LOC120029862,gene,1.21171542632897,0.00283988980736471,0.294456832090784,NC_052341.1,12247321,12347074,0,+
gene-LOC120029883,gene,0.705449578082833,0.0364934236360608,0.421239105589784,NC_052341.1,32441200,32460621,0,-
gene-LOC120029884,gene,0.726142911536064,0.0120420654524855,0.328122792310618,NC_052341.1,32405853,32440568,0,-
gene-LOC120029915,gene,0.997671728563467,0.0454045332731622,0.438264838028898,NC_052341.1,2068061,2069356,0,+
