gene_id	eco_chrom	eco_start	eco_end	eco_strand	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-LOC120017828	ptg000245l	783365	787671	-	LOC120017828	120017828	protein_coding	NC_052328.1	29064479	29068784	+	0	leucine zipper putative tumor suppressor 2 homolog	1	1	0	0	GO:0090090
gene-LOC120017724	ptg000245l	805818	814557	+	LOC120017724	120017724	protein_coding	NC_052328.1	29037576	29046331	-	0	PDZ domain-containing protein 7-like	1	0	1	0	GO:0005515
gene-LOC120017723	ptg000245l	820279	831766	-	LOC120017723	120017723	protein_coding	NC_052328.1	29020367	29031853	+	0	leucine zipper putative tumor suppressor 2 homolog	2	2	0	0	GO:0051301|GO:0090090
gene-LOC120017827	ptg000245l	991479	1056808	-	LOC120017827	120017827	protein_coding	NC_052328.1	28805966	28875037	+	0	semaphorin-4G-like	9	6	2	1	GO:0001755|GO:0005615|GO:0007411|GO:0030215|GO:0030335|GO:0045499|GO:0048843|GO:0050919|GO:0071526
gene-LOC120017826_1	ptg000245l	1078632	1084021	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120017822	ptg000245l	1101533	1103774	+	LOC120017822	120017822	protein_coding	NC_052328.1	28590423	28592994	-	0	polymeric immunoglobulin receptor-like	0	0	0	0	NA
gene-LOC120017868	ptg000245l	1104559	1105434	+	LOC120017868	120017868	lncRNA	NC_052328.1	28713609	28714487	-	0	uncharacterized LOC120017868	0	0	0	0	NA
gene-LOC120017821	ptg000245l	1132746	1141164	+	LOC120017821	120017821	protein_coding	NC_052328.1	28535819	28551690	-	0	polymeric immunoglobulin receptor-like	2	0	1	1	GO:0004888|GO:0005886
gene-LOC120017973	ptg000245l	1172846	1184160	+	LOC120017973	120017973	protein_coding	NC_052328.1	28518279	28529588	-	0	CMRF35-like molecule 5	2	0	1	1	GO:0004888|GO:0005886
gene-LOC120017784	ptg000245l	1193647	1201408	+	LOC120017784	120017784	protein_coding	NC_052328.1	28501098	28508854	-	0	polymeric immunoglobulin receptor-like	2	0	1	1	GO:0004888|GO:0005886
gene-LOC120017721	ptg000245l	1203352	1217144	+	LOC120017721	120017721	protein_coding	NC_052328.1	28485328	28499153	-	0	CREB3 regulatory factor-like	5	2	2	1	GO:0000977|GO:0000981|GO:0005634|GO:0006357|GO:0006986
gene-LOC120017720	ptg000245l	1244895	1279470	+	LOC120017720	120017720	protein_coding	NC_052328.1	28426753	28460177	-	0	stress-induced-phosphoprotein 1-like	3	0	3	0	GO:0003723|GO:0005515|GO:0046872
gene-ndrg4	ptg000246l	157	15566	+	ndrg4	120053425	protein_coding	NC_052315.1	22670106	22698001	+	1	NDRG family member 4	4	3	0	1	GO:0005737|GO:0007165|GO:0007420|GO:0070374
gene-LOC120053836	ptg000246l	18289	20838	-	LOC120053836	120053836	protein_coding	NC_052315.1	22700727	22703275	-	0	olfactomedin-4-like	2	1	0	1	GO:0005615|GO:0007165
gene-LOC120053197	ptg000246l	83185	95326	+	LOC120053197	120053197	protein_coding	NC_052315.1	22765635	22777784	+	0	sphingomyelin phosphodiesterase 3-like	4	1	1	2	GO:0004767|GO:0005576|GO:0005737|GO:0006684
gene-LOC120053426	ptg000246l	104692	106244	+	LOC120053426	120053426	protein_coding	NC_052315.1	22787137	22788688	+	0	monocyte chemotactic protein 1B-like	16	12	2	2	GO:0002548|GO:0005576|GO:0005615|GO:0006954|GO:0006955|GO:0007186|GO:0008009|GO:0030593|GO:0043547|GO:0048020|GO:0048247|GO:0070098|GO:0070374|GO:0071346|GO:0071347|GO:0071356
gene-LOC120053838	ptg000246l	108521	142770	+	LOC120053838	120053838	protein_coding	NC_052315.1	22790967	22823550	+	0	septin-7-like	9	2	3	4	GO:0003924|GO:0005525|GO:0005940|GO:0015630|GO:0031105|GO:0032153|GO:0060090|GO:0060271|GO:0061640
gene-LOC120053840	ptg000246l	142768	144002	-	LOC120053840	120053840	protein_coding	NC_052315.1	22823549	22824782	-	0	C-C motif chemokine 4-like	16	12	2	2	GO:0002548|GO:0005576|GO:0005615|GO:0006954|GO:0006955|GO:0007186|GO:0008009|GO:0030593|GO:0043547|GO:0048020|GO:0048247|GO:0070098|GO:0070374|GO:0071346|GO:0071347|GO:0071356
gene-LOC120053842	ptg000246l	163945	173080	+	LOC120053842	120053842	lncRNA	NC_052315.1	22844631	22853769	+	0	uncharacterized LOC120053842	0	0	0	0	NA
gene-exoc3l1	ptg000246l	179191	187944	+	exoc3l1	120053844	protein_coding	NC_052315.1	22859881	22868633	+	1	exocyst complex component 3-like 1	4	2	1	1	GO:0000145|GO:0000149|GO:0006887|GO:0051601
gene-prmt7	ptg000246l	188210	193418	+	prmt7	120053845	protein_coding	NC_052315.1	22868900	22874107	+	1	protein arginine methyltransferase 7	2	1	1	0	GO:0018216|GO:0035241
gene-ciapin1	ptg000246l	192493	210653	-	ciapin1	120053847	protein_coding	NC_052315.1	22873183	22891349	-	1	cytokine induced apoptosis inhibitor 1	3	1	1	1	GO:0005737|GO:0016226|GO:0051536
gene-coq9	ptg000246l	199022	209183	+	coq9	120053846	protein_coding	NC_052315.1	22879712	22889879	+	1	coenzyme Q9 homolog (S. cerevisiae)	3	1	1	1	GO:0005743|GO:0006744|GO:0008289
gene-polr2c	ptg000246l	209459	214757	+	polr2c	120053849	protein_coding	NC_052315.1	22890156	22895453	+	1	RNA polymerase II subunit C	4	1	2	1	GO:0003899|GO:0005665|GO:0006351|GO:0046983
gene-LOC120053850	ptg000246l	214882	226125	+	LOC120053850	120053850	protein_coding	NC_052315.1	22895579	22907775	+	0	diacylglycerol O-acyltransferase 1-like	0	0	0	0	NA
gene-wwp2	ptg000246l	226252	276394	+	wwp2	120053843	protein_coding	NC_052315.1	22907903	22957664	+	1	WW domain containing E3 ubiquitin protein ligase 2	6	4	2	0	GO:0000122|GO:0005515|GO:0006511|GO:0034765|GO:0061630|GO:0070534
gene-gabarapl2	ptg000246l	310957	318360	-	gabarapl2	120053427	protein_coding	NC_052315.1	22992226	22999650	-	1	GABA(A) receptor-associated protein like 2	8	4	1	3	GO:0000045|GO:0000421|GO:0000422|GO:0005776|GO:0005829|GO:0006995|GO:0016236|GO:0031625
gene-tmem231	ptg000246l	318953	322960	+	tmem231	120053428	protein_coding	NC_052315.1	23000244	23004250	+	1	transmembrane protein 231	4	2	0	2	GO:0032880|GO:0035869|GO:0060170|GO:0060271
gene-chst6	ptg000246l	346831	348025	+	chst6	120053198	protein_coding	NC_052315.1	23028093	23029286	+	1	carbohydrate sulfotransferase 6	5	3	1	1	GO:0000139|GO:0001517|GO:0005975|GO:0006044|GO:0006790
gene-LOC120053199	ptg000246l	354136	370265	+	LOC120053199	120053199	protein_coding	NC_052315.1	23035406	23051537	+	0	protein spire homolog 2-like	11	8	1	2	GO:0003779|GO:0005938|GO:0030041|GO:0030659|GO:0036089|GO:0040038|GO:0045010|GO:0046907|GO:0048193|GO:0051295|GO:0051639
gene-sntb2	ptg000246l	371562	380469	+	sntb2	120053851	protein_coding	NC_052315.1	23052837	23061658	+	1	syntrophin, beta 2	5	0	2	3	GO:0005198|GO:0005515|GO:0005622|GO:0016010|GO:0045202
gene-LOC120053852	ptg000246l	381611	388792	+	LOC120053852	120053852	protein_coding	NC_052315.1	23062801	23069981	+	0	vacuolar protein sorting-associated protein 4A	4	2	2	0	GO:0005524|GO:0007033|GO:0016197|GO:0016887
gene-cdk10	ptg000246l	390418	400204	-	cdk10	120053853	protein_coding	NC_052315.1	23071608	23081395	-	1	cyclin-dependent kinase 10	5	2	2	1	GO:0004693|GO:0005524|GO:0005634|GO:0006468|GO:0007346
gene-LOC120053855	ptg000246l	405707	413516	+	LOC120053855	120053855	protein_coding	NC_052315.1	23086899	23094707	+	0	charged multivesicular body protein 1a	5	3	0	2	GO:0000815|GO:0005771|GO:0015031|GO:0032509|GO:0045324
gene-LOC120053429	ptg000246l	417208	419495	+	LOC120053429	120053429	protein_coding	NC_052315.1	23098400	23100686	+	0	P3 protein-like	3	1	1	1	GO:0008508|GO:0015721|GO:0016020
gene-LOC120053430	ptg000246l	435299	448281	-	LOC120053430	120053430	protein_coding	NC_052315.1	23116502	23129483	-	0	zinc finger protein 276-like	6	1	2	3	GO:0000776|GO:0005634|GO:0005694|GO:0006357|GO:0008270|GO:0043035
gene-LOC120053856	ptg000246l	448715	476497	+	LOC120053856	120053856	protein_coding	NC_052315.1	23129918	23157699	+	0	VPS9 domain-containing protein 1-like	5	1	2	2	GO:0005085|GO:0005829|GO:0016192|GO:0030139|GO:0031267
gene-LOC120053431	ptg000246l	479682	486298	-	LOC120053431	120053431	protein_coding	NC_052315.1	23160885	23167500	-	0	uncharacterized LOC120053431	3	1	1	1	GO:0005739|GO:0006635|GO:0008670
gene-spata2l	ptg000246l	493211	497365	+	spata2l	120053858	protein_coding	NC_052315.1	23174408	23178567	+	1	spermatogenesis associated 2-like	1	0	0	1	GO:0005737
gene-LOC120053859	ptg000246l	497966	500605	-	LOC120053859	120053859	protein_coding	NC_052315.1	23179169	23181807	-	0	peptide deformylase, mitochondrial-like	5	3	1	1	GO:0005739|GO:0018206|GO:0031365|GO:0042586|GO:0043686
gene-LOC120053860	ptg000246l	501454	510705	+	LOC120053860	120053860	protein_coding	NC_052315.1	23182647	23191897	+	0	uncharacterized LOC120053860	4	2	1	1	GO:0016233|GO:0042162|GO:0070187|GO:1904356
gene-tat	ptg000246l	512971	523531	+	tat	120053861	protein_coding	NC_052315.1	23194164	23204538	+	1	tyrosine aminotransferase	4	2	2	0	GO:0004838|GO:0009058|GO:0009072|GO:0030170
gene-zgc:56622	ptg000246l	526690	532055	+	zgc:56622	120053862	protein_coding	NC_052315.1	23207698	23213062	+	1	uncharacterized protein LOC326033 homolog	2	0	1	1	GO:0004032|GO:0005829
gene-cotl1	ptg000246l	540343	544706	+	cotl1	120053863	protein_coding	NC_052315.1	23221351	23225713	+	1	coactosin-like F-actin binding protein 1	6	1	1	4	GO:0005884|GO:0005886|GO:0030427|GO:0030833|GO:0030864|GO:0051015
gene-plcg2	ptg000246l	574478	592401	+	plcg2	120053864	protein_coding	NC_052315.1	23255486	23273429	+	1	phospholipase C, gamma 2	5	3	2	0	GO:0004435|GO:0005515|GO:0009395|GO:0010634|GO:0048015
gene-LOC120053867	ptg000246l	596648	638461	-	LOC120053867	120053867	protein_coding	NC_052315.1	23277677	23319507	-	0	c-Maf inducing protein	2	0	0	2	GO:0005654|GO:0005829
gene-LOC120053868	ptg000246l	643944	660809	-	LOC120053868	120053868	protein_coding	NC_052315.1	23324991	23341855	-	0	gigaxonin-like	2	1	1	0	GO:0005515|GO:0007010
gene-LOC120053432	ptg000246l	697218	698916	+	LOC120053432	120053432	protein_coding	NC_052315.1	23378260	23379957	+	0	forkhead box protein I2-A-like	5	3	2	0	GO:0000978|GO:0000981|GO:0006357|GO:0009653|GO:0030154
gene-kiaa0513	ptg000246l	719144	742807	-	kiaa0513	120053870	protein_coding	NC_052315.1	23400189	23423846	-	1	KIAA0513 ortholog	0	0	0	0	NA
gene-LOC120053201	ptg000246l	756424	757441	+	LOC120053201	120053201	protein_coding	NC_052315.1	23437466	23438482	+	0	beta-1,3-galactosyltransferase 2-like	3	1	1	1	GO:0006486|GO:0008499|GO:0016020
gene-LOC120017621	ptg000247l	112700	130477	+	LOC120017621	120017621	protein_coding	NC_052328.1	17243946	17261734	+	0	ras guanyl-releasing protein 3-like	5	2	2	1	GO:0005085|GO:0005509|GO:0005886|GO:0007265|GO:0043547
gene-fam98a	ptg000247l	134901	142657	+	fam98a	120017923	protein_coding	NC_052328.1	17266135	17273890	+	1	family with sequence similarity 98 member A	1	0	0	1	GO:0072669
gene-si:ch211-195b21.5	ptg000247l	142906	150069	+	si:ch211-195b21.5	120017622	protein_coding	NC_052328.1	17274129	17281291	+	1	serine/arginine repetitive matrix protein 2	3	2	0	1	GO:0005654|GO:0045892|GO:0045893
gene-LOC120017623	ptg000247l	174552	184620	+	LOC120017623	120017623	protein_coding	NC_052328.1	17305775	17315842	+	0	nuclear valosin-containing protein-like	7	2	4	1	GO:0003723|GO:0005524|GO:0005634|GO:0016887|GO:0042254|GO:0051973|GO:1990275
gene-LOC120017624	ptg000247l	185914	210294	-	LOC120017624	120017624	protein_coding	NC_052328.1	17317137	17341511	-	0	sphingolipid delta(4)-desaturase DES1-like	3	1	1	1	GO:0016020|GO:0042284|GO:0046513
gene-LOC120017625	ptg000247l	200387	202994	+	LOC120017625	120017625	lncRNA	NC_052328.1	17331605	17334211	+	0	uncharacterized LOC120017625	0	0	0	0	NA
gene-LOC120017626	ptg000247l	215688	221699	-	LOC120017626	120017626	protein_coding	NC_052328.1	17346906	17352916	-	0	F-box only protein 28-like	2	1	1	0	GO:0000209|GO:0005515
gene-LOC120017627	ptg000247l	222896	230689	-	LOC120017627	120017627	protein_coding	NC_052328.1	17354114	17361906	-	0	DNA-directed RNA polymerases I and III subunit RPAC1-like	7	1	4	2	GO:0001054|GO:0001056|GO:0003677|GO:0005666|GO:0005736|GO:0006351|GO:0046983
gene-zgc:153981	ptg000247l	240250	242277	+	zgc:153981	120017420	protein_coding	NC_052328.1	17371468	17373494	+	1	dual specificity protein phosphatase family protein	5	2	2	1	GO:0005737|GO:0006470|GO:0008138|GO:0033549|GO:0043409
gene-LOC120017924	ptg000247l	246538	265818	-	LOC120017924	120017924	protein_coding	NC_052328.1	17377749	17397033	-	0	uncharacterized LOC120017924	2	1	0	1	GO:0005886|GO:0031175
gene-LOC120017421	ptg000247l	275470	278548	-	LOC120017421	120017421	protein_coding	NC_052328.1	17406662	17409769	-	0	rap1 GTPase-GDP dissociation stimulator 1-like	4	1	2	1	GO:0005085|GO:0005515|GO:0005829|GO:0043547
gene-LOC120017422	ptg000247l	278864	291065	-	LOC120017422	120017422	protein_coding	NC_052328.1	17410086	17421973	-	0	rap1 GTPase-GDP dissociation stimulator 1-like	4	1	2	1	GO:0005085|GO:0005515|GO:0005829|GO:0043547
gene-LOC120017628	ptg000247l	316806	323848	+	LOC120017628	120017628	protein_coding	NC_052328.1	17447901	17454938	+	0	coiled-coil-helix-coiled-coil-helix domain-containing protein 1-like	5	1	1	3	GO:0003723|GO:0005654|GO:0005739|GO:0005761|GO:0032543
gene-LOC120017629	ptg000247l	335411	359837	+	LOC120017629	120017629	protein_coding	NC_052328.1	17466502	17495779	+	0	neurotrypsin-like	3	1	1	1	GO:0004252|GO:0006508|GO:0016020
gene-LOC120042436_31	ptg000247l	352217	352539	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120017630	ptg000247l	367690	401535	+	LOC120017630	120017630	protein_coding	NC_052328.1	17503645	17537499	+	0	zinc finger SWIM domain-containing protein 8-like	2	0	1	1	GO:0008270|GO:0031462
gene-LOC120017632	ptg000247l	403142	574173	+	LOC120017632	120017632	protein_coding	NC_052328.1	17539107	17710020	+	0	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2-like	4	1	2	1	GO:0005794|GO:0015014|GO:0015016|GO:0019213
gene-LOC120017633	ptg000247l	578224	686814	-	LOC120017633	120017633	protein_coding	NC_052328.1	17714072	17821930	-	0	calcium/calmodulin-dependent protein kinase type II subunit gamma	6	1	3	2	GO:0004683|GO:0005516|GO:0005524|GO:0005737|GO:0006468|GO:0043005
gene-si:dkey-174i8.1	ptg000247l	699792	702087	-	si:dkey-174i8.1	120017423	protein_coding	NC_052328.1	17834910	17837204	-	1	arylsulfatase I	0	0	0	0	NA
gene-kcnq5a	ptg000247l	728485	835885	+	kcnq5a	120017634	protein_coding	NC_052328.1	17863589	17973975	+	1	potassium voltage-gated channel, KQT-like subfamily, member 5a	4	2	1	1	GO:0005249|GO:0006813|GO:0016020|GO:0055085
gene-ddx43	ptg000247l	862099	889516	+	ddx43	120017424	protein_coding	NC_052328.1	17990457	18017677	+	1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43	3	0	3	0	GO:0003723|GO:0003724|GO:0005524
gene-cgas	ptg000247l	890383	892175	-	cgas	120017425	protein_coding	NC_052328.1	18018545	18020335	-	1	cyclic GMP-AMP synthase	13	7	3	3	GO:0002218|GO:0002230|GO:0003682|GO:0003690|GO:0005634|GO:0005829|GO:0006974|GO:0032481|GO:0035861|GO:0038001|GO:0061501|GO:0071360|GO:2000042
gene-eef1a1a	ptg000247l	893444	903186	-	eef1a1a	120017635	protein_coding	NC_052328.1	18021605	18031346	-	1	eukaryotic translation elongation factor 1 alpha 1a	5	2	3	0	GO:0003746|GO:0003924|GO:0005525|GO:0006412|GO:0006414
gene-slc17a5	ptg000247l	908895	923512	-	slc17a5	120017636	protein_coding	NC_052328.1	18037090	18051856	-	1	solute carrier family 17 member 5	3	2	1	0	GO:0006820|GO:0022857|GO:0055085
gene-LOC120017780	ptg000247l	938854	940619	-	LOC120017780	120017780	protein_coding	NC_052328.1	18067198	18068962	-	0	lathosterol oxidase-like	3	1	2	0	GO:0005506|GO:0016491|GO:0033490
gene-LOC120017996	ptg000247l	939454	939591	-	LOC120017996	120017996	snoRNA	NC_052328.1	18067798	18067934	-	0	small nucleolar RNA SNORA57	0	0	0	0	NA
gene-rin2	ptg000247l	945395	1012059	-	rin2	120017637	protein_coding	NC_052328.1	18073739	18139209	-	1	Ras and Rab interactor 2	6	2	2	2	GO:0005085|GO:0005829|GO:0007165|GO:0016192|GO:0030139|GO:0031267
gene-si:dkey-187a12.4	ptg000247l	1019840	1023146	-	si:dkey-187a12.4	120017925	protein_coding	NC_052328.1	18146989	18150292	-	1	uncharacterized si:dkey-187a12.4	0	0	0	0	NA
gene-slc24a3	ptg000247l	1032202	1042989	-	slc24a3	120017427	protein_coding	NC_052328.1	18159353	18170219	-	1	solute carrier family 24 member 3	5	2	2	1	GO:0005262|GO:0006874|GO:0008273|GO:0016020|GO:0070588
gene-soul2	ptg000247l	1198448	1198885	-	soul2	120017926	protein_coding	NC_052328.1	18326915	18330424	-	1	heme-binding protein soul2	1	0	0	1	GO:0005737
gene-LOC120020693_1	ptg000248l	28756	49111	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120020692_1	ptg000248l	69693	91235	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120020691_1	ptg000248l	114799	135594	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120042222_2	ptg000248l	190927	191347	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120035231_39	ptg000248l	205216	206547	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120043615	ptg000248l	234981	267837	-	LOC120043615	120043615	protein_coding	NW_024061726.1	53881	85572	-	0	zinc finger protein 850-like	2	1	1	0	GO:0000122|GO:0001227
gene-LOC120043613	ptg000248l	251843	256190	+	LOC120043613	120043613	protein_coding	NW_024061726.1	71179	75224	+	0	zinc finger protein 2 homolog	0	0	0	0	NA
gene-LOC120020693	ptg000249l	32913	53137	-	LOC120020693	120020693	protein_coding	NC_052331.1	37340723	37360961	+	0	myosin heavy chain, fast skeletal muscle-like	4	0	3	1	GO:0003774|GO:0005524|GO:0016459|GO:0051015
gene-LOC120020692	ptg000249l	74898	96067	+	LOC120020692	120020692	protein_coding	NC_052331.1	37297746	37318961	-	0	myosin heavy chain, fast skeletal muscle-like	4	0	3	1	GO:0003774|GO:0005524|GO:0016459|GO:0051015
gene-LOC120020691	ptg000249l	120193	140988	+	LOC120020691	120020691	protein_coding	NC_052331.1	37252823	37273618	-	0	myosin heavy chain, fast skeletal muscle-like	4	0	3	1	GO:0003774|GO:0005524|GO:0016459|GO:0051015
gene-LOC120063087	ptg000250l	17715	61418	-	LOC120063087	120063087	protein_coding	NC_052324.1	11960773	12009364	-	0	proprotein convertase subtilisin/kexin type 5-like	4	1	1	2	GO:0000139|GO:0004252|GO:0005802|GO:0016486
gene-LOC120063088	ptg000250l	72423	102222	-	LOC120063088	120063088	protein_coding	NC_052324.1	12020370	12050144	-	0	ubiquitin-associated protein 2-like	3	0	1	2	GO:0005515|GO:0005634|GO:0005737
gene-trnah-gug-19	ptg000250l	127045	127117	-	trnah-gug	120063618	tRNA	NC_052324.1	12074993	12075064	-	1	tRNA-His	0	0	0	0	NA
gene-LOC120063089	ptg000250l	137706	143666	+	LOC120063089	120063089	protein_coding	NC_052324.1	12085645	12092700	+	0	ubiquitin-conjugating enzyme E2 R2	3	2	1	0	GO:0000209|GO:0006511|GO:0061631
gene-LOC120062684	ptg000250l	162465	198417	+	LOC120062684	120062684	protein_coding	NC_052324.1	12129432	12165418	+	0	calphotin-like	0	0	0	0	NA
gene-LOC120063094	ptg000250l	204352	215531	-	LOC120063094	120063094	protein_coding	NC_052324.1	12171355	12182565	-	0	osteoclast-stimulating factor 1	2	1	1	0	GO:0005515|GO:0007165
gene-LOC120063093	ptg000250l	215890	234235	+	LOC120063093	120063093	protein_coding	NC_052324.1	12182925	12201874	+	0	nicotinamide riboside kinase 1-like	1	0	0	1	GO:0005737
gene-LOC120063090	ptg000250l	234434	240412	+	LOC120063090	120063090	protein_coding	NC_052324.1	12202074	12208051	+	0	alpha-1-antitrypsin-like	3	1	1	1	GO:0004867|GO:0005615|GO:0010951
gene-carnmt1	ptg000250l	240526	257256	+	carnmt1	120063091	protein_coding	NC_052324.1	12208166	12224684	+	1	carnosine N-methyltransferase 1	1	0	1	0	GO:0008757
gene-LOC120063546	ptg000250l	298782	350924	+	LOC120063546	120063546	protein_coding	NC_052324.1	12273807	12326297	+	0	transient receptor potential cation channel subfamily M member 6-like	7	3	3	1	GO:0004674|GO:0005261|GO:0005524|GO:0006468|GO:0016324|GO:0051262|GO:0098655
gene-LOC120063547	ptg000250l	354991	376714	-	LOC120063547	120063547	protein_coding	NC_052324.1	12330437	12352103	-	0	nuclear receptor ROR-beta-like	5	1	3	1	GO:0000978|GO:0004879|GO:0005634|GO:0006357|GO:0008270
gene-mfsd3	ptg000250l	497752	527603	-	mfsd3	120063095	protein_coding	NC_052324.1	12472811	12502561	-	1	major facilitator superfamily domain containing 3	3	1	1	1	GO:0016020|GO:0022857|GO:0055085
gene-LOC120063096	ptg000250l	531410	539813	-	LOC120063096	120063096	protein_coding	NC_052324.1	12506369	12514773	-	0	annexin A1-like	46	39	4	3	GO:0002685|GO:0005509|GO:0005544|GO:0005615|GO:0005737|GO:0005886|GO:0006954|GO:0007166|GO:0008360|GO:0010165|GO:0014839|GO:0019834|GO:0030036|GO:0030073|GO:0030216|GO:0030850|GO:0031018|GO:0031340|GO:0031394|GO:0032355|GO:0032508|GO:0032652|GO:0032743|GO:0033031|GO:0035924|GO:0042063|GO:0042102|GO:0043434|GO:0045627|GO:0045629|GO:0045920|GO:0046632|GO:0046883|GO:0050482|GO:0050727|GO:0070301|GO:0070365|GO:0070555|GO:0071385|GO:0071621|GO:0090050|GO:0090303|GO:0097350|GO:0098641|GO:1900087|GO:1900138
gene-LOC120062685	ptg000250l	569991	581092	-	LOC120062685	120062685	protein_coding	NC_052324.1	12544968	12556066	-	0	annexin A1-like	46	39	4	3	GO:0002685|GO:0005509|GO:0005544|GO:0005615|GO:0005737|GO:0005886|GO:0006954|GO:0007166|GO:0008360|GO:0010165|GO:0014839|GO:0019834|GO:0030036|GO:0030073|GO:0030216|GO:0030850|GO:0031018|GO:0031340|GO:0031394|GO:0032355|GO:0032508|GO:0032652|GO:0032743|GO:0033031|GO:0035924|GO:0042063|GO:0042102|GO:0043434|GO:0045627|GO:0045629|GO:0045920|GO:0046632|GO:0046883|GO:0050482|GO:0050727|GO:0070301|GO:0070365|GO:0070555|GO:0071385|GO:0071621|GO:0090050|GO:0090303|GO:0097350|GO:0098641|GO:1900087|GO:1900138
gene-si:dkey-96l17.6	ptg000250l	616484	622117	+	si:dkey-96l17.6	120063548	protein_coding	NC_052324.1	12591486	12597122	+	1	kinesin-like protein KIN-14E	4	1	3	0	GO:0003777|GO:0005524|GO:0007018|GO:0008017
gene-LOC120062686_1	ptg000250l	651373	658845	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120063551	ptg000250l	660518	683072	-	LOC120063551	120063551	protein_coding	NC_052324.1	12636343	12658926	-	0	transmembrane channel-like protein 2-A	4	2	1	1	GO:0005886|GO:0008381|GO:0050910|GO:0060005
gene-tmc1	ptg000250l	690589	736305	-	tmc1	120063552	protein_coding	NC_052324.1	12666447	12712030	-	1	transmembrane channel-like 1	4	2	1	1	GO:0005886|GO:0008381|GO:0050910|GO:0060005
gene-LOC120063097	ptg000250l	747190	755319	+	LOC120063097	120063097	protein_coding	NC_052324.1	12722905	12731038	+	0	AN1-type zinc finger protein 5-like	2	0	2	0	GO:0003677|GO:0008270
gene-si:ch211-214j8.12	ptg000250l	757632	763583	-	si:ch211-214j8.12	120063098	protein_coding	NC_052324.1	12733352	12739297	-	1	uncharacterized protein LOC100000539 homolog	0	0	0	0	NA
gene-gda	ptg000250l	769523	794084	-	gda	120063099	protein_coding	NC_052324.1	12745241	12769893	-	1	guanine deaminase	4	1	2	1	GO:0005829|GO:0006147|GO:0008270|GO:0008892
gene-c18h9orf85	ptg000250l	802441	810092	-	c18h9orf85	120062687	protein_coding	NC_052324.1	12778253	12785908	-	1	chromosome 18 C9orf85 homolog	0	0	0	0	NA
gene-LOC120051748_47	ptg000250l	811773	813858	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-abhd17b	ptg000250l	816768	840711	+	abhd17b	120063101	protein_coding	NC_052324.1	12787539	12811412	+	1	abhydrolase domain containing 17B, depalmitoylase	4	1	1	2	GO:0002084|GO:0005886|GO:0008474|GO:0010008
gene-cemip2	ptg000250l	848059	931917	+	cemip2	120063102	protein_coding	NC_052324.1	12818760	12902434	+	1	cell migration inducing hyaluronidase 2	0	0	0	0	NA
gene-LOC120049462	ptg000251l	5803	8990	-	LOC120049462	120049462	protein_coding	NC_052312.1	5692228	5695414	+	0	protocadherin-7-like	3	1	1	1	GO:0005509|GO:0005886|GO:0007156
gene-LOC120058466	ptg000251l	157668	206949	+	LOC120058466	120058466	protein_coding	NC_052319.1	34461120	34509188	+	0	amyloid-beta A4 protein-like	12	2	5	5	GO:0004867|GO:0005102|GO:0005769|GO:0005794|GO:0005886|GO:0007409|GO:0007417|GO:0008201|GO:0009986|GO:0030546|GO:0045121|GO:0046914
gene-LOC120058467	ptg000251l	207249	215539	-	LOC120058467	120058467	protein_coding	NC_052319.1	34509487	34517824	-	0	GA-binding protein alpha chain-like	5	2	2	1	GO:0000981|GO:0005634|GO:0006357|GO:0030154|GO:0043565
gene-LOC120058469	ptg000251l	222220	223858	+	LOC120058469	120058469	lncRNA	NC_052319.1	34524506	34526143	+	0	uncharacterized LOC120058469	0	0	0	0	NA
gene-LOC120058470	ptg000251l	227389	247219	+	LOC120058470	120058470	protein_coding	NC_052319.1	34529761	34549613	+	0	cystathionine beta-synthase-like	5	2	2	1	GO:0004122|GO:0004124|GO:0005737|GO:0006535|GO:0019343
gene-LOC120058471	ptg000251l	362721	372155	-	LOC120058471	120058471	protein_coding	NC_052319.1	34603689	34613144	-	0	serine/threonine-protein kinase SIK2-like	7	3	3	1	GO:0000226|GO:0004674|GO:0005524|GO:0005737|GO:0006468|GO:0035556|GO:0050321
gene-LOC120057978	ptg000251l	451681	469775	+	LOC120057978	120057978	protein_coding	NC_052319.1	34689409	34707509	+	0	tetraspanin-7-like	1	0	0	1	GO:0016020
