gene_id	eco_chrom	eco_start	eco_end	eco_strand	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-LOC120051593	ptg000965l	1054282	1258219	+	LOC120051593	120051593	protein_coding	NC_052307.1	38782173	38986020	+	0	collagen alpha-1(XXVII) chain B-like	1	0	1	0	GO:0005201
gene-LOC120043758	ptg000965l	1257631	1264308	-	LOC120043758	120043758	protein_coding	NC_052307.1	38985433	38992109	-	0	3-oxoacyl-[acyl-carrier-protein] reductase FabG-like	1	0	1	0	GO:0016491
gene-LOC120043767	ptg000965l	1269090	1282081	-	LOC120043767	120043767	protein_coding	NC_052307.1	38996892	39009896	-	0	volume-regulated anion channel subunit LRRC8A	1	0	1	0	GO:0005515
gene-LOC120055260	ptg000965l	1289234	1290815	+	LOC120055260	120055260	lncRNA	NC_052307.1	39017051	39018631	+	0	uncharacterized LOC120055260	0	0	0	0	NA
gene-LOC120022857_1	ptg000966l	30751	42791	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120022727_1	ptg000966l	45273	66395	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120022442	ptg000966l	109202	125366	-	LOC120022442	120022442	protein_coding	NC_052333.1	31852921	31869083	-	0	CCR4-NOT transcription complex subunit 3-like	6	3	0	3	GO:0000289|GO:0000932|GO:0005634|GO:0006355|GO:0030015|GO:2000036
gene-LOC120022349	ptg000966l	129204	141695	-	LOC120022349	120022349	protein_coding	NC_052333.1	31872922	31885414	-	0	splicing factor U2AF 65 kDa subunit-like	8	1	2	5	GO:0000243|GO:0005634|GO:0006397|GO:0008187|GO:0016607|GO:0030628|GO:0071004|GO:0089701
gene-LOC120022855	ptg000966l	154752	160096	+	LOC120022855	120022855	protein_coding	NC_052333.1	31898473	31903822	+	0	visinin-like	1	0	1	0	GO:0005509
gene-LOC120022350	ptg000966l	166437	173135	-	LOC120022350	120022350	protein_coding	NC_052333.1	31910169	31916866	-	0	germ cell-specific gene 1-like protein	1	0	0	1	GO:0005886
gene-LOC120022351	ptg000966l	181013	192430	-	LOC120022351	120022351	protein_coding	NC_052333.1	31924745	31936161	-	0	epsin-1-like	6	1	2	3	GO:0005543|GO:0005768|GO:0005886|GO:0006897|GO:0030125|GO:0030276
gene-LOC120021970	ptg000966l	194064	199198	+	LOC120021970	120021970	protein_coding	NC_052333.1	31937806	31942939	+	0	adaptin ear-binding coat-associated protein 1-like	3	1	0	2	GO:0006897|GO:0016020|GO:0030125
gene-LOC120022653_1	ptg000966l	214731	221321	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120022801_1	ptg000966l	237530	242448	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120022352	ptg000966l	255703	256747	+	LOC120022352	120022352	protein_coding	NC_052333.1	31994107	31995150	+	0	C3a anaphylatoxin chemotactic receptor-like	7	4	2	1	GO:0002430|GO:0004875|GO:0004930|GO:0005886|GO:0006954|GO:0007200|GO:0007204
gene-LOC120022353	ptg000966l	270349	271820	+	LOC120022353	120022353	protein_coding	NC_052333.1	32008611	32010081	+	0	C3a anaphylatoxin chemotactic receptor-like	7	4	2	1	GO:0002430|GO:0004875|GO:0004930|GO:0005886|GO:0006954|GO:0007200|GO:0007204
gene-LOC120022628	ptg000966l	293161	301657	+	LOC120022628	120022628	protein_coding	NC_052333.1	32031418	32039913	+	0	zinc finger protein 706-like	0	0	0	0	NA
gene-LOC120022354	ptg000966l	306114	311496	+	LOC120022354	120022354	protein_coding	NC_052333.1	32044371	32049617	+	0	uncharacterized LOC120022354	1	1	0	0	GO:0008053
gene-LOC120022712	ptg000966l	313459	317261	+	LOC120022712	120022712	lncRNA	NC_052333.1	32102690	32106489	+	0	uncharacterized LOC120022712	0	0	0	0	NA
gene-LOC120064500_5	ptg000966l	317278	317639	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120022358	ptg000966l	317799	321309	+	LOC120022358	120022358	protein_coding	NC_052333.1	32076340	32079964	+	0	uncharacterized LOC120022358	1	1	0	0	GO:0008053
gene-LOC120022724	ptg000966l	323456	327352	+	LOC120022724	120022724	lncRNA	NC_052333.1	32051482	32055377	+	0	uncharacterized LOC120022724	0	0	0	0	NA
gene-LOC120022355	ptg000966l	327351	331831	+	LOC120022355	120022355	protein_coding	NC_052333.1	32055377	32059857	+	0	uncharacterized LOC120022355	1	1	0	0	GO:0008053
gene-LOC120022740	ptg000966l	333793	337593	+	LOC120022740	120022740	lncRNA	NC_052333.1	32061821	32065608	+	0	uncharacterized LOC120022740	0	0	0	0	NA
gene-LOC120022360	ptg000966l	337592	342074	+	LOC120022360	120022360	protein_coding	NC_052333.1	32096245	32100728	+	0	uncharacterized LOC120022360	1	1	0	0	GO:0008053
gene-LOC120022685	ptg000966l	344093	347836	+	LOC120022685	120022685	lncRNA	NC_052333.1	32112989	32116448	+	0	uncharacterized LOC120022685	0	0	0	0	NA
gene-LOC120022363	ptg000966l	347835	352317	+	LOC120022363	120022363	protein_coding	NC_052333.1	32126691	32131172	+	0	uncharacterized LOC120022363	1	1	0	0	GO:0008053
gene-LOC120022712_1	ptg000966l	354279	357803	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120022361	ptg000966l	357802	362273	+	LOC120022361	120022361	protein_coding	NC_052333.1	32106489	32110970	+	0	uncharacterized LOC120022361	1	1	0	0	GO:0008053
gene-LOC120022796_1	ptg000966l	362732	365782	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-depdc1b	ptg000967l	173535	181408	-	depdc1b	120026165	protein_coding	NC_052337.1	6630812	6638684	+	1	DEP domain containing 1B	1	1	0	0	GO:0035556
gene-LOC120025950	ptg000967l	185920	192880	-	LOC120025950	120025950	protein_coding	NC_052337.1	6619343	6626303	+	0	elongation of very long chain fatty acids protein 7-like	8	5	1	2	GO:0005783|GO:0005789|GO:0009922|GO:0019367|GO:0030148|GO:0034625|GO:0034626|GO:0042761
gene-ubxn8	ptg000967l	198942	203384	+	ubxn8	120026312	protein_coding	NC_052337.1	6608839	6613280	-	1	UBX domain protein 8	4	1	1	2	GO:0005634|GO:0005783|GO:0030433|GO:0043130
gene-ppp2cb	ptg000967l	203436	215073	-	ppp2cb	120026311	protein_coding	NC_052337.1	6597148	6608786	+	1	protein phosphatase 2, catalytic subunit, beta isozyme	4	2	1	1	GO:0000278|GO:0004722|GO:0005829|GO:0070262
gene-LOC120025456	ptg000967l	216289	224088	-	LOC120025456	120025456	protein_coding	NC_052337.1	6588133	6595931	+	0	uncharacterized LOC120025456	5	4	0	1	GO:0005634|GO:0007129|GO:0007130|GO:0007140|GO:0010569
gene-LOC120025655	ptg000967l	230089	231360	-	LOC120025655	120025655	protein_coding	NC_052337.1	6581323	6582428	+	0	nuclear pore complex protein DDB_G0274915-like	5	4	0	1	GO:0005634|GO:0007129|GO:0007130|GO:0007140|GO:0010569
gene-purg	ptg000967l	244823	246775	-	purg	120026091	protein_coding	NC_052337.1	6565907	6567858	+	1	purine-rich element binding protein G	5	1	3	1	GO:0000977|GO:0000981|GO:0005634|GO:0006357|GO:0032422
gene-wrn	ptg000967l	257465	293686	+	wrn	120025819	protein_coding	NC_052337.1	6520220	6555239	-	1	WRN RecQ like helicase	14	5	5	4	GO:0000723|GO:0000724|GO:0003676|GO:0005524|GO:0005634|GO:0005654|GO:0005694|GO:0005737|GO:0006260|GO:0006268|GO:0008408|GO:0009378|GO:0043138|GO:0044806
gene-nrg1	ptg000967l	396424	469548	+	nrg1	120025851	protein_coding	NC_052337.1	6342856	6416901	-	1	neuregulin 1	8	5	2	1	GO:0005615|GO:0007171|GO:0007399|GO:0030154|GO:0030296|GO:0035556|GO:0045499|GO:0048513
gene-LOC120026333	ptg000967l	506558	507561	+	LOC120026333	120026333	protein_coding	NC_052337.1	6307509	6308511	-	0	CD209 antigen-like protein E	0	0	0	0	NA
gene-fut10	ptg000967l	508011	517369	-	fut10	120025842	protein_coding	NC_052337.1	6297749	6307059	+	1	fucosyltransferase 10	4	2	1	1	GO:0000139|GO:0006486|GO:0036065|GO:0046920
gene-psd3l	ptg000967l	552356	710881	-	psd3l	120025725	protein_coding	NC_052337.1	6098160	6262688	+	1	pleckstrin and Sec7 domain containing 3, like	4	1	3	0	GO:0005085|GO:0005515|GO:0005543|GO:0032012
gene-sh2d4a	ptg000967l	786617	803187	+	sh2d4a	120025441	protein_coding	NC_052337.1	6005841	6022423	-	1	SH2 domain containing 4A	1	0	0	1	GO:0005737
gene-slc38a9	ptg000967l	810013	846642	-	slc38a9	120025457	protein_coding	NC_052337.1	5959882	5999017	+	1	solute carrier family 38 member 9	2	1	1	0	GO:0003333|GO:0015171
gene-ddx4	ptg000967l	857647	866708	+	ddx4	120026273	protein_coding	NC_052337.1	5939827	5948887	-	1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	7	2	3	2	GO:0003723|GO:0003724|GO:0005524|GO:0005634|GO:0007276|GO:0030154|GO:0043186
gene-LOC120026498	ptg000967l	866899	881565	+	LOC120026498	120026498	protein_coding	NC_052337.1	5924951	5939635	-	0	interleukin-31 receptor subunit alpha-like	1	0	1	0	GO:0005515
gene-LOC120025724	ptg000967l	884219	898183	-	LOC120025724	120025724	protein_coding	NC_052337.1	5908530	5922494	+	0	interleukin-6 receptor subunit beta-like	5	1	2	2	GO:0004896|GO:0005515|GO:0009897|GO:0016020|GO:0019221
gene-ankrd55	ptg000967l	900750	924360	-	ankrd55	120026421	protein_coding	NC_052337.1	5882333	5905962	+	1	ankyrin repeat domain 55	1	0	1	0	GO:0005515
gene-map3k1	ptg000967l	984412	1043838	+	map3k1	120026372	protein_coding	NC_052337.1	5762870	5822270	-	1	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase	5	1	3	1	GO:0004674|GO:0005524|GO:0005737|GO:0006468|GO:0008270
gene-LOC120025766_1	ptg000967l	1051776	1066632	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-hmgcs1	ptg000967l	1081794	1095642	+	hmgcs1	120025433	protein_coding	NC_052337.1	5711234	5725081	-	1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble)	3	2	1	0	GO:0004421|GO:0006084|GO:0010142
gene-LOC120026163	ptg000967l	1101856	1205595	+	LOC120026163	120026163	protein_coding	NC_052337.1	5548746	5705019	-	0	talin-1-like	8	1	3	4	GO:0001726|GO:0003779|GO:0005178|GO:0005200|GO:0005856|GO:0005886|GO:0005925|GO:0070527
gene-LOC120039124	ptg000967l	1219477	1252386	+	LOC120039124	120039124	protein_coding	NW_024059398.1	2076	34946	-	0	talin-1-like	5	1	2	2	GO:0005178|GO:0005886|GO:0005925|GO:0051015|GO:0070527
gene-tpm2	ptg000967l	1278853	1316417	+	tpm2	120025941	protein_coding	NC_052337.1	5510237	5547838	-	1	tropomyosin 2 (beta)	4	2	1	1	GO:0005884|GO:0006936|GO:0007015|GO:0051015
gene-LOC120026125	ptg000967l	1321043	1326384	-	LOC120026125	120026125	protein_coding	NC_052337.1	5500534	5505610	+	0	tripartite motif-containing protein 35-like	2	0	2	0	GO:0005515|GO:0008270
gene-zgc:114200	ptg000967l	1328668	1340194	+	zgc:114200	120026054	protein_coding	NC_052337.1	5486724	5498249	-	1	uncharacterized protein LOC559336 homolog	8	4	1	3	GO:0005783|GO:0007219|GO:0007220|GO:0016020|GO:0016485|GO:0030674|GO:0043085|GO:0070765
gene-dcp2	ptg000967l	1392257	1410825	-	dcp2	120025728	protein_coding	NC_052337.1	5416104	5434669	+	1	decapping mRNA 2	7	2	3	2	GO:0000184|GO:0000290|GO:0000932|GO:0003723|GO:0005737|GO:0030145|GO:0140933
gene-reep5	ptg000967l	1414124	1422789	+	reep5	120025809	protein_coding	NC_052337.1	5404140	5412804	-	1	receptor accessory protein 5	0	0	0	0	NA
gene-LOC120026354	ptg000967l	1439560	1456129	+	LOC120026354	120026354	protein_coding	NC_052337.1	5370777	5387346	-	0	uncharacterized LOC120026354	1	0	0	1	GO:0005737
gene-chd1	ptg000967l	1464866	1500958	-	chd1	120025695	protein_coding	NC_052337.1	5326459	5362039	+	1	chromodomain helicase DNA binding protein 1	10	2	6	2	GO:0000785|GO:0003677|GO:0003682|GO:0005524|GO:0005634|GO:0006357|GO:0016887|GO:0034728|GO:0042393|GO:0140658
gene-LOC120026616	ptg000967l	1482587	1482810	-	LOC120026616	120026616	snoRNA	NC_052337.1	5344362	5344584	+	0	small nucleolar RNA SNORA53	0	0	0	0	NA
gene-st8sia4	ptg000967l	1513108	1532658	-	st8sia4	120026449	protein_coding	NC_052337.1	5296673	5314307	+	1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	4	3	1	0	GO:0003828|GO:0006486|GO:0006491|GO:0009311
gene-LOC120026385	ptg000967l	1594077	1595816	+	LOC120026385	120026385	protein_coding	NC_052337.1	5236105	5237843	-	0	SH3 domain-containing protein C23A1.17-like	0	0	0	0	NA
gene-pam	ptg000967l	1596741	1740785	+	pam	120025478	protein_coding	NC_052337.1	5094305	5235179	-	1	peptidylglycine alpha-amidating monooxygenase	6	1	3	2	GO:0004504|GO:0005507|GO:0005515|GO:0005576|GO:0006518|GO:0016020
gene-ppip5k2	ptg000967l	1745477	1814630	+	ppip5k2	120025765	protein_coding	NC_052337.1	5020511	5089622	-	1	diphosphoinositol pentakisphosphate kinase 2	6	2	3	1	GO:0000828|GO:0000829|GO:0005829|GO:0006020|GO:0032958|GO:0033857
gene-macir	ptg000967l	1822770	1827440	+	macir	120025891	protein_coding	NC_052337.1	5007787	5012370	-	1	macrophage immunometabolism regulator	2	2	0	0	GO:0010764|GO:1900016
gene-LOC120026130	ptg000967l	1845335	1848523	+	LOC120026130	120026130	protein_coding	NC_052337.1	4986781	4989972	-	0	lysozyme C II	3	2	1	0	GO:0003796|GO:0050829|GO:0050830
gene-LOC120025698	ptg000967l	1852231	1854762	+	LOC120025698	120025698	lncRNA	NC_052337.1	4918205	4920735	-	0	uncharacterized LOC120025698	0	0	0	0	NA
gene-LOC120025449	ptg000967l	1965977	1966879	-	LOC120025449	120025449	protein_coding	NC_052337.1	4805802	4806703	+	0	GTP-binding protein Di-Ras2	5	1	3	1	GO:0003924|GO:0005525|GO:0005886|GO:0007165|GO:0019003
gene-syk	ptg000967l	1987087	2023836	+	syk	120026007	protein_coding	NC_052337.1	4748722	4785587	-	1	spleen tyrosine kinase	19	14	3	2	GO:0002250|GO:0002281|GO:0002283|GO:0004715|GO:0005102|GO:0005524|GO:0005737|GO:0006468|GO:0007169|GO:0030154|GO:0031234|GO:0033630|GO:0035556|GO:0043306|GO:0045087|GO:0045579|GO:0046641|GO:0050853|GO:0090330
gene-auh	ptg000967l	2081485	2127288	-	auh	120025684	protein_coding	NC_052337.1	4646255	4691068	+	1	AU RNA binding protein/enoyl-CoA hydratase	3	1	1	1	GO:0004300|GO:0005739|GO:0006635
gene-nfil3	ptg000967l	2129603	2135283	-	nfil3	120025683	protein_coding	NC_052337.1	4638260	4643939	+	1	nuclear factor, interleukin 3 regulated	6	3	2	1	GO:0003677|GO:0003700|GO:0005634|GO:0006351|GO:0006355|GO:0007623
gene-LOC120026160	ptg000967l	2138033	2148113	+	LOC120026160	120026160	protein_coding	NC_052337.1	4625721	4635509	-	0	uncharacterized LOC120026160	0	0	0	0	NA
gene-LOC120026159	ptg000967l	2144170	2145860	-	LOC120026159	120026159	protein_coding	NC_052337.1	4627966	4629655	+	0	trichoplein keratin filament-binding protein-like	0	0	0	0	NA
gene-ror2	ptg000967l	2148119	2319421	-	ror2	120025682	protein_coding	NC_052337.1	4485472	4625714	+	1	receptor tyrosine kinase-like orphan receptor 2	8	4	3	1	GO:0004714|GO:0005515|GO:0005524|GO:0006468|GO:0007169|GO:0007275|GO:0033674|GO:0043235
gene-sptlc1	ptg000967l	2321029	2340097	-	sptlc1	120025987	protein_coding	NC_052337.1	4464978	4483864	+	1	serine palmitoyltransferase, long chain base subunit 1	5	2	2	1	GO:0004758|GO:0005783|GO:0030170|GO:0046512|GO:0046513
gene-LOC120030685_20	ptg000967l	2347986	2348615	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120041427_8	ptg000967l	2349029	2349670	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120026157	ptg000967l	2359532	2366720	+	LOC120026157	120026157	protein_coding	NC_052337.1	4438595	4445782	-	0	NACHT, LRR and PYD domains-containing protein 12-like	1	0	1	0	GO:0005515
gene-cdc42se2	ptg000967l	2380099	2460944	-	cdc42se2	120025432	protein_coding	NC_052337.1	4344190	4425353	+	1	CDC42 small effector 2	3	1	1	1	GO:0005886|GO:0031267|GO:0035023
gene-LOC120025944	ptg000967l	2465238	2466773	-	LOC120025944	120025944	lncRNA	NC_052337.1	4338361	4339895	+	0	uncharacterized LOC120025944	0	0	0	0	NA
gene-hint1	ptg000967l	2474041	2481429	+	hint1	120026432	protein_coding	NC_052337.1	4323699	4331086	-	1	histidine triad nucleotide binding protein 1	4	1	1	2	GO:0005634|GO:0005737|GO:0009154|GO:0016787
gene-LOC120066122	ptg000968l	16153	19887	-	LOC120066122	120066122	protein_coding	NC_052327.1	13607832	13611565	+	0	ras-related protein Rab-19-like	3	0	2	1	GO:0003924|GO:0005525|GO:0005802
gene-LOC120066121	ptg000968l	20355	24566	-	LOC120066121	120066121	protein_coding	NC_052327.1	13603139	13607363	+	0	coiled-coil domain-containing protein 34-like	0	0	0	0	NA
gene-LOC120066105	ptg000968l	35442	41165	-	LOC120066105	120066105	protein_coding	NC_052327.1	13586538	13592256	+	0	tripartite motif-containing protein 16-like	2	0	2	0	GO:0008270|GO:0051087
gene-LOC120066113_1	ptg000968l	43214	47597	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120062306	ptg000969l	18394	31510	+	LOC120062306	120062306	protein_coding	NC_052323.1	12025471	12038563	+	0	protocadherin-10-like	3	1	1	1	GO:0005509|GO:0005886|GO:0007156
gene-LOC120040960_1	ptg000969l	98383	106631	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120054281	ptg000970l	70479	150801	-	LOC120054281	120054281	protein_coding	NC_052316.1	27876614	27930926	-	0	E3 ubiquitin-protein ligase LNX-like	4	1	2	1	GO:0004842|GO:0005515|GO:0005737|GO:0006511
gene-LOC120054282	ptg000970l	258555	259725	-	LOC120054282	120054282	protein_coding	NC_052316.1	28038866	28039939	-	0	histidine-rich glycoprotein-like	0	0	0	0	NA
gene-LOC120054926	ptg000970l	310578	311607	+	LOC120054926	120054926	protein_coding	NC_052316.1	28090820	28091848	+	0	GS homeobox 2-like	4	1	2	1	GO:0000981|GO:0005634|GO:0006355|GO:1990837
gene-LOC120054927	ptg000970l	315905	316762	+	LOC120054927	120054927	protein_coding	NC_052316.1	28096163	28097019	+	0	pancreas/duodenum homeobox protein 1-like	5	2	2	1	GO:0000978|GO:0000981|GO:0003309|GO:0005634|GO:0006357
gene-LOC120054283	ptg000970l	322241	345743	+	LOC120054283	120054283	protein_coding	NC_052316.1	28102509	28126014	+	0	platelet-derived growth factor receptor alpha-like	9	5	3	1	GO:0005018|GO:0005524|GO:0006468|GO:0007275|GO:0033674|GO:0043235|GO:0048008|GO:0048407|GO:0048701
gene-LOC120054924	ptg000970l	420947	469363	+	LOC120054924	120054924	protein_coding	NC_052316.1	28201226	28249702	+	0	mast/stem cell growth factor receptor Kit-like	12	8	3	1	GO:0004714|GO:0005524|GO:0006468|GO:0007275|GO:0019955|GO:0030183|GO:0030335|GO:0038093|GO:0038109|GO:0043235|GO:0043406|GO:0046427
gene-LOC120054928	ptg000970l	577501	582637	+	LOC120054928	120054928	protein_coding	NC_052316.1	28357669	28362804	+	0	transmembrane protein 165-like	7	4	2	1	GO:0005384|GO:0005794|GO:0015085|GO:0032468|GO:0032472|GO:0070588|GO:0071421
gene-LOC120054929	ptg000970l	592354	639695	-	LOC120054929	120054929	protein_coding	NC_052316.1	28372518	28419855	-	0	circadian locomoter output cycles protein kaput-like	8	2	3	3	GO:0000981|GO:0005634|GO:0005737|GO:0006357|GO:0032922|GO:0046983|GO:0070888|GO:1990513
gene-LOC120054930	ptg000970l	673786	696022	+	LOC120054930	120054930	protein_coding	NC_052316.1	28453924	28476151	+	0	exocyst complex component 1-like	5	2	1	2	GO:0000145|GO:0005546|GO:0005886|GO:0006887|GO:0006893
gene-LOC120042583_3	ptg000970l	697922	698984	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120054287	ptg000970l	739504	744178	+	LOC120054287	120054287	protein_coding	NC_052316.1	28519583	28524206	+	0	capping protein inhibiting regulator of actin dynamics-like	2	2	0	0	GO:0030277|GO:2000813
gene-LOC120054517	ptg000970l	745814	747315	-	LOC120054517	120054517	lncRNA	NC_052316.1	28525843	28527343	-	0	uncharacterized LOC120054517	0	0	0	0	NA
gene-LOC120054932	ptg000970l	752933	759749	+	LOC120054932	120054932	protein_coding	NC_052316.1	28532962	28539777	+	0	cell wall protein RBR3-like	0	0	0	0	NA
gene-LOC120054933	ptg000970l	762395	772009	-	LOC120054933	120054933	protein_coding	NC_052316.1	28542425	28552038	-	0	amidophosphoribosyltransferase-like	3	2	1	0	GO:0004044|GO:0006164|GO:0009113
gene-LOC120054934	ptg000970l	771837	777001	+	LOC120054934	120054934	protein_coding	NC_052316.1	28551867	28557030	+	0	multifunctional protein ADE2-like	2	1	1	0	GO:0004639|GO:0006189
gene-LOC120054579	ptg000970l	811763	819634	-	LOC120054579	120054579	protein_coding	NC_052316.1	28591753	28599624	-	0	GTP-binding protein REM 2-like	4	0	3	1	GO:0003924|GO:0005246|GO:0005525|GO:0005886
gene-LOC120054288	ptg000970l	822755	825308	-	LOC120054288	120054288	protein_coding	NC_052316.1	28602748	28605300	-	0	transcription factor MafA-like	4	1	2	1	GO:0000978|GO:0000981|GO:0005634|GO:0006357
gene-LOC120054289	ptg000970l	840230	869970	-	LOC120054289	120054289	protein_coding	NC_052316.1	28620274	28650013	-	0	capping protein, Arp2/3 and myosin-I linker protein 3-like	4	2	0	2	GO:0005886|GO:0016477|GO:0030027|GO:0034315
gene-prg4b	ptg000970l	889281	901830	+	prg4b	120054937	protein_coding	NC_052316.1	28669320	28681845	+	1	proteoglycan 4b	5	1	2	2	GO:0005044|GO:0005615|GO:0006955|GO:0030247|GO:0062023
gene-LOC120054935	ptg000970l	901291	946843	-	LOC120054935	120054935	protein_coding	NC_052316.1	28681307	28726865	-	0	nucleoprotein TPR-like	4	2	1	1	GO:0005643|GO:0006406|GO:0006606|GO:0017056
gene-LOC120054938	ptg000970l	961866	971533	-	LOC120054938	120054938	protein_coding	NC_052316.1	28741890	28751552	-	0	plasminogen activator inhibitor 1 RNA-binding protein-like	3	0	1	2	GO:0003730|GO:0005634|GO:0005737
gene-LOC120054290	ptg000970l	979212	994636	-	LOC120054290	120054290	protein_coding	NC_052316.1	28759232	28774597	-	0	discoidin domain-containing receptor 2-like	9	4	3	2	GO:0005518|GO:0005524|GO:0006468|GO:0007169|GO:0007275|GO:0016020|GO:0033674|GO:0038062|GO:0043235
gene-LOC120054939	ptg000970l	1034128	1070859	-	LOC120054939	120054939	protein_coding	NC_052316.1	28814386	28851074	-	0	UDP-N-acetylhexosamine pyrophosphorylase-like	2	1	1	0	GO:0003977|GO:0006048
gene-LOC120054940	ptg000970l	1070210	1082118	+	LOC120054940	120054940	protein_coding	NC_052316.1	28850426	28862050	+	0	serine/threonine-protein kinase Kist-like	9	3	4	2	GO:0003723|GO:0004674|GO:0005524|GO:0005634|GO:0018105|GO:0043021|GO:0045948|GO:0046825|GO:0071598
gene-LOC120054941	ptg000970l	1102256	1303627	-	LOC120054941	120054941	protein_coding	NC_052316.1	28882008	29083110	-	0	carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like	1	0	1	0	GO:0050998
gene-rgs4	ptg000970l	1348802	1371627	+	rgs4	120054291	protein_coding	NC_052316.1	29128166	29150997	+	1	regulator of G protein signaling 4	0	0	0	0	NA
gene-LOC120054942	ptg000970l	1412849	1428997	-	LOC120054942	120054942	protein_coding	NC_052316.1	29192220	29206552	-	0	regulator of G-protein signaling 5-like	0	0	0	0	NA
gene-LOC120054518	ptg000970l	1457703	1459806	-	LOC120054518	120054518	protein_coding	NC_052316.1	29235297	29237399	-	0	regulator of G-protein signaling 5-like	0	0	0	0	NA
gene-rgs8	ptg000970l	1478597	1484546	-	rgs8	120054519	protein_coding	NC_052316.1	29250367	29256314	-	1	regulator of G protein signaling 8	0	0	0	0	NA
gene-LOC120054304	ptg000970l	1748586	1809052	-	LOC120054304	120054304	protein_coding	NC_052316.1	31262121	31322594	-	0	BMP/retinoic acid-inducible neural-specific protein 3-like	2	2	0	0	GO:0045666|GO:0045930
gene-LOC120040603	ptg000971l	149201	156052	-	LOC120040603	120040603	protein_coding	NW_024060645.1	2285	10954	+	0	protein diaphanous homolog 3-like	5	1	2	2	GO:0003779|GO:0005737|GO:0005884|GO:0008017|GO:0030041
gene-brf1a_1	ptg000972l	141440	195941	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120023434_1	ptg000972l	177771	182315	+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-LOC120023533_1	ptg000972l	204562	213172	-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
gene-sptlc2a	ptg000973l	161229	215335	+	sptlc2a	120060527	protein_coding	NC_052321.1	40163340	40219235	+	1	serine palmitoyltransferase, long chain base subunit 2a	5	2	2	1	GO:0004758|GO:0017059|GO:0030170|GO:0046512|GO:0046513
gene-ism2a	ptg000973l	219650	270022	+	ism2a	120060083	protein_coding	NC_052321.1	40223551	40274346	+	1	isthmin 2a	0	0	0	0	NA
gene-LOC120060528	ptg000973l	337071	359460	+	LOC120060528	120060528	protein_coding	NC_052321.1	40340239	40362627	+	0	zinc finger protein 585A-like	0	0	0	0	NA
gene-LOC120060529	ptg000973l	511454	581260	+	LOC120060529	120060529	protein_coding	NC_052321.1	40514747	40584639	+	0	EMILIN-1-like	1	0	1	0	GO:0005515
gene-LOC120060530	ptg000973l	612033	627195	+	LOC120060530	120060530	protein_coding	NC_052321.1	40615312	40630195	+	0	RNA transcription, translation and transport factor protein-like	3	1	1	1	GO:0003723|GO:0006388|GO:0072669
gene-LOC120059962	ptg000973l	656757	681086	+	LOC120059962	120059962	protein_coding	NC_052321.1	40659713	40684043	+	0	prostaglandin E2 receptor EP2 subtype-like	6	4	1	1	GO:0004957|GO:0005886|GO:0006954|GO:0007189|GO:0007204|GO:0071380
gene-txndc16	ptg000973l	747115	791477	-	txndc16	120060531	protein_coding	NC_052321.1	40750375	40798126	-	1	thioredoxin domain containing 16	0	0	0	0	NA
gene-gpr137c	ptg000973l	791880	838362	+	gpr137c	120060532	protein_coding	NC_052321.1	40798530	40847646	+	1	G protein-coupled receptor 137c	2	1	0	1	GO:0005765|GO:1904263
gene-LOC120060533	ptg000973l	871166	967049	+	LOC120060533	120060533	protein_coding	NC_052321.1	40877367	40970012	+	0	protein Smaug homolog 1-like	7	3	3	1	GO:0000289|GO:0000932|GO:0003729|GO:0005515|GO:0017148|GO:0030371|GO:0043488
