gene_id	symbol	product	biotype	n_go	n_lines	has_phase2_line	reciprocal_pav	ecotype_only	cnv	sv	dmr	ref_pav
gene-LOC120031100	LOC120031100	pleckstrin homology-like domain family B member 3	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120031113	LOC120031113	alpha-1,3/1,6-mannosyltransferase ALG2-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031120	LOC120031120	phosphatidylinositol-3-phosphatase SAC1-B	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120031127	LOC120031127	protein eva-1 homolog B-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120031141	LOC120031141	gamma-glutamylcyclotransferase-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120031149	LOC120031149	uncharacterized LOC120031149	lncRNA	0	2	1	0	1	0	1	0	0
gene-LOC120031153	LOC120031153	upstream stimulatory factor 2-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031190	LOC120031190	uncharacterized LOC120031190	lncRNA	0	2	1	0	0	1	1	0	0
gene-LOC120031198	LOC120031198	fatty acid-binding protein, adipocyte-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031209	LOC120031209	kinesin-like protein KIFC2	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120031210	LOC120031210	kinesin-like protein KIFC3	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031217	LOC120031217	electron transfer flavoprotein subunit beta-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120031223	LOC120031223	uncharacterized LOC120031223	lncRNA	0	2	1	0	0	1	1	0	0
gene-LOC120031239	LOC120031239	T-box transcription factor TBX20-like	protein_coding	8	2	1	0	1	0	1	0	0
gene-LOC120031250	LOC120031250	complement C3-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031251	LOC120031251	MAP7 domain-containing protein 1-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120031269	LOC120031269	myelin basic protein-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120031305	LOC120031305	opioid-binding protein/cell adhesion molecule-like	protein_coding	1	2	1	1	0	0	1	0	0
gene-LOC120031313	LOC120031313	glutamate receptor ionotropic, kainate 2	protein_coding	9	2	1	0	1	0	1	0	0
gene-LOC120031325	LOC120031325	nucleotide-binding oligomerization domain-containing protein 1-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120031328	LOC120031328	gamma-aminobutyric acid receptor-associated protein-like 1	protein_coding	9	2	1	0	0	1	1	0	0
gene-LOC120031347	LOC120031347	protein phosphatase 1 regulatory subunit 35-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120031369	LOC120031369	uridine phosphorylase 1-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120031371	LOC120031371	28S ribosomal protein S15, mitochondrial-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120031372	LOC120031372	PLAC8-like protein 1	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120031387	LOC120031387	sodium- and chloride-dependent transporter XTRP3-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120031391	LOC120031391	smad nuclear-interacting protein 1-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031392	LOC120031392	four and a half LIM domains protein 3-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120031406	LOC120031406	kelch-like protein 32	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120031410	LOC120031410	frizzled-1-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120031421	LOC120031421	solute carrier family 2, facilitated glucose transporter member 3-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120031422	LOC120031422	cytosolic 5'-nucleotidase 3	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120031442	LOC120031442	DNA-binding protein SATB1-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031449	LOC120031449	protein asteroid homolog 1-like	protein_coding	1	2	1	0	0	1	1	0	0
gene-LOC120031483	LOC120031483	persulfide dioxygenase ETHE1, mitochondrial-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120031486	LOC120031486	PR domain zinc finger protein 1-like	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120031504	LOC120031504	ictacalcin-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120031510	LOC120031510	inactive serine protease 35-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120031533	LOC120031533	TBC1 domain family member 31-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120031548	LOC120031548	uncharacterized protein C8orf76-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120031552	LOC120031552	transient receptor potential cation channel subfamily V member 6-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120031556	LOC120031556	transient receptor potential cation channel subfamily V member 6-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120031564	LOC120031564	zinc finger protein 236-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031587	LOC120031587	glutamate receptor ionotropic, kainate 3-like	protein_coding	9	2	1	0	1	0	1	0	0
gene-LOC120031590	LOC120031590	cannabinoid receptor 2-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120031595	LOC120031595	free fatty acid receptor 2-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031616	LOC120031616	ras/Rap GTPase-activating protein SynGAP-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120031671	LOC120031671	epithelial discoidin domain-containing receptor 1-like	protein_coding	9	2	1	0	1	0	1	0	0
gene-LOC120031739	LOC120031739	probable G protein-coupled receptor 85	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120031768	LOC120031768	myotubularin-related protein 5-like	protein_coding	0	2	1	1	0	0	1	0	0
gene-LOC120031776	LOC120031776	transforming growth factor beta activator LRRC32-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120031791	LOC120031791	striatin-interacting protein 1 homolog	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120031793	LOC120031793	achaete-scute homolog 4-like	protein_coding	5	2	1	0	0	1	1	0	0
gene-LOC120031794	LOC120031794	suppressor APC domain-containing protein 1-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120031800	LOC120031800	receptor-type tyrosine-protein phosphatase zeta-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120031801	LOC120031801	ataxin-7-like protein 1	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120031802	LOC120031802	ataxin-7-like protein 1	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120031803	LOC120031803	prosaposin receptor GPR37-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120031811	LOC120031811	low affinity vacuolar monovalent cation/H(+) antiporter-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120031813	LOC120031813	carbohydrate sulfotransferase 11-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031830	LOC120031830	inositol 1,4,5-triphosphate receptor associated 2-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120031835	LOC120031835	FYVE, RhoGEF and PH domain-containing protein 4-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120031836	LOC120031836	protein bicaudal D homolog 1-like	protein_coding	10	2	1	0	1	0	1	0	0
gene-LOC120031838	LOC120031838	potassium voltage-gated channel subfamily C member 2-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120031874	LOC120031874		C_region	0	2	1	0	0	1	1	0	0
gene-LOC120031876	LOC120031876		C_region	0	2	1	0	0	1	1	0	0
gene-LOC120031887	LOC120031887	putative adenosylhomocysteinase 3	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120031912	LOC120031912	red-sensitive opsin-like	protein_coding	6	2	1	0	0	1	1	0	0
gene-LOC120031920	LOC120031920	USP6 N-terminal-like protein	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120031943	LOC120031943	hematopoietic lineage cell-specific protein-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120031944	LOC120031944	protein LLP homolog	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031958	LOC120031958	uncharacterized LOC120031958	lncRNA	0	2	1	0	1	0	1	0	0
gene-LOC120031959	LOC120031959	electron transfer flavoprotein regulatory factor 1-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120031968	LOC120031968	CUGBP Elav-like family member 2	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120031969	LOC120031969	pleckstrin homology domain-containing family A member 5-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120031975	LOC120031975	ADP-ribosylation factor-like protein 1	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120031977	LOC120031977	PR domain zinc finger protein 4-like	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120031978	LOC120031978	transmembrane protein 209-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120031979	LOC120031979	dnaJ homolog subfamily C member 2-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120031980	LOC120031980	mitochondrial-processing peptidase subunit beta-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120031990	LOC120031990	electron transfer flavoprotein regulatory factor 1-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032005	LOC120032005	kelch domain-containing protein 10-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032010	LOC120032010	filamin-A-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032022	LOC120032022	phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform-like	protein_coding	10	2	1	0	1	0	1	0	0
gene-LOC120032028	LOC120032028	short transmembrane mitochondrial protein 1	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032037	LOC120032037	E3 ubiquitin-protein ligase TRIM21-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032043	LOC120032043	transcription factor EC-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032046	LOC120032046	aldo-keto reductase family 1 member B1-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032049	LOC120032049	nuclear respiratory factor 1	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032050	LOC120032050	synaptophysin-like protein 1	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032113	LOC120032113	thyrotropin-releasing hormone-degrading ectoenzyme-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120032116	LOC120032116	mucin-21-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032124	LOC120032124	HMG box-containing protein 1-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120032145	LOC120032145	myoD family inhibitor domain-containing protein-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032167	LOC120032167	nicotinamide phosphoribosyltransferase	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032210	LOC120032210	kinesin-like protein KIF21A	protein_coding	5	2	1	1	0	0	1	0	0
gene-LOC120032213	LOC120032213	zinc finger protein AEBP2-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032222	LOC120032222	cytochrome c oxidase assembly factor 6 homolog	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032224	LOC120032224	aryl hydrocarbon receptor nuclear translocator-like protein 2	protein_coding	8	2	1	0	1	0	1	0	0
gene-LOC120032250	LOC120032250	cAMP-dependent protein kinase type II-beta regulatory subunit-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032251	LOC120032251	nuclear-interacting partner of ALK-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032257	LOC120032257	enoyl-CoA hydratase domain-containing protein 3, mitochondrial-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032333	LOC120032333	DENN domain-containing protein 11-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032342	LOC120032342	ubiquitin-conjugating enzyme E2 H	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032347	LOC120032347	small Cajal body-specific RNA 14	guide_RNA	0	2	1	0	1	0	1	0	0
gene-LOC120032348	LOC120032348	small nucleolar RNA ACA64	snoRNA	0	2	1	0	1	0	1	0	0
gene-LOC120032358	LOC120032358	uncharacterized LOC120032358	protein_coding	0	2	1	0	0	1	1	0	0
gene-LOC120032359	LOC120032359	protein transport protein Sec23A	protein_coding	8	2	1	0	1	0	1	0	0
gene-LOC120032379	LOC120032379	uncharacterized LOC120032379	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032385	LOC120032385	uncharacterized LOC120032385	lncRNA	0	2	1	0	0	1	1	0	0
gene-LOC120032387	LOC120032387	ERO1-like protein beta	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120032388	LOC120032388	BTB/POZ domain-containing protein 3	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032389	LOC120032389	G protein-coupled receptor 137Ba-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032397	LOC120032397	keratin, type I cytoskeletal 13-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032398	LOC120032398	keratin, type I cytoskeletal 13-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032413	LOC120032413	zinc finger protein 271-like	protein_coding	2	2	1	0	0	1	1	0	0
gene-LOC120032418	LOC120032418	zinc finger protein 3-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032428	LOC120032428	CMRF35-like molecule 6	protein_coding	0	2	1	0	0	1	1	0	0
gene-LOC120032432	LOC120032432	somatostatin receptor type 5-like	protein_coding	5	2	1	0	0	1	1	0	0
gene-LOC120032435	LOC120032435	snake venom serine protease PTLE1-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032442	LOC120032442	uncharacterized LOC120032442	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032454	LOC120032454	B-cell receptor CD22-like	protein_coding	0	2	1	0	0	1	1	0	0
gene-LOC120032458	LOC120032458	interleukin-2 receptor subunit beta-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120032459	LOC120032459	complement C1q tumor necrosis factor-related protein 1-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032462	LOC120032462	sialoadhesin-like	protein_coding	0	2	1	0	0	1	1	0	0
gene-LOC120032464	LOC120032464	adenylate cyclase type 9-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120032483	LOC120032483	bestrophin-2-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032487	LOC120032487	B-cell lymphoma/leukemia 11A-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032489	LOC120032489	inactive phospholipase D5-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032491	LOC120032491	girdin-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120032492	LOC120032492	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032493	LOC120032493	inositol 1,4,5-trisphosphate receptor-interacting protein-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032497	LOC120032497	germ cell-specific gene 1-like protein	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032499	LOC120032499	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032502	LOC120032502	regulatory-associated protein of mTOR-like	protein_coding	10	2	1	0	1	0	1	0	0
gene-LOC120032506	LOC120032506	puromycin-sensitive aminopeptidase-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120032507	LOC120032507	cytosolic purine 5'-nucleotidase-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032511	LOC120032511	aftiphilin-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032514	LOC120032514	trafficking kinesin-binding protein 1-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032516	LOC120032516	patatin-like phospholipase domain-containing protein 6	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032517	LOC120032517	CB1 cannabinoid receptor-interacting protein 1-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032520	LOC120032520	venom factor-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032521	LOC120032521	complement C3-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032522	LOC120032522	dnaJ homolog subfamily A member 3, mitochondrial-like	protein_coding	9	2	1	0	1	0	1	0	0
gene-LOC120032524	LOC120032524	coiled-coil domain-containing protein 130 homolog	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032526	LOC120032526	platelet-derived growth factor subunit A-like	protein_coding	11	2	1	0	1	0	1	0	0
gene-LOC120032527	LOC120032527	platelet-derived growth factor subunit A-like	protein_coding	11	2	1	0	1	0	1	0	0
gene-LOC120032528	LOC120032528	protein Asterix	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032529	LOC120032529	uncharacterized LOC120032529	lncRNA	0	2	1	0	0	1	1	0	0
gene-LOC120032535	LOC120032535	protein tyrosine phosphatase type IVA 1	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032540	LOC120032540	uncharacterized LOC120032540	lncRNA	0	2	1	0	1	0	1	0	0
gene-LOC120032563	LOC120032563	rho GDP-dissociation inhibitor 1-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120032568	LOC120032568	multidrug resistance-associated protein 7-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032570	LOC120032570	methyltransferase-like 26	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032572	LOC120032572	syntaxin-8-like	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120032585	LOC120032585	actin-related protein 2-A-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032586	LOC120032586	protrudin-like	protein_coding	10	2	1	0	1	0	1	0	0
gene-LOC120032589	LOC120032589	junction plakoglobin-like	protein_coding	8	2	1	0	1	0	1	0	0
gene-LOC120032593	LOC120032593	protein Asterix	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032596	LOC120032596	WW domain binding protein 1-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032597	LOC120032597	WAS/WASL-interacting protein family member 2-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032598	LOC120032598	transcription activator BRG1	protein_coding	7	2	1	0	0	1	1	0	0
gene-LOC120032604	LOC120032604	neuronal pentraxin-1-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032606	LOC120032606	myosin-9-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032607	LOC120032607	cholecystokinin-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032609	LOC120032609	THO complex subunit 4-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032610	LOC120032610	anaphase-promoting complex subunit 11	protein_coding	8	2	1	0	1	0	1	0	0
gene-LOC120032611	LOC120032611	cytoplasmic phosphatidylinositol transfer protein 1-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032614	LOC120032614	keratin, type I cytoskeletal 13-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032617	LOC120032617	complement C3-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032622	LOC120032622	keratin, type I cytoskeletal 13-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032623	LOC120032623	protein CutA homolog	protein_coding	2	2	1	0	0	1	1	0	0
gene-LOC120032625	LOC120032625	ubinuclein-2-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032627	LOC120032627	protein disulfide-isomerase-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032632	LOC120032632	YLP motif-containing protein 1-like	protein_coding	6	2	1	0	1	0	1	0	0
gene-LOC120032634	LOC120032634	phosphatidylinositol 5-phosphate 4-kinase type-2 beta-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032635	LOC120032635	proteasome subunit beta type-3	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032639	LOC120032639	aprataxin and PNK-like factor	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032641	LOC120032641	ubinuclein-2-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032652	LOC120032652	ewing's tumor-associated antigen 1-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032655	LOC120032655	interferon regulatory factor 2-binding protein 2-B-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032656	LOC120032656	uncharacterized LOC120032656	lncRNA	0	2	1	0	1	0	1	0	0
gene-LOC120032657	LOC120032657	uncharacterized LOC120032657	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032664	LOC120032664	protein kinase C alpha type-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032669	LOC120032669	alpha-internexin-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032678	LOC120032678	myosin-10-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032682	LOC120032682	myosin-10-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032686	LOC120032686	TBC1 domain family member 24-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032687	LOC120032687	cilia- and flagella-associated protein 52-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032699	LOC120032699	small integral membrane protein 28-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032708	LOC120032708	lengsin-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032709	LOC120032709	zona pellucida sperm-binding protein 3-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032716	LOC120032716	tensin-4-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032718	LOC120032718	keratin, type I cytoskeletal 13-like	protein_coding	1	2	1	0	0	1	1	0	0
gene-LOC120032719	LOC120032719	keratin, type I cytoskeletal 18-A-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032721	LOC120032721	protein AF-17-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032722	LOC120032722	protein AF-17-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032723	LOC120032723	transcription factor Sp6-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032724	LOC120032724	gamma-crystallin M2-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032728	LOC120032728	E3 ubiquitin-protein ligase TRIM39-like	protein_coding	2	2	1	1	0	0	1	0	0
gene-LOC120032764	LOC120032764	potassium voltage-gated channel subfamily H member 1-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120032768	LOC120032768	apoptosis-stimulating of p53 protein 2-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120032779	LOC120032779	ferritin, middle subunit-like	protein_coding	6	2	1	0	0	1	1	0	0
gene-LOC120032782	LOC120032782	uncharacterized LOC120032782	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120032794	LOC120032794	hydrolethalus syndrome protein 1 homolog	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032797	LOC120032797	SERTA domain-containing protein 2-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032798	LOC120032798	serine/arginine-rich splicing factor 7-like	protein_coding	4	2	1	0	0	1	1	0	0
gene-LOC120032805	LOC120032805	polycomb complex protein BMI-1-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032819	LOC120032819	DNA-directed RNA polymerase III subunit RPC6	protein_coding	2	2	1	0	0	1	1	0	0
gene-LOC120032822	LOC120032822	ectonucleoside triphosphate diphosphohydrolase 7-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032824	LOC120032824	aspartate aminotransferase, cytoplasmic-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032835	LOC120032835	protein DPCD-like	protein_coding	0	2	1	0	1	0	1	0	0
gene-LOC120032839	LOC120032839	F-box only protein 48-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032847	LOC120032847	serine/threonine-protein kinase TAO2-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032855	LOC120032855	beta-1,3-galactosyltransferase 2-like	protein_coding	3	2	1	0	0	1	1	0	0
gene-LOC120032856	LOC120032856	nuclear factor 1-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032862	LOC120032862	uncharacterized LOC120032862	lncRNA	0	2	1	0	1	0	1	0	0
gene-LOC120032866	LOC120032866	insulin-like growth factor-binding protein 4	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032869	LOC120032869	mitochondrial glycine transporter B-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032870	LOC120032870	metal transporter CNNM2-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032876	LOC120032876	suppressor of cytokine signaling 7-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032882	LOC120032882	zinc finger protein Aiolos-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032883	LOC120032883	netrin-1	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032885	LOC120032885	vitamin D(3) 25-hydroxylase-like	protein_coding	7	2	1	0	0	1	1	0	0
gene-LOC120032886	LOC120032886	secernin-2-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032888	LOC120032888	mitochondrial import receptor subunit TOM20 homolog	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120032889	LOC120032889	protein Hook homolog 2-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032897	LOC120032897	ras-related protein ORAB-1-like	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032906	LOC120032906	protein phosphatase 1 regulatory subunit 27-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032907	LOC120032907	pre-mRNA-splicing factor CWC25 homolog	protein_coding	2	2	1	0	1	0	1	0	0
gene-LOC120032913	LOC120032913	sprouty-related, EVH1 domain-containing protein 2-like	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032915	LOC120032915	coiled-coil domain-containing protein 130 homolog	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032919	LOC120032919	keratin, type I cytoskeletal 13	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032920	LOC120032920	keratin, type I cytoskeletal 13-like	protein_coding	1	2	1	0	1	0	1	0	0
gene-LOC120032924	LOC120032924	fibroblast growth factor 8b-like	protein_coding	15	2	1	0	1	0	1	0	0
gene-LOC120032926	LOC120032926	transmembrane protease serine 6-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032927	LOC120032927	transmembrane protease serine 6-like	protein_coding	3	2	1	0	1	0	1	0	0
gene-LOC120032932	LOC120032932	REST corepressor 3-like	protein_coding	6	2	1	0	0	1	1	0	0
gene-LOC120032941	LOC120032941	protein phosphatase 1 regulatory subunit 12C-like	protein_coding	5	2	1	0	1	0	1	0	0
gene-LOC120032946	LOC120032946	ras-related protein Rab-40C-like	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120032951	LOC120032951	cell division control protein 6 homolog	protein_coding	7	2	1	0	1	0	1	0	0
gene-LOC120032953	LOC120032953	uncharacterized LOC120032953	protein_coding	4	2	1	0	1	0	1	0	0
gene-LOC120032954	LOC120032954	group XIIB secretory phospholipase A2-like protein	protein_coding	8	2	1	0	1	0	1	0	0
