gene_id	symbol	product	biotype	n_go	n_lines	has_phase2_line	reciprocal_pav	ecotype_only	cnv	sv	dmr	ref_pav
gene-LOC120035858_1				0	1	1	0	1	0	0	0	0
gene-LOC120035858_10				0	1	1	0	1	0	0	0	0
gene-LOC120035858_11				0	1	1	0	1	0	0	0	0
gene-LOC120035858_12				0	1	1	0	1	0	0	0	0
gene-LOC120035858_13				0	1	1	0	1	0	0	0	0
gene-LOC120035858_14				0	1	1	0	1	0	0	0	0
gene-LOC120035858_15				0	1	1	0	1	0	0	0	0
gene-LOC120035858_16				0	1	1	0	1	0	0	0	0
gene-LOC120035858_17				0	1	1	0	1	0	0	0	0
gene-LOC120035858_18				0	1	1	0	1	0	0	0	0
gene-LOC120035858_2				0	1	1	0	1	0	0	0	0
gene-LOC120035858_3				0	1	1	0	1	0	0	0	0
gene-LOC120035858_4				0	1	1	0	1	0	0	0	0
gene-LOC120035858_5				0	1	1	0	1	0	0	0	0
gene-LOC120035858_6				0	1	1	0	1	0	0	0	0
gene-LOC120035858_7				0	1	1	0	1	0	0	0	0
gene-LOC120035858_8				0	1	1	0	1	0	0	0	0
gene-LOC120035858_9				0	1	1	0	1	0	0	0	0
gene-LOC120035859	LOC120035859	U1 spliceosomal RNA	snRNA	0	1	1	0	0	1	0	0	0
gene-LOC120035859_1				0	1	1	0	1	0	0	0	0
gene-LOC120035859_10				0	1	1	0	1	0	0	0	0
gene-LOC120035859_11				0	1	1	0	1	0	0	0	0
gene-LOC120035859_12				0	1	1	0	1	0	0	0	0
gene-LOC120035859_13				0	1	1	0	1	0	0	0	0
gene-LOC120035859_14				0	1	1	0	1	0	0	0	0
gene-LOC120035859_15				0	1	1	0	1	0	0	0	0
gene-LOC120035859_2				0	1	1	0	1	0	0	0	0
gene-LOC120035859_3				0	1	1	0	1	0	0	0	0
gene-LOC120035859_4				0	1	1	0	1	0	0	0	0
gene-LOC120035859_5				0	1	1	0	1	0	0	0	0
gene-LOC120035859_6				0	1	1	0	1	0	0	0	0
gene-LOC120035859_7				0	1	1	0	1	0	0	0	0
gene-LOC120035859_8				0	1	1	0	1	0	0	0	0
gene-LOC120035859_9				0	1	1	0	1	0	0	0	0
gene-LOC120035860	LOC120035860	U1 spliceosomal RNA	snRNA	0	1	1	0	0	1	0	0	0
gene-LOC120035860_1				0	1	1	0	1	0	0	0	0
gene-LOC120035860_10				0	1	1	0	1	0	0	0	0
gene-LOC120035860_11				0	1	1	0	1	0	0	0	0
gene-LOC120035860_12				0	1	1	0	1	0	0	0	0
gene-LOC120035860_13				0	1	1	0	1	0	0	0	0
gene-LOC120035860_2				0	1	1	0	1	0	0	0	0
gene-LOC120035860_3				0	1	1	0	1	0	0	0	0
gene-LOC120035860_4				0	1	1	0	1	0	0	0	0
gene-LOC120035860_5				0	1	1	0	1	0	0	0	0
gene-LOC120035860_6				0	1	1	0	1	0	0	0	0
gene-LOC120035860_7				0	1	1	0	1	0	0	0	0
gene-LOC120035860_8				0	1	1	0	1	0	0	0	0
gene-LOC120035860_9				0	1	1	0	1	0	0	0	0
gene-LOC120035861	LOC120035861	U1 spliceosomal RNA	snRNA	0	1	1	0	0	1	0	0	0
gene-LOC120035861_1				0	1	1	0	1	0	0	0	0
gene-LOC120035861_10				0	1	1	0	1	0	0	0	0
gene-LOC120035861_11				0	1	1	0	1	0	0	0	0
gene-LOC120035861_2				0	1	1	0	1	0	0	0	0
gene-LOC120035861_3				0	1	1	0	1	0	0	0	0
gene-LOC120035861_4				0	1	1	0	1	0	0	0	0
gene-LOC120035861_5				0	1	1	0	1	0	0	0	0
gene-LOC120035861_6				0	1	1	0	1	0	0	0	0
gene-LOC120035861_7				0	1	1	0	1	0	0	0	0
gene-LOC120035861_8				0	1	1	0	1	0	0	0	0
gene-LOC120035861_9				0	1	1	0	1	0	0	0	0
gene-LOC120035862	LOC120035862	U1 spliceosomal RNA	snRNA	0	1	1	0	0	1	0	0	0
gene-LOC120035862_1				0	1	1	0	1	0	0	0	0
gene-LOC120035862_10				0	1	1	0	1	0	0	0	0
gene-LOC120035862_11				0	1	1	0	1	0	0	0	0
gene-LOC120035862_2				0	1	1	0	1	0	0	0	0
gene-LOC120035862_3				0	1	1	0	1	0	0	0	0
gene-LOC120035862_4				0	1	1	0	1	0	0	0	0
gene-LOC120035862_5				0	1	1	0	1	0	0	0	0
gene-LOC120035862_6				0	1	1	0	1	0	0	0	0
gene-LOC120035862_7				0	1	1	0	1	0	0	0	0
gene-LOC120035862_8				0	1	1	0	1	0	0	0	0
gene-LOC120035862_9				0	1	1	0	1	0	0	0	0
gene-LOC120035866	LOC120035866	uncharacterized LOC120035866	protein_coding	0	1	1	0	0	1	0	0	0
gene-LOC120035866_15				0	1	1	0	1	0	0	0	0
gene-LOC120035866_16				0	1	1	0	1	0	0	0	0
gene-LOC120035876	LOC120035876	aerolysin-like protein	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120035881	LOC120035881	piggyBac transposable element-derived protein 4-like	protein_coding	0	1	1	0	0	1	0	0	0
gene-LOC120035881_1				0	1	1	0	1	0	0	0	0
gene-LOC120035881_2				0	1	1	0	1	0	0	0	0
gene-LOC120035881_3				0	1	1	0	1	0	0	0	0
gene-LOC120035881_4				0	1	1	0	1	0	0	0	0
gene-LOC120035881_5				0	1	1	0	1	0	0	0	0
gene-LOC120035881_6				0	1	1	0	1	0	0	0	0
gene-LOC120035881_7				0	1	1	0	1	0	0	0	0
gene-LOC120035884	LOC120035884	uncharacterized LOC120035884	protein_coding	0	1	1	0	0	1	0	0	0
gene-LOC120035884_1				0	1	1	0	1	0	0	0	0
gene-LOC120035894	LOC120035894	uncharacterized protein K02A2.6-like	protein_coding	5	1	1	0	0	1	0	0	0
gene-LOC120035894_7				0	1	1	0	1	0	0	0	0
gene-LOC120035898	LOC120035898	proline-rich protein HaeIII subfamily 1-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120035917	LOC120035917	transmembrane protein 87A-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120035932	LOC120035932	probable cationic amino acid transporter	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120035935	LOC120035935	dystrophin-like	protein_coding	2	1	1	0	1	0	0	0	0
gene-LOC120035949	LOC120035949	polysialoglycoprotein-like	protein_coding	2	1	1	0	1	0	0	0	0
gene-LOC120035950	LOC120035950	uncharacterized LOC120035950	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120035951	LOC120035951	uncharacterized LOC120035951	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120035959	LOC120035959	zinc finger protein 883-like	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120035969	LOC120035969	uncharacterized LOC120035969	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120035973	LOC120035973	zinc finger protein 135-like	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120035984	LOC120035984	5.8S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120035997	LOC120035997	18S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036000	LOC120036000	5S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036003	LOC120036003	equistatin-like	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120036005	LOC120036005	sodium- and chloride-dependent GABA transporter 1-like	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120036008	LOC120036008	protein mono-ADP-ribosyltransferase PARP11-like	protein_coding	1	1	1	0	1	0	0	0	0
gene-LOC120036010	LOC120036010	sodium- and chloride-dependent GABA transporter 2-like	protein_coding	2	1	1	0	1	0	0	0	0
gene-LOC120036018	LOC120036018	uncharacterized LOC120036018	lncRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036018_5				0	1	1	0	1	0	0	0	0
gene-LOC120036018_6				0	1	1	0	1	0	0	0	0
gene-LOC120036018_7				0	1	1	0	1	0	0	0	0
gene-LOC120036020	LOC120036020	uncharacterized LOC120036020	lncRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036020_3				0	1	1	0	1	0	0	0	0
gene-LOC120036021	LOC120036021	trichohyalin-like	protein_coding	0	1	1	0	0	1	0	0	0
gene-LOC120036021_4				0	1	1	0	1	0	0	0	0
gene-LOC120036021_5				0	1	1	0	1	0	0	0	0
gene-LOC120036021_6				0	1	1	0	1	0	0	0	0
gene-LOC120036037	LOC120036037	NACHT, LRR and PYD domains-containing protein 1 homolog	protein_coding	1	1	1	0	1	0	0	0	0
gene-LOC120036038	LOC120036038	U1 spliceosomal RNA	snRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036038_1				0	1	1	0	1	0	0	0	0
gene-LOC120036038_2				0	1	1	0	1	0	0	0	0
gene-LOC120036038_3				0	1	1	0	1	0	0	0	0
gene-LOC120036038_4				0	1	1	0	1	0	0	0	0
gene-LOC120036038_5				0	1	1	0	1	0	0	0	0
gene-LOC120036038_6				0	1	1	0	1	0	0	0	0
gene-LOC120036038_7				0	1	1	0	1	0	0	0	0
gene-LOC120036038_8				0	1	1	0	1	0	0	0	0
gene-LOC120036041	LOC120036041	sal-like protein 1	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120036041_1				0	1	1	0	1	0	0	0	0
gene-LOC120036044	LOC120036044	18S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036052	LOC120036052	uncharacterized LOC120036052	protein_coding	7	1	1	0	1	0	0	0	0
gene-LOC120036053	LOC120036053	uncharacterized LOC120036053	protein_coding	7	1	1	0	1	0	0	0	0
gene-LOC120036067_1				0	1	1	0	1	0	0	0	0
gene-LOC120036084	LOC120036084	NLR family CARD domain-containing protein 3-like	protein_coding	0	1	1	0	0	1	0	0	0
gene-LOC120036084_5				0	1	1	0	1	0	0	0	0
gene-LOC120036098	LOC120036098	nuclear receptor subfamily 4 group A member 2-like	protein_coding	8	1	1	0	1	0	0	0	0
gene-LOC120036106	LOC120036106	NACHT, LRR and PYD domains-containing protein 1 homolog	protein_coding	1	1	1	0	0	1	0	0	0
gene-LOC120036106_1				0	1	1	0	1	0	0	0	0
gene-LOC120036113	LOC120036113	NACHT, LRR and PYD domains-containing protein 1 homolog	protein_coding	1	1	1	0	0	1	0	0	0
gene-LOC120036113_1				0	1	1	0	1	0	0	0	0
gene-LOC120036120	LOC120036120	disintegrin and metalloproteinase domain-containing protein 10-like	protein_coding	5	1	1	0	0	1	0	0	0
gene-LOC120036120_1				0	1	1	0	1	0	0	0	0
gene-LOC120036123	LOC120036123	U2 spliceosomal RNA	snRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036123_5				0	1	1	0	1	0	0	0	0
gene-LOC120036123_6				0	1	1	0	1	0	0	0	0
gene-LOC120036129	LOC120036129	microfibril-associated glycoprotein 4-like	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120036130	LOC120036130	uncharacterized LOC120036130	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036139	LOC120036139	mitochondrial glutamate carrier 1-like	protein_coding	5	1	1	0	1	0	0	0	0
gene-LOC120036149	LOC120036149	60S acidic ribosomal protein P2-like	protein_coding	5	1	1	0	1	0	0	0	0
gene-LOC120036150	LOC120036150	ferritin, heavy subunit	protein_coding	6	1	1	0	1	0	0	0	0
gene-LOC120036151	LOC120036151	protein lin-7 homolog C	protein_coding	8	1	1	0	1	0	0	0	0
gene-LOC120036152	LOC120036152	leucine-rich repeat-containing G-protein coupled receptor 4-like	protein_coding	2	1	1	0	1	0	0	0	0
gene-LOC120036153	LOC120036153	kinesin-like protein KIF18A	protein_coding	5	1	1	0	1	0	0	0	0
gene-LOC120036154	LOC120036154	brain-derived neurotrophic factor-like	protein_coding	11	1	1	0	1	0	0	0	0
gene-LOC120036155	LOC120036155	epsin-3-like	protein_coding	6	1	1	0	1	0	0	0	0
gene-LOC120036167	LOC120036167	uncharacterized LOC120036167	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036170	LOC120036170	extensin-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036171	LOC120036171	mitogen-activated protein kinase 6-like	protein_coding	7	1	1	0	1	0	0	0	0
gene-LOC120036183	LOC120036183	luc7-like protein 3	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120036184	LOC120036184	ankyrin repeat domain-containing protein 40-like	protein_coding	1	1	1	0	1	0	0	0	0
gene-LOC120036192	LOC120036192	pyruvate kinase PKM-like	protein_coding	5	1	1	0	1	0	0	0	0
gene-LOC120036195	LOC120036195	mitochondrial import inner membrane translocase subunit Tim21-like	protein_coding	2	1	1	0	0	1	0	0	0
gene-LOC120036195_1				0	1	1	0	1	0	0	0	0
gene-LOC120036205	LOC120036205	sodium-dependent neutral amino acid transporter B(0)AT1-like	protein_coding	2	1	1	0	0	1	0	0	0
gene-LOC120036205_1				0	1	1	0	1	0	0	0	0
gene-LOC120036205_2				0	1	1	0	1	0	0	0	0
gene-LOC120036220	LOC120036220	glyoxylate reductase/hydroxypyruvate reductase-like	protein_coding	5	1	1	0	0	1	0	0	0
gene-LOC120036220_1				0	1	1	0	1	0	0	0	0
gene-LOC120036220_2				0	1	1	0	1	0	0	0	0
gene-LOC120036220_3				0	1	1	0	1	0	0	0	0
gene-LOC120036222	LOC120036222	F-box only protein 10	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120036225	LOC120036225	extensin-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036232	LOC120036232	exocyst complex component 6	protein_coding	6	1	1	0	1	0	0	0	0
gene-LOC120036252	LOC120036252	gastrula zinc finger protein XlCGF17.1-like	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120036255	LOC120036255	zinc finger and SCAN domain-containing protein 31-like	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120036265	LOC120036265	uncharacterized LOC120036265	lncRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036265_1				0	1	1	0	1	0	0	0	0
gene-LOC120036268	LOC120036268	pneumococcal serine-rich repeat protein-like	protein_coding	5	1	1	1	0	0	0	0	0
gene-LOC120036274	LOC120036274	lysM and putative peptidoglycan-binding domain-containing protein 2-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036279	LOC120036279	40S ribosomal protein S15a	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120036298	LOC120036298	small nucleolar RNA SNORD31	snoRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036298_2				0	1	1	0	1	0	0	0	0
gene-LOC120036303	LOC120036303	ankyrin repeat domain-containing protein 1-like	protein_coding	3	1	1	0	0	1	0	0	0
gene-LOC120036303_1				0	1	1	0	1	0	0	0	0
gene-LOC120036315_1				0	1	1	0	1	0	0	0	0
gene-LOC120036321_1				0	1	1	0	1	0	0	0	0
gene-LOC120036329	LOC120036329	uncharacterized LOC120036329	protein_coding	1	1	1	0	1	0	0	0	0
gene-LOC120036330	LOC120036330	cytokine receptor-like factor 3	protein_coding	1	1	1	0	1	0	0	0	0
gene-LOC120036331_1				0	1	1	0	1	0	0	0	0
gene-LOC120036334	LOC120036334	cytokine receptor-like factor 3	protein_coding	1	1	1	0	1	0	0	0	0
gene-LOC120036336	LOC120036336	uncharacterized LOC120036336	protein_coding	1	1	1	0	1	0	0	0	0
gene-LOC120036339	LOC120036339	mpv17-like protein	protein_coding	2	1	1	0	1	0	0	0	0
gene-LOC120036340	LOC120036340	uncharacterized LOC120036340	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036341	LOC120036341	mpv17-like protein	protein_coding	2	1	1	0	1	0	0	0	0
gene-LOC120036342	LOC120036342	uncharacterized LOC120036342	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036343	LOC120036343	nuclear distribution protein nudE homolog 1-like	protein_coding	12	1	1	0	1	0	0	0	0
gene-LOC120036369	LOC120036369	proline-rich protein 2-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036379	LOC120036379	transport and Golgi organization protein 1 homolog	protein_coding	5	1	1	0	0	1	0	0	0
gene-LOC120036379_2				0	1	1	0	1	0	0	0	0
gene-LOC120036392	LOC120036392	5S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036393	LOC120036393	5S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036394	LOC120036394	5S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036395	LOC120036395	5S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036396	LOC120036396	5S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036400	LOC120036400	5S ribosomal RNA	rRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036400_1				0	1	1	0	1	0	0	0	0
gene-LOC120036402	LOC120036402	5S ribosomal RNA	rRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036402_1				0	1	1	0	1	0	0	0	0
gene-LOC120036402_2				0	1	1	0	1	0	0	0	0
gene-LOC120036408	LOC120036408	5S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036419	LOC120036419	5S ribosomal RNA	rRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036429	LOC120036429	uncharacterized LOC120036429	protein_coding	0	1	1	0	0	1	0	0	0
gene-LOC120036429_4				0	1	1	0	1	0	0	0	0
gene-LOC120036429_5				0	1	1	0	1	0	0	0	0
gene-LOC120036429_6				0	1	1	0	1	0	0	0	0
gene-LOC120036430	LOC120036430	uncharacterized LOC120036430	lncRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036430_1				0	1	1	0	1	0	0	0	0
gene-LOC120036431	LOC120036431	bone morphogenetic protein 8A-like	protein_coding	5	1	1	0	0	1	0	0	0
gene-LOC120036431_1				0	1	1	0	1	0	0	0	0
gene-LOC120036433	LOC120036433	uncharacterized LOC120036433	lncRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036433_10				0	1	1	0	1	0	0	0	0
gene-LOC120036433_11				0	1	1	0	1	0	0	0	0
gene-LOC120036433_12				0	1	1	0	1	0	0	0	0
gene-LOC120036433_9				0	1	1	0	1	0	0	0	0
gene-LOC120036434	LOC120036434	uncharacterized LOC120036434	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120036435	LOC120036435	testis-expressed protein 10 homolog	protein_coding	2	1	1	0	1	0	0	0	0
gene-LOC120036436	LOC120036436	meckelin-like	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120036438	LOC120036438	pyruvate dehydrogenase [acetyl-transferring]-phosphatase 1, mitochondrial-like	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120036452	LOC120036452	transmembrane emp24 domain-containing protein 3-like	protein_coding	8	1	1	0	1	0	0	0	0
gene-LOC120036460	LOC120036460	piggyBac transposable element-derived protein 4-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036463	LOC120036463	uncharacterized LOC120036463	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036464	LOC120036464	piggyBac transposable element-derived protein 4-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036468	LOC120036468	uncharacterized LOC120036468	lncRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036468_10				0	1	1	0	1	0	0	0	0
gene-LOC120036468_11				0	1	1	0	1	0	0	0	0
gene-LOC120036468_6				0	1	1	0	1	0	0	0	0
gene-LOC120036468_7				0	1	1	0	1	0	0	0	0
gene-LOC120036468_8				0	1	1	0	1	0	0	0	0
gene-LOC120036468_9				0	1	1	0	1	0	0	0	0
gene-LOC120036469	LOC120036469	zona pellucida sperm-binding protein 4-like	protein_coding	0	1	1	0	0	1	0	0	0
gene-LOC120036469_1				0	1	1	0	1	0	0	0	0
gene-LOC120036477	LOC120036477	uncharacterized LOC120036477	lncRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036477_1				0	1	1	0	1	0	0	0	0
gene-LOC120036492	LOC120036492	uncharacterized LOC120036492	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036498	LOC120036498	histone deacetylase 5-like	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120036502	LOC120036502	equistatin-like	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120036510	LOC120036510	rhotekin-like	protein_coding	5	1	1	0	1	0	0	0	0
gene-LOC120036514	LOC120036514	piggyBac transposable element-derived protein 4-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036516	LOC120036516	piggyBac transposable element-derived protein 4-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036517	LOC120036517	piggyBac transposable element-derived protein 4-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036519	LOC120036519	uncharacterized LOC120036519	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036520	LOC120036520	uncharacterized LOC120036520	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036521	LOC120036521	uncharacterized LOC120036521	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036522	LOC120036522	uncharacterized LOC120036522	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036523	LOC120036523	uncharacterized LOC120036523	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036524	LOC120036524	uncharacterized LOC120036524	lncRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036524_1				0	1	1	0	1	0	0	0	0
gene-LOC120036534	LOC120036534	small nucleolar RNA SNORD22	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036537	LOC120036537	small nucleolar RNA SNORD22	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036538	LOC120036538	small nucleolar RNA SNORD22	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036544	LOC120036544	small nucleolar RNA SNORD22	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036545	LOC120036545	small nucleolar RNA SNORD22	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036548	LOC120036548	small nucleolar RNA SNORD22	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036549	LOC120036549	small nucleolar RNA SNORD29	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036549_1				0	1	1	0	1	0	0	0	0
gene-LOC120036550	LOC120036550	small nucleolar RNA SNORD29	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036552	LOC120036552	small nucleolar RNA SNORD29	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036554	LOC120036554	small nucleolar RNA SNORD30	snoRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036554_1				0	1	1	0	1	0	0	0	0
gene-LOC120036557	LOC120036557	small nucleolar RNA SNORD29	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036562	LOC120036562	small nucleolar RNA SNORD31	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036563	LOC120036563	small nucleolar RNA SNORD31	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036564	LOC120036564	small nucleolar RNA SNORD31	snoRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036564_1				0	1	1	0	1	0	0	0	0
gene-LOC120036565	LOC120036565	small nucleolar RNA SNORD31	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036567	LOC120036567	small nucleolar RNA SNORD31	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036568	LOC120036568	small nucleolar RNA SNORD31	snoRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036568_1				0	1	1	0	1	0	0	0	0
gene-LOC120036570	LOC120036570	small nucleolar RNA SNORD31	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036574	LOC120036574	small nucleolar RNA SNORD31	snoRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036574_1				0	1	1	0	1	0	0	0	0
gene-LOC120036591	LOC120036591	small nucleolar RNA SNORD31	snoRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036615	LOC120036615	CMRF35-like molecule 1	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036616	LOC120036616	zinc finger protein 418-like	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120036623	LOC120036623	piggyBac transposable element-derived protein 4-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036647	LOC120036647	choline transporter-like protein 4	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120036649	LOC120036649	vicilin-like seed storage protein At2g18540	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036652	LOC120036652	casein kinase II subunit beta-like	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120036653	LOC120036653	potassium channel subfamily K member 5-like	protein_coding	4	1	1	0	1	0	0	0	0
gene-LOC120036654	LOC120036654	serum paraoxonase/arylesterase 2-like	protein_coding	1	1	1	0	1	0	0	0	0
gene-LOC120036656	LOC120036656	serum paraoxonase/arylesterase 2-like	protein_coding	1	1	1	0	1	0	0	0	0
gene-LOC120036659	LOC120036659	steroid 21-hydroxylase	protein_coding	6	1	1	0	1	0	0	0	0
gene-LOC120036664	LOC120036664	endonuclease domain-containing 1 protein-like	protein_coding	3	1	1	0	1	0	0	0	0
gene-LOC120036666	LOC120036666	voltage-dependent P/Q-type calcium channel subunit alpha-1A-like	protein_coding	6	1	1	0	1	0	0	0	0
gene-LOC120036671	LOC120036671	mRNA-decapping enzyme 1B-like	protein_coding	6	1	1	0	1	0	0	0	0
gene-LOC120036678	LOC120036678	uncharacterized LOC120036678	lncRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036678_6				0	1	1	0	1	0	0	0	0
gene-LOC120036679	LOC120036679	uncharacterized LOC120036679	lncRNA	0	1	1	0	1	0	0	0	0
gene-LOC120036682	LOC120036682	cysteine-rich hydrophobic domain-containing protein 2	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036685_1				0	1	1	0	1	0	0	0	0
gene-LOC120036685_2				0	1	1	0	1	0	0	0	0
gene-LOC120036686_1				0	1	1	0	1	0	0	0	0
gene-LOC120036686_2				0	1	1	0	1	0	0	0	0
gene-LOC120036686_3				0	1	1	0	1	0	0	0	0
gene-LOC120036686_4				0	1	1	0	1	0	0	0	0
gene-LOC120036686_5				0	1	1	0	1	0	0	0	0
gene-LOC120036686_6				0	1	1	0	1	0	0	0	0
gene-LOC120036686_7				0	1	1	0	1	0	0	0	0
gene-LOC120036686_8				0	1	1	0	1	0	0	0	0
gene-LOC120036691	LOC120036691	NLR family CARD domain-containing protein 3-like	protein_coding	0	1	1	0	1	0	0	0	0
gene-LOC120036703	LOC120036703	small nucleolar RNA U3	snoRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036703_5				0	1	1	0	1	0	0	0	0
gene-LOC120036703_6				0	1	1	0	1	0	0	0	0
gene-LOC120036703_7				0	1	1	0	1	0	0	0	0
gene-LOC120036704	LOC120036704	small nucleolar RNA U3	snoRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036704_15				0	1	1	0	1	0	0	0	0
gene-LOC120036704_16				0	1	1	0	1	0	0	0	0
gene-LOC120036705	LOC120036705	small nucleolar RNA U3	snoRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036705_3				0	1	1	0	1	0	0	0	0
gene-LOC120036705_4				0	1	1	0	1	0	0	0	0
gene-LOC120036705_5				0	1	1	0	1	0	0	0	0
gene-LOC120036705_6				0	1	1	0	1	0	0	0	0
gene-LOC120036705_7				0	1	1	0	1	0	0	0	0
gene-LOC120036705_8				0	1	1	0	1	0	0	0	0
gene-LOC120036706	LOC120036706	small nucleolar RNA U3	snoRNA	0	1	1	0	0	1	0	0	0
gene-LOC120036706_10				0	1	1	0	1	0	0	0	0
gene-LOC120036706_11				0	1	1	0	1	0	0	0	0
gene-LOC120036706_12				0	1	1	0	1	0	0	0	0
