gene_id	symbol	geneid	biotype	chrom	start	end	strand	is_named	product	n_go	go_bp	go_mf	go_cc	go_terms
gene-LOC120028280	LOC120028280	120028280	protein_coding	NC_052340.1	19847131	19876733	+	0	vacuolar protein sorting-associated protein 53 homolog	2	1	0	1	GO:0000938|GO:0042147
gene-LOC120028281	LOC120028281	120028281	protein_coding	NC_052340.1	19878459	19881368	+	0	refilin-B-like	6	4	1	1	GO:0031005|GO:0032432|GO:0048705|GO:0061182|GO:0061572|GO:1900158
gene-LOC120028282	LOC120028282	120028282	pseudogene	NC_052308.1	80391478	80391606	+	0		0	0	0	0	
gene-LOC120028284	LOC120028284	120028284	protein_coding	NC_052340.1	8665236	8669417	-	0	hepatocyte nuclear factor 3-beta-like	7	3	4	0	GO:0000978|GO:0000981|GO:0006357|GO:0008134|GO:0009653|GO:0019904|GO:0030154
gene-LOC120028285	LOC120028285	120028285	protein_coding	NC_052340.1	18092430	18113872	+	0	hepatocyte nuclear factor 1-beta-A-like	8	5	2	1	GO:0000978|GO:0000981|GO:0001889|GO:0005634|GO:0006357|GO:0030073|GO:0031016|GO:0045893
gene-LOC120028286	LOC120028286	120028286	snRNA	NC_052308.1	33044323	33044459	-	0	U4 spliceosomal RNA	0	0	0	0	
gene-LOC120028287	LOC120028287	120028287	protein_coding	NC_052340.1	12056448	12084307	+	0	gap junction delta-2 protein-like	2	1	0	1	GO:0005922|GO:0007154
gene-LOC120028288	LOC120028288	120028288	protein_coding	NC_052340.1	31599745	31608658	+	0	NACHT, LRR and PYD domains-containing protein 3-like	1	0	1	0	GO:0005515
gene-LOC120028289	LOC120028289	120028289	snRNA	NC_052308.1	33049758	33049894	-	0	U4 spliceosomal RNA	0	0	0	0	
gene-LOC120028290	LOC120028290	120028290	protein_coding	NC_052340.1	9663385	9721850	+	0	unconventional myosin-Ic-like	11	2	3	6	GO:0000146|GO:0005524|GO:0005737|GO:0005886|GO:0005902|GO:0007015|GO:0015629|GO:0016459|GO:0030050|GO:0031982|GO:0051015
gene-LOC120028291	LOC120028291	120028291	protein_coding	NC_052340.1	9721932	9728148	+	0	protein NLRC3-like	0	0	0	0	
gene-LOC120028293	LOC120028293	120028293	protein_coding	NC_052340.1	23350907	23402997	-	0	rho GTPase-activating protein 32-like	9	1	3	5	GO:0001650|GO:0005096|GO:0005515|GO:0005654|GO:0005794|GO:0005938|GO:0007264|GO:0015629|GO:0035091
gene-LOC120028294	LOC120028294	120028294	snRNA	NC_052308.1	33051011	33051147	-	0	U4 spliceosomal RNA	0	0	0	0	
gene-LOC120028295	LOC120028295	120028295	protein_coding	NC_052340.1	20770909	20780788	+	0	T-box transcription factor TBX2b-like	6	3	2	1	GO:0000978|GO:0000981|GO:0001708|GO:0005634|GO:0006357|GO:0045893
gene-LOC120028296	LOC120028296	120028296	protein_coding	NC_052340.1	15929992	15937857	-	0	spartin-like	3	2	0	1	GO:0005886|GO:0030514|GO:0051301
gene-LOC120028297	LOC120028297	120028297	snRNA	NC_052308.1	33059887	33060023	+	0	U4 spliceosomal RNA	0	0	0	0	
gene-LOC120028299	LOC120028299	120028299	protein_coding	NC_052340.1	15985476	15990876	+	0	40S ribosomal protein S3	6	2	2	2	GO:0003723|GO:0003735|GO:0005634|GO:0006412|GO:0022627|GO:2001235
gene-LOC120028301	LOC120028301	120028301	protein_coding	NC_052340.1	3535114	3539881	+	0	neurogranin-like	2	1	1	0	GO:0005516|GO:0040008
gene-LOC120028302	LOC120028302	120028302	protein_coding	NC_052340.1	4724931	4772096	+	0	protein jagged-1b-like	5	3	1	1	GO:0005509|GO:0007154|GO:0007219|GO:0007275|GO:0016020
gene-LOC120028303	LOC120028303	120028303	snRNA	NC_052308.1	33081464	33081600	-	0	U4 spliceosomal RNA	0	0	0	0	
gene-LOC120028304	LOC120028304	120028304	protein_coding	NC_052340.1	452497	461078	+	0	eukaryotic translation initiation factor 4H-like	1	0	1	0	GO:0003723
gene-LOC120028305	LOC120028305	120028305	protein_coding	NC_052340.1	27110581	27189880	-	0	serine/threonine-protein kinase ULK2-like	10	6	2	2	GO:0004674|GO:0005524|GO:0005737|GO:0005776|GO:0006914|GO:0010508|GO:0018105|GO:0046777|GO:0048675|GO:1905037
gene-LOC120028306	LOC120028306	120028306	protein_coding	NC_052340.1	31649069	31691008	-	0	von Willebrand factor A domain-containing protein 5A-like	0	0	0	0	
gene-LOC120028307	LOC120028307	120028307	snRNA	NC_052308.1	32420150	32420310	+	0	U1 spliceosomal RNA	0	0	0	0	
gene-LOC120028308	LOC120028308	120028308	protein_coding	NC_052340.1	7494209	7496796	+	0	mRNA decay activator protein ZFP36-like	2	0	2	0	GO:0003729|GO:0046872
gene-LOC120028311	LOC120028311	120028311	protein_coding	NC_052340.1	4295403	4370591	-	0	cell surface glycoprotein MUC18-like	0	0	0	0	
gene-LOC120028312	LOC120028312	120028312	snRNA	NC_052308.1	33082717	33082853	-	0	U4 spliceosomal RNA	0	0	0	0	
gene-LOC120028314	LOC120028314	120028314	protein_coding	NC_052340.1	30267927	30289158	+	0	WD repeat and FYVE domain-containing protein 1-like	2	0	2	0	GO:0005515|GO:0046872
gene-LOC120028315	LOC120028315	120028315	protein_coding	NC_052340.1	11772420	11797550	+	0	zinc finger FYVE domain-containing protein 1-like	1	0	1	0	GO:0046872
gene-LOC120028316	LOC120028316	120028316	protein_coding	NC_052340.1	11812458	11834757	-	0	numb-like protein	0	0	0	0	
gene-LOC120028317	LOC120028317	120028317	protein_coding	NC_052340.1	19140198	19140848	-	0	claudin-4-like	5	2	1	2	GO:0005198|GO:0005886|GO:0005923|GO:0007155|GO:0070830
gene-LOC120028318	LOC120028318	120028318	protein_coding	NC_052340.1	33526878	33593109	-	0	stromal interaction molecule 1-like	8	3	3	2	GO:0002115|GO:0005246|GO:0005509|GO:0005515|GO:0005783|GO:0005886|GO:0006874|GO:0032237
gene-LOC120028319	LOC120028319	120028319	protein_coding	NC_052340.1	15436700	15564381	+	0	stAR-related lipid transfer protein 13-like	6	3	3	0	GO:0005096|GO:0005515|GO:0007165|GO:0008289|GO:0030036|GO:0035023
gene-LOC120028320	LOC120028320	120028320	snRNA	NC_052308.1	33083971	33084107	-	0	U4 spliceosomal RNA	0	0	0	0	
gene-LOC120028321	LOC120028321	120028321	protein_coding	NC_052340.1	1436617	1469824	-	0	interleukin-1 receptor accessory protein	2	2	0	0	GO:0007165|GO:0051092
gene-LOC120028322	LOC120028322	120028322	lncRNA	NC_052340.1	1436615	1441257	+	0	uncharacterized LOC120028322	0	0	0	0	
gene-LOC120028323	LOC120028323	120028323	protein_coding	NC_052340.1	28995596	28999690	-	0	serpin H1-like	5	2	1	2	GO:0004867|GO:0005615|GO:0005783|GO:0010951|GO:0030199
gene-LOC120028324	LOC120028324	120028324	protein_coding	NC_052340.1	3055805	3112415	-	0	serine/threonine-protein kinase SIK2-like	7	3	3	1	GO:0000226|GO:0004674|GO:0005524|GO:0005737|GO:0006468|GO:0035556|GO:0050321
gene-LOC120028325	LOC120028325	120028325	snRNA	NC_052308.1	76505442	76505548	-	0	U6 spliceosomal RNA	0	0	0	0	
gene-LOC120028326	LOC120028326	120028326	protein_coding	NC_052340.1	9778849	9791676	+	0	inositol polyphosphate 5-phosphatase K-like	12	5	3	4	GO:0001726|GO:0004439|GO:0005737|GO:0005783|GO:0005886|GO:0016312|GO:0033137|GO:0034485|GO:0045719|GO:0046627|GO:0046856|GO:0051898
gene-LOC120028327	LOC120028327	120028327	protein_coding	NC_052340.1	24807740	24834218	-	0	clathrin heavy chain 1-like	12	4	2	6	GO:0000278|GO:0005198|GO:0005819|GO:0006886|GO:0006898|GO:0030130|GO:0030132|GO:0032051|GO:0045334|GO:0048268|GO:0070062|GO:0071439
gene-LOC120028329	LOC120028329	120028329	snoRNA	NC_052308.1	5892238	5892460	-	0	small nucleolar RNA SNORA73 family	0	0	0	0	
gene-LOC120028331	LOC120028331	120028331	lncRNA	NC_052340.1	26603323	26631743	+	0	uncharacterized LOC120028331	0	0	0	0	
gene-LOC120028332	LOC120028332	120028332	protein_coding	NC_052340.1	1643382	1658130	+	0	claudin-19-like	5	2	1	2	GO:0005198|GO:0005886|GO:0005923|GO:0007155|GO:0070830
gene-LOC120028333	LOC120028333	120028333	protein_coding	NC_052340.1	11544626	11560818	-	0	centrosomal protein of 164 kDa-like	1	0	1	0	GO:0005515
gene-LOC120028334	LOC120028334	120028334	protein_coding	NC_052340.1	11510804	11544968	+	0	SID1 transmembrane family member 2-like	1	0	0	1	GO:0016020
gene-LOC120028335	LOC120028335	120028335	snoRNA	NC_052308.1	62102141	62102268	-	0	small nucleolar RNA SNORA71	0	0	0	0	
gene-LOC120028336	LOC120028336	120028336	protein_coding	NC_052340.1	13827635	13868112	-	0	alpha-2-macroglobulin-like	3	0	1	2	GO:0004866|GO:0005576|GO:0005615
gene-LOC120028337	LOC120028337	120028337	protein_coding	NC_052340.1	13913281	13947804	-	0	alpha-2-macroglobulin-like	3	0	1	2	GO:0004866|GO:0005576|GO:0005615
gene-LOC120028338	LOC120028338	120028338	protein_coding	NC_052340.1	13749601	13761835	-	0	pregnancy zone protein-like	1	0	0	1	GO:0005576
gene-LOC120028339	LOC120028339	120028339	snRNA	NC_052308.1	20484034	20484087	-	0	U7 small nuclear RNA	0	0	0	0	
gene-LOC120028340	LOC120028340	120028340	lncRNA	NC_052340.1	13946703	13950998	+	0	uncharacterized LOC120028340	0	0	0	0	
gene-LOC120028341	LOC120028341	120028341	lncRNA	NC_052340.1	13886261	13886965	-	0	uncharacterized LOC120028341	0	0	0	0	
gene-LOC120028342	LOC120028342	120028342	protein_coding	NC_052340.1	24835180	24868593	-	0	vasodilator-stimulated phosphoprotein-like	6	4	2	0	GO:0001843|GO:0005522|GO:0007411|GO:0017124|GO:0030036|GO:0030838
gene-LOC120028344	LOC120028344	120028344	protein_coding	NC_052340.1	2139565	2158560	+	0	RNA-binding protein FUS-like	4	1	2	1	GO:0003712|GO:0003723|GO:0005634|GO:0006355
gene-LOC120028345	LOC120028345	120028345	snRNA	NC_052308.1	47168331	47168387	-	0	U7 small nuclear RNA	0	0	0	0	
gene-LOC120028346	LOC120028346	120028346	protein_coding	NC_052340.1	39981333	40017882	-	0	protein-tyrosine sulfotransferase 1-like	3	1	1	1	GO:0005794|GO:0006478|GO:0008476
gene-LOC120028347	LOC120028347	120028347	protein_coding	NC_052340.1	9639637	9645810	+	0	adapter molecule crk-like	1	0	1	0	GO:0005515
gene-LOC120028348	LOC120028348	120028348	protein_coding	NC_052340.1	3018272	3037955	+	0	serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	5	1	2	2	GO:0000159|GO:0005515|GO:0005737|GO:0006470|GO:0019888
gene-LOC120028349	LOC120028349	120028349	protein_coding	NC_052340.1	5782468	5787166	+	0	reticulon-2-like	0	0	0	0	
gene-LOC120028350	LOC120028350	120028350	protein_coding	NC_052340.1	39715771	39722914	+	0	intraflagellar transport protein 20 homolog	7	3	0	4	GO:0005794|GO:0005813|GO:0005929|GO:0030992|GO:0042073|GO:0051642|GO:0061512
gene-LOC120028351	LOC120028351	120028351	snRNA	NC_052308.1	20562397	20562451	+	0	U7 small nuclear RNA	0	0	0	0	
gene-LOC120028352	LOC120028352	120028352	protein_coding	NC_052340.1	2001198	2009676	-	0	probable signal peptidase complex subunit 2	4	2	0	2	GO:0005787|GO:0006465|GO:0016020|GO:0045047
gene-LOC120028355	LOC120028355	120028355	protein_coding	NC_052340.1	19264360	19272774	-	0	protein NipSnap homolog 2-like	1	0	0	1	GO:0005739
gene-LOC120028356	LOC120028356	120028356	protein_coding	NC_052340.1	19251589	19263727	+	0	phosphoserine phosphatase-like	5	2	2	1	GO:0000287|GO:0005737|GO:0006564|GO:0016311|GO:0036424
gene-LOC120028358	LOC120028358	120028358	snRNA	NC_052308.1	60766903	60766957	+	0	U7 small nuclear RNA	0	0	0	0	
gene-LOC120028359	LOC120028359	120028359	protein_coding	NC_052340.1	8403327	8455983	+	0	latent-transforming growth factor beta-binding protein 4-like	2	0	2	0	GO:0005509|GO:0050431
gene-LOC120028360	LOC120028360	120028360	protein_coding	NC_052340.1	17660441	17806831	-	0	membrane-associated phosphatidylinositol transfer protein 3-like	7	1	5	1	GO:0005737|GO:0008525|GO:0008526|GO:0015914|GO:0031210|GO:0035091|GO:0046872
gene-LOC120028361	LOC120028361	120028361	protein_coding	NC_052340.1	31781160	31804127	-	0	RAC-beta serine/threonine-protein kinase	3	1	2	0	GO:0004674|GO:0005524|GO:0006468
gene-LOC120028362	LOC120028362	120028362	protein_coding	NC_052340.1	28283580	28287141	-	0	cell surface glycoprotein 1-like	0	0	0	0	
gene-LOC120028363	LOC120028363	120028363	snRNA	NC_052308.1	11516703	11516756	+	0	U7 small nuclear RNA	0	0	0	0	
gene-LOC120028364	LOC120028364	120028364	pseudogene	NC_052340.1	28219661	28322190	+	0		0	0	0	0	
gene-LOC120028365	LOC120028365	120028365	protein_coding	NC_052340.1	13973847	13978373	+	0	uncharacterized LOC120028365	4	1	2	1	GO:0000977|GO:0001228|GO:0005634|GO:0006357
gene-LOC120028366	LOC120028366	120028366	protein_coding	NC_052340.1	12047189	12052133	+	0	ribosome biogenesis protein NOP53-like	4	2	1	1	GO:0000027|GO:0005730|GO:0006364|GO:0008097
gene-LOC120028367	LOC120028367	120028367	protein_coding	NC_052340.1	8551594	8554528	+	0	flavin reductase (NADPH)-like	0	0	0	0	
gene-LOC120028368	LOC120028368	120028368	protein_coding	NC_052340.1	34322860	34335042	-	0	calcium-binding protein 39	2	1	1	0	GO:0035556|GO:0043539
gene-LOC120028369	LOC120028369	120028369	lncRNA	NC_052340.1	37454574	37459887	+	0	uncharacterized LOC120028369	0	0	0	0	
gene-LOC120028370	LOC120028370	120028370	pseudogene	NC_052308.1	45313322	45313471	+	0		0	0	0	0	
gene-LOC120028371	LOC120028371	120028371	protein_coding	NC_052340.1	2277074	2284774	-	0	uncharacterized LOC120028371	0	0	0	0	
gene-LOC120028374	LOC120028374	120028374	snRNA	NC_052308.1	58973246	58973299	+	0	U7 small nuclear RNA	0	0	0	0	
gene-LOC120028375	LOC120028375	120028375	protein_coding	NC_052340.1	40413389	40421977	-	0	THAP domain-containing protein 5-like	0	0	0	0	
gene-LOC120028377	LOC120028377	120028377	protein_coding	NC_052340.1	16656541	16658170	-	0	uncharacterized LOC120028377	4	1	2	1	GO:0005143|GO:0005576|GO:0006955|GO:0008083
gene-LOC120028378	LOC120028378	120028378	protein_coding	NC_052340.1	2235157	2239512	-	0	uncharacterized LOC120028378	0	0	0	0	
gene-LOC120028379	LOC120028379	120028379	protein_coding	NC_052340.1	2251285	2267323	+	0	uncharacterized LOC120028379	0	0	0	0	
gene-LOC120028380	LOC120028380	120028380	snoRNA	NC_052308.1	36866744	36866892	-	0	small nucleolar RNA SNORD15	0	0	0	0	
gene-LOC120028381	LOC120028381	120028381	protein_coding	NC_052340.1	5871603	5885285	+	0	ras-related protein Rab-4B-like	5	2	2	1	GO:0003924|GO:0005525|GO:0005768|GO:0030100|GO:0032482
gene-LOC120028382	LOC120028382	120028382	protein_coding	NC_052340.1	24174491	24197965	-	0	vacuole membrane protein 1-like	5	2	0	3	GO:0005783|GO:0006914|GO:0007030|GO:0012505|GO:0016020
gene-LOC120028383	LOC120028383	120028383	snoRNA	NC_052308.1	67592405	67592546	-	0	small nucleolar RNA SNORA62/SNORA6 family	0	0	0	0	
gene-LOC120028384	LOC120028384	120028384	protein_coding	NC_052340.1	9583970	9586380	-	0	transmembrane protein 199-like	2	1	0	1	GO:0012505|GO:0070072
gene-LOC120028386	LOC120028386	120028386	protein_coding	NC_052340.1	19614103	19621874	+	0	septin-4	10	2	3	5	GO:0003924|GO:0005525|GO:0005940|GO:0008021|GO:0015630|GO:0017157|GO:0031105|GO:0032153|GO:0060090|GO:0061640
gene-LOC120028387	LOC120028387	120028387	protein_coding	NC_052340.1	15357454	15369797	-	0	uncharacterized LOC120028387	0	0	0	0	
gene-LOC120028388	LOC120028388	120028388	protein_coding	NC_052340.1	22859525	22909739	+	0	leucine-rich repeat and fibronectin type III domain-containing protein 1-like	1	0	1	0	GO:0005515
gene-LOC120028389	LOC120028389	120028389	snoRNA	NC_052308.1	36867251	36867379	-	0	small nucleolar RNA SNORA63	0	0	0	0	
gene-LOC120028392	LOC120028392	120028392	protein_coding	NC_052340.1	27765178	27963385	-	0	unconventional myosin-XVIIIa-like	4	0	3	1	GO:0003774|GO:0005515|GO:0005524|GO:0016459
gene-LOC120028393	LOC120028393	120028393	protein_coding	NC_052340.1	17435365	17465278	+	0	reticulon-4 receptor-like 1	2	0	1	1	GO:0005515|GO:0005886
gene-LOC120028394	LOC120028394	120028394	protein_coding	NC_052340.1	17627907	17635986	+	0	multidrug and toxin extrusion protein 1-like	4	1	2	1	GO:0015297|GO:0016020|GO:0042910|GO:1990961
gene-LOC120028395	LOC120028395	120028395	snoRNA	NC_052308.1	36867749	36867877	-	0	small nucleolar RNA SNORA63	0	0	0	0	
gene-LOC120028396	LOC120028396	120028396	pseudogene	NC_052340.1	17926626	17928131	-	0		0	0	0	0	
gene-LOC120028397	LOC120028397	120028397	protein_coding	NC_052340.1	17938777	17944249	+	0	protein KIAA0100-like	0	0	0	0	
gene-LOC120028398	LOC120028398	120028398	protein_coding	NC_052340.1	17944476	17972662	+	0	protein KIAA0100-like	0	0	0	0	
gene-LOC120028399	LOC120028399	120028399	protein_coding	NC_052340.1	18188317	18202425	-	0	transcriptional adapter 2-alpha-like	9	3	4	2	GO:0003682|GO:0003713|GO:0005515|GO:0005634|GO:0006338|GO:0006357|GO:0008270|GO:0035066|GO:0070461
gene-LOC120028400	LOC120028400	120028400	pseudogene	NC_052340.1	18340935	18349709	-	0		0	0	0	0	
gene-LOC120028402	LOC120028402	120028402	pseudogene	NC_052340.1	18426296	18455083	-	0		0	0	0	0	
gene-LOC120028403	LOC120028403	120028403	snoRNA	NC_052308.1	61961504	61961637	-	0	small nucleolar RNA SNORA70	0	0	0	0	
gene-LOC120028404	LOC120028404	120028404	protein_coding	NC_052340.1	18494727	18499658	+	0	carbonic anhydrase 4-like	3	0	2	1	GO:0004089|GO:0005886|GO:0008270
gene-LOC120028405	LOC120028405	120028405	protein_coding	NC_052340.1	18504093	18505346	-	0	RIMS-binding protein 2-like	2	1	1	0	GO:0005515|GO:0007274
gene-LOC120028406	LOC120028406	120028406	protein_coding	NC_052340.1	18529028	18531849	-	0	heat shock protein beta-1-like	3	2	1	0	GO:0009408|GO:0042026|GO:0044183
gene-LOC120028407	LOC120028407	120028407	pseudogene	NC_052340.1	18558277	18560315	-	0		0	0	0	0	
gene-LOC120028408	LOC120028408	120028408	protein_coding	NC_052340.1	18576243	18588187	-	0	prolyl 4-hydroxylase subunit alpha-3-like	6	1	4	1	GO:0004656|GO:0005506|GO:0005515|GO:0005783|GO:0018401|GO:0031418
gene-LOC120028409	LOC120028409	120028409	pseudogene	NC_052340.1	18590658	18591591	-	0		0	0	0	0	
gene-LOC120028410	LOC120028410	120028410	snoRNA	NC_052308.1	49686108	49686239	+	0	small nucleolar RNA SNORA57	0	0	0	0	
gene-LOC120028411	LOC120028411	120028411	protein_coding	NC_052340.1	18622988	18623944	-	0	odorant receptor 131-2-like	3	1	1	1	GO:0004930|GO:0007186|GO:0016020
gene-LOC120028412	LOC120028412	120028412	pseudogene	NC_052340.1	18770199	18785262	-	0		0	0	0	0	
gene-LOC120028413	LOC120028413	120028413	protein_coding	NC_052340.1	18785891	18789237	-	0	uncharacterized LOC120028413	0	0	0	0	
gene-LOC120028414	LOC120028414	120028414	protein_coding	NC_052340.1	19138441	19139127	-	0	claudin-4-like	5	2	1	2	GO:0005198|GO:0005886|GO:0005923|GO:0007155|GO:0070830
gene-LOC120028415	LOC120028415	120028415	pseudogene	NC_052340.1	19147733	19148335	-	0		0	0	0	0	
gene-LOC120028416	LOC120028416	120028416	protein_coding	NC_052340.1	19387545	19467602	+	0	elastin-like	2	0	1	1	GO:0005201|GO:0062023
gene-LOC120028417	LOC120028417	120028417	protein_coding	NC_052340.1	19814784	19839910	-	0	TLC domain-containing protein 2-like	5	4	0	1	GO:0005886|GO:0007009|GO:0055091|GO:0071709|GO:0097035
gene-LOC120028418	LOC120028418	120028418	snoRNA	NC_052308.1	45168464	45168530	+	0	small nucleolar RNA SNORD57	0	0	0	0	
gene-LOC120028420	LOC120028420	120028420	pseudogene	NC_052340.1	20160002	20182943	-	0		0	0	0	0	
gene-LOC120028421	LOC120028421	120028421	protein_coding	NC_052340.1	20225516	20228660	+	0	beta-crystallin B1-like	3	2	1	0	GO:0002088|GO:0005212|GO:0007601
gene-LOC120028422	LOC120028422	120028422	protein_coding	NC_052340.1	20273471	20285052	-	0	forkhead box protein N1-like	3	1	2	0	GO:0000976|GO:0000981|GO:0006357
gene-LOC120028423	LOC120028423	120028423	pseudogene	NC_052340.1	20918823	20976057	-	0		0	0	0	0	
gene-LOC120028424	LOC120028424	120028424	protein_coding	NC_052340.1	21010567	21195581	+	0	protocadherin-16-like	3	1	1	1	GO:0005509|GO:0005886|GO:0007156
gene-LOC120028425	LOC120028425	120028425	protein_coding	NC_052340.1	21302401	21314731	+	0	inverted formin-2-like	0	0	0	0	
gene-LOC120028426	LOC120028426	120028426	snoRNA	NC_052308.1	61988269	61988403	-	0	small nucleolar RNA SNORA5	0	0	0	0	
gene-LOC120028427	LOC120028427	120028427	protein_coding	NC_052340.1	21436040	21565741	+	0	calsyntenin-2-like	8	2	4	2	GO:0001540|GO:0005509|GO:0009986|GO:0019894|GO:0042988|GO:0045211|GO:0050806|GO:0051965
gene-LOC120028428	LOC120028428	120028428	protein_coding	NC_052340.1	21568743	21571410	+	0	tripartite motif-containing protein 42-like	2	0	2	0	GO:0005515|GO:0008270
gene-LOC120028429	LOC120028429	120028429	protein_coding	NC_052340.1	21678135	21713078	+	0	2-phosphoxylose phosphatase 1-like	5	3	1	1	GO:0005794|GO:0006024|GO:0016311|GO:0016791|GO:0050650
gene-LOC120028430	LOC120028430	120028430	protein_coding	NC_052340.1	21955511	21970936	+	0	cytoplasmic dynein 2 heavy chain 1-like	5	1	3	1	GO:0007018|GO:0008569|GO:0030286|GO:0045505|GO:0051959
gene-LOC120028431	LOC120028431	120028431	protein_coding	NC_052340.1	21971796	22093555	-	0	cytoplasmic dynein 2 heavy chain 1	7	1	5	1	GO:0005524|GO:0007018|GO:0008569|GO:0016887|GO:0030286|GO:0045505|GO:0051959
gene-LOC120028432	LOC120028432	120028432	protein_coding	NC_052340.1	22301316	22325998	-	0	metabotropic glutamate receptor 5-like	7	3	3	1	GO:0001640|GO:0007216|GO:0051966|GO:0098839|GO:0099530|GO:0099553|GO:0099583
gene-LOC120028433	LOC120028433	120028433	snoRNA	NC_052308.1	61989726	61989862	-	0	small nucleolar RNA SNORA5	0	0	0	0	
gene-LOC120028434	LOC120028434	120028434	protein_coding	NC_052340.1	22457702	22491759	+	0	phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2A-like	0	0	0	0	
gene-LOC120028435	LOC120028435	120028435	protein_coding	NC_052340.1	22916645	22947327	+	0	dixin-A-like	2	1	0	1	GO:0005829|GO:0060070
gene-LOC120028436	LOC120028436	120028436	protein_coding	NC_052340.1	22950388	22961850	-	0	transmembrane protease serine 5-like	2	1	1	0	GO:0004252|GO:0006508
gene-LOC120028437	LOC120028437	120028437	protein_coding	NC_052340.1	22963675	22994315	-	0	zinc finger and BTB domain-containing protein 16-A-like	4	3	1	0	GO:0000122|GO:0001817|GO:0002682|GO:0005515
gene-LOC120028438	LOC120028438	120028438	protein_coding	NC_052340.1	22998960	23144439	-	0	neural cell adhesion molecule 1-like	3	1	1	1	GO:0005515|GO:0007155|GO:0016020
gene-LOC120028439	LOC120028439	120028439	protein_coding	NC_052340.1	23288366	23333967	+	0	cell adhesion molecule 1-like	7	3	1	3	GO:0005102|GO:0005886|GO:0008037|GO:0042271|GO:0043005|GO:0045202|GO:0051606
gene-LOC120028440	LOC120028440	120028440	protein_coding	NC_052340.1	23420092	23518033	-	0	protein turtle homolog B-like	2	1	1	0	GO:0005515|GO:0098609
gene-LOC120028441	LOC120028441	120028441	snRNA	NC_052308.1	33027919	33028060	-	0	U4 spliceosomal RNA	0	0	0	0	
gene-LOC120028442	LOC120028442	120028442	protein_coding	NC_052340.1	23535147	23548409	+	0	junctional adhesion molecule 3B-like	4	2	2	0	GO:0001525|GO:0007155|GO:0042803|GO:0046982
gene-LOC120028443	LOC120028443	120028443	pseudogene	NC_052340.1	23557974	23559201	-	0		0	0	0	0	
gene-LOC120028444	LOC120028444	120028444	protein_coding	NC_052340.1	23699535	23728972	+	0	roundabout homolog 2-like	1	0	1	0	GO:0005515
gene-LOC120028445	LOC120028445	120028445	protein_coding	NC_052340.1	23852704	23856490	+	0	zona pellucida-like domain-containing protein 1	2	0	0	2	GO:0005615|GO:0009986
gene-LOC120028446	LOC120028446	120028446	pseudogene	NC_052340.1	23859718	23863640	+	0		0	0	0	0	
gene-LOC120028447	LOC120028447	120028447	pseudogene	NC_052340.1	24003243	24005699	-	0		0	0	0	0	
gene-LOC120028448	LOC120028448	120028448	pseudogene	NC_052340.1	24167805	24173428	+	0		0	0	0	0	
gene-LOC120028449	LOC120028449	120028449	snoRNA	NC_052308.1	58486268	58486401	+	0	small nucleolar RNA SNORA54	0	0	0	0	
gene-LOC120028450	LOC120028450	120028450	protein_coding	NC_052340.1	24347865	24469823	+	0	Down syndrome cell adhesion molecule homolog	6	3	1	2	GO:0005886|GO:0007156|GO:0007411|GO:0030424|GO:0070593|GO:0098632
gene-LOC120028451	LOC120028451	120028451	pseudogene	NC_052340.1	24579752	24591344	-	0		0	0	0	0	
gene-LOC120028453	LOC120028453	120028453	protein_coding	NC_052340.1	24613667	24619451	+	0	lebercilin-like protein	2	1	0	1	GO:0005930|GO:0042073
gene-LOC120028454	LOC120028454	120028454	protein_coding	NC_052340.1	24897975	24899246	-	0	forkhead box protein G1-like	4	1	2	1	GO:0003700|GO:0005634|GO:0006357|GO:1990837
gene-LOC120028455	LOC120028455	120028455	protein_coding	NC_052340.1	24933662	24948758	+	0	uncharacterized LOC120028455	2	1	0	1	GO:0005634|GO:0045893
gene-LOC120028456	LOC120028456	120028456	protein_coding	NC_052307.1	5157753	5198693	-	0	protein HIRA	7	3	2	2	GO:0000417|GO:0005515|GO:0005634|GO:0006338|GO:0006351|GO:0006355|GO:0031491
gene-LOC120028457	LOC120028457	120028457	snoRNA	NC_052308.1	58483020	58483153	+	0	small nucleolar RNA SNORA54	0	0	0	0	
gene-LOC120028458	LOC120028458	120028458	protein_coding	NC_052340.1	24986721	24995332	-	0	dapper 1-B-like	2	1	0	1	GO:0005737|GO:0090090
gene-LOC120028459	LOC120028459	120028459	protein_coding	NC_052340.1	25194508	25350854	-	0	CXADR-like membrane protein	3	0	0	3	GO:0005881|GO:0009986|GO:0016020
gene-LOC120028460	LOC120028460	120028460	protein_coding	NC_052340.1	25396595	25411121	+	0	homeobox protein BarH-like 2	3	1	2	0	GO:0000981|GO:0003677|GO:0006355
gene-LOC120028461	LOC120028461	120028461	protein_coding	NC_052340.1	25566621	25638285	-	0	kin of IRRE-like protein 3	4	2	1	1	GO:0005911|GO:0007416|GO:0050839|GO:0098609
gene-LOC120028462	LOC120028462	120028462	pseudogene	NC_052340.1	26134724	26146964	+	0		0	0	0	0	
gene-LOC120028463	LOC120028463	120028463	protein_coding	NC_052340.1	26332993	26334093	-	0	ATP-sensitive inward rectifier potassium channel 1-like	4	2	1	1	GO:0005886|GO:0015272|GO:0034765|GO:1990573
