site_id	chrom	pos	meth_diff	direction	gene_id	symbol	product	biotype	location_class	in_promoter	exon_overlap	distance_bp
NC_052343.1:16884127	NC_052343.1	16884127	18.77	hyper_siscowet	gene-dync1i1	dync1i1	dynein, cytoplasmic 1, intermediate chain 1	protein_coding	downstream<=5kb	0	0	2215
NC_052343.1:24832982	NC_052343.1	24832982	15.77	hyper_siscowet	gene-LOC120030922	LOC120030922	intermediate conductance calcium-activated potassium channel protein 4-like	protein_coding	downstream<=5kb	0	0	1399
NC_052343.1:24833777	NC_052343.1	24833777	17.72	hyper_siscowet	gene-LOC120030922	LOC120030922	intermediate conductance calcium-activated potassium channel protein 4-like	protein_coding	downstream<=5kb	0	0	604
NC_052343.1:27242658	NC_052343.1	27242658	35.80	hyper_siscowet	gene-rbm24b	rbm24b	RNA binding motif protein 24b	protein_coding	promoter	1	0	152
NC_052343.1:27242660	NC_052343.1	27242660	39.45	hyper_siscowet	gene-rbm24b	rbm24b	RNA binding motif protein 24b	protein_coding	promoter	1	0	150
NC_052343.1:27242679	NC_052343.1	27242679	36.03	hyper_siscowet	gene-rbm24b	rbm24b	RNA binding motif protein 24b	protein_coding	promoter	1	0	131
NC_052343.1:27242688	NC_052343.1	27242688	36.03	hyper_siscowet	gene-rbm24b	rbm24b	RNA binding motif protein 24b	protein_coding	promoter	1	0	122
NC_052343.1:27242709	NC_052343.1	27242709	29.96	hyper_siscowet	gene-rbm24b	rbm24b	RNA binding motif protein 24b	protein_coding	promoter	1	0	101
NC_052343.1:27242820	NC_052343.1	27242820	27.81	hyper_siscowet	gene-rbm24b	rbm24b	RNA binding motif protein 24b	protein_coding	promoter	1	1	0
NC_052343.1:27242880	NC_052343.1	27242880	28.45	hyper_siscowet	gene-rbm24b	rbm24b	RNA binding motif protein 24b	protein_coding	promoter	1	1	0
NC_052343.1:27242905	NC_052343.1	27242905	28.61	hyper_siscowet	gene-rbm24b	rbm24b	RNA binding motif protein 24b	protein_coding	promoter	1	1	0
NC_052343.1:27480772	NC_052343.1	27480772	-27.31	hypo_siscowet	gene-LOC120031086	LOC120031086	gasdermin-E-like	protein_coding	intron	0	0	0
NC_052343.1:28427096	NC_052343.1	28427096	-17.74	hypo_siscowet	gene-LOC120031698	LOC120031698	collagen alpha-6(VI) chain-like	protein_coding	intron	0	0	0
NC_052343.1:28427107	NC_052343.1	28427107	-15.47	hypo_siscowet	gene-LOC120031698	LOC120031698	collagen alpha-6(VI) chain-like	protein_coding	intron	0	0	0
NC_052343.1:28910158	NC_052343.1	28910158	-15.12	hypo_siscowet	gene-ano10a	ano10a	anoctamin 10a	protein_coding	exon	0	1	0
NC_052343.1:28911863	NC_052343.1	28911863	-15.64	hypo_siscowet	gene-ano10a	ano10a	anoctamin 10a	protein_coding	intron	0	0	0
NC_052343.1:28911914	NC_052343.1	28911914	-18.11	hypo_siscowet	gene-ano10a	ano10a	anoctamin 10a	protein_coding	intron	0	0	0
NC_052343.1:28911929	NC_052343.1	28911929	-16.14	hypo_siscowet	gene-ano10a	ano10a	anoctamin 10a	protein_coding	intron	0	0	0
NC_052343.1:28911944	NC_052343.1	28911944	-17.71	hypo_siscowet	gene-ano10a	ano10a	anoctamin 10a	protein_coding	intron	0	0	0
NC_052343.1:30235200	NC_052343.1	30235200	-16.86	hypo_siscowet	gene-gra	gra	granulito	protein_coding	downstream<=5kb	0	0	3399
NC_052343.1:30235200	NC_052343.1	30235200	-16.86	hypo_siscowet	gene-LOC120031215	LOC120031215	uridine phosphorylase 1-like	protein_coding	intron	0	0	0
NC_052343.1:30267948	NC_052343.1	30267948	-15.70	hypo_siscowet	gene-setd2	setd2	SET domain containing 2, histone lysine methyltransferase	protein_coding	upstream<=5kb	0	0	2509
NC_052343.1:30267948	NC_052343.1	30267948	-15.70	hypo_siscowet	gene-LOC120031690	LOC120031690	uncharacterized LOC120031690	lncRNA	downstream<=5kb	0	0	4688
NC_052343.1:31029684	NC_052343.1	31029684	-17.22	hypo_siscowet	gene-LOC120031451	LOC120031451	collagen alpha-6(VI) chain-like	protein_coding	intron	0	0	0
NC_052343.1:31029720	NC_052343.1	31029720	-16.13	hypo_siscowet	gene-LOC120031451	LOC120031451	collagen alpha-6(VI) chain-like	protein_coding	intron	0	0	0
NC_052343.1:31241247	NC_052343.1	31241247	-33.17	hypo_siscowet	gene-cmtm6	cmtm6	CKLF-like MARVEL transmembrane domain containing 6	protein_coding	promoter	1	0	0
NC_052343.1:31242169	NC_052343.1	31242169	16.61	hyper_siscowet	gene-cmtm6	cmtm6	CKLF-like MARVEL transmembrane domain containing 6	protein_coding	promoter	1	0	138
NC_052344.1:16598945	NC_052344.1	16598945	-15.27	hypo_siscowet	gene-LOC120031867	LOC120031867	fatty acyl-CoA reductase 1-like	protein_coding	intron	0	0	0
NC_052344.1:16602204	NC_052344.1	16602204	-15.19	hypo_siscowet	gene-LOC120031867	LOC120031867	fatty acyl-CoA reductase 1-like	protein_coding	intron	0	0	0
NC_052344.1:23480791	NC_052344.1	23480791	-18.52	hypo_siscowet	gene-LOC120031925	LOC120031925	plexin-B2-like	protein_coding	intron	0	0	0
NC_052344.1:23850135	NC_052344.1	23850135	-19.97	hypo_siscowet	gene-LOC120032112	LOC120032112	tetraspanin-8-like	protein_coding	intron	0	0	0
NC_052344.1:23854128	NC_052344.1	23854128	-16.46	hypo_siscowet	gene-LOC120032112	LOC120032112	tetraspanin-8-like	protein_coding	intron	0	0	0
NC_052344.1:9687202	NC_052344.1	9687202	-16.66	hypo_siscowet	gene-LOC120032019	LOC120032019	scm-like with four MBT domains protein 2	protein_coding	intron	0	0	0
NC_052344.1:9960256	NC_052344.1	9960256	-20.70	hypo_siscowet	gene-LOC120031817	LOC120031817		pseudogene	promoter	1	0	0
NC_052344.1:9960256	NC_052344.1	9960256	-20.70	hypo_siscowet	gene-LOC120031770	LOC120031770	optineurin-like	protein_coding	downstream<=5kb	0	0	998
NC_052344.1:9960274	NC_052344.1	9960274	-18.86	hypo_siscowet	gene-LOC120031817	LOC120031817		pseudogene	promoter	1	0	0
NC_052344.1:9960274	NC_052344.1	9960274	-18.86	hypo_siscowet	gene-LOC120031770	LOC120031770	optineurin-like	protein_coding	downstream<=5kb	0	0	1016
NC_052345.1:1621499	NC_052345.1	1621499	19.46	hyper_siscowet	gene-LOC120032843	LOC120032843	uncharacterized LOC120032843	lncRNA	upstream<=5kb	0	0	4427
NC_052345.1:1621499	NC_052345.1	1621499	19.46	hyper_siscowet	gene-LOC120032995	LOC120032995	uncharacterized LOC120032995	protein_coding	exon	0	1	0
NC_052345.1:2143493	NC_052345.1	2143493	-49.83	hypo_siscowet	gene-LOC120032453	LOC120032453	B-cell receptor CD22-like	protein_coding	intron	0	0	0
NC_052345.1:2143503	NC_052345.1	2143503	-54.26	hypo_siscowet	gene-LOC120032453	LOC120032453	B-cell receptor CD22-like	protein_coding	intron	0	0	0
NC_052345.1:2143534	NC_052345.1	2143534	-48.19	hypo_siscowet	gene-LOC120032453	LOC120032453	B-cell receptor CD22-like	protein_coding	intron	0	0	0
NC_052345.1:2156744	NC_052345.1	2156744	-29.75	hypo_siscowet	gene-LOC120032453	LOC120032453	B-cell receptor CD22-like	protein_coding	intron	0	0	0
NC_052345.1:374637	NC_052345.1	374637	-17.24	hypo_siscowet	gene-LOC120032971	LOC120032971	uncharacterized LOC120032971	protein_coding	exon	0	1	0
NC_052345.1:3780919	NC_052345.1	3780919	-26.78	hypo_siscowet	gene-LOC120032414	LOC120032414	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:3790780	NC_052345.1	3790780	26.86	hyper_siscowet	gene-LOC120032414	LOC120032414	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:3790830	NC_052345.1	3790830	20.52	hyper_siscowet	gene-LOC120032414	LOC120032414	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:3790922	NC_052345.1	3790922	27.25	hyper_siscowet	gene-LOC120032414	LOC120032414	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:3790935	NC_052345.1	3790935	27.11	hyper_siscowet	gene-LOC120032414	LOC120032414	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:3791041	NC_052345.1	3791041	37.35	hyper_siscowet	gene-LOC120032414	LOC120032414	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:3791290	NC_052345.1	3791290	28.82	hyper_siscowet	gene-LOC120032414	LOC120032414	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:3791330	NC_052345.1	3791330	33.46	hyper_siscowet	gene-LOC120032414	LOC120032414	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:3792211	NC_052345.1	3792211	-19.05	hypo_siscowet	gene-LOC120032414	LOC120032414	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:3864368	NC_052345.1	3864368	-19.78	hypo_siscowet	gene-LOC120032417	LOC120032417	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:3865736	NC_052345.1	3865736	-23.67	hypo_siscowet	gene-LOC120032417	LOC120032417	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:3876740	NC_052345.1	3876740	-24.24	hypo_siscowet	gene-LOC120032417	LOC120032417	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:3886155	NC_052345.1	3886155	-24.84	hypo_siscowet	gene-LOC120032417	LOC120032417	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:3923743	NC_052345.1	3923743	-23.32	hypo_siscowet	gene-LOC120032417	LOC120032417	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:3925635	NC_052345.1	3925635	22.54	hyper_siscowet	gene-LOC120032417	LOC120032417	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:3968440	NC_052345.1	3968440	-22.23	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	downstream<=5kb	0	0	2180
NC_052345.1:3968454	NC_052345.1	3968454	-21.89	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	downstream<=5kb	0	0	2166
NC_052345.1:3968501	NC_052345.1	3968501	-22.89	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	downstream<=5kb	0	0	2119
NC_052345.1:3968584	NC_052345.1	3968584	-21.33	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	downstream<=5kb	0	0	2036
NC_052345.1:3968605	NC_052345.1	3968605	-23.66	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	downstream<=5kb	0	0	2015
NC_052345.1:3968612	NC_052345.1	3968612	-20.17	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	downstream<=5kb	0	0	2008
NC_052345.1:3968626	NC_052345.1	3968626	-24.68	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	downstream<=5kb	0	0	1994
NC_052345.1:3968628	NC_052345.1	3968628	-25.14	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	downstream<=5kb	0	0	1992
NC_052345.1:3968631	NC_052345.1	3968631	-26.19	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	downstream<=5kb	0	0	1989
NC_052345.1:3968653	NC_052345.1	3968653	-27.38	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	downstream<=5kb	0	0	1967
NC_052345.1:3980524	NC_052345.1	3980524	-27.37	hypo_siscowet	gene-LOC120032419	LOC120032419	uncharacterized LOC120032419	lncRNA	downstream<=5kb	0	0	2129
NC_052345.1:3980524	NC_052345.1	3980524	-27.37	hypo_siscowet	gene-LOC120032412	LOC120032412	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4031762	NC_052345.1	4031762	-16.27	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4044481	NC_052345.1	4044481	-19.41	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4049178	NC_052345.1	4049178	-18.30	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4049221	NC_052345.1	4049221	-15.46	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4049346	NC_052345.1	4049346	-16.47	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4049419	NC_052345.1	4049419	-15.98	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4049711	NC_052345.1	4049711	-21.99	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4049747	NC_052345.1	4049747	-25.93	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4049752	NC_052345.1	4049752	-25.93	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4049763	NC_052345.1	4049763	-18.93	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4049765	NC_052345.1	4049765	-21.14	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4049783	NC_052345.1	4049783	-25.64	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4049799	NC_052345.1	4049799	-25.99	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4049819	NC_052345.1	4049819	-23.04	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4049826	NC_052345.1	4049826	-20.57	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4049844	NC_052345.1	4049844	-21.64	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4049929	NC_052345.1	4049929	-15.30	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4049964	NC_052345.1	4049964	-17.16	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4049981	NC_052345.1	4049981	-18.16	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4050160	NC_052345.1	4050160	-17.22	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4050165	NC_052345.1	4050165	-16.94	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4050197	NC_052345.1	4050197	-20.78	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4050200	NC_052345.1	4050200	-18.60	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4050217	NC_052345.1	4050217	-19.09	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4050288	NC_052345.1	4050288	-19.06	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4050323	NC_052345.1	4050323	-21.51	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4050350	NC_052345.1	4050350	-20.48	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4050363	NC_052345.1	4050363	-23.02	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4050448	NC_052345.1	4050448	-16.88	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4050480	NC_052345.1	4050480	-16.47	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	exon	0	1	0
NC_052345.1:4050638	NC_052345.1	4050638	-24.85	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4050690	NC_052345.1	4050690	-26.02	hypo_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:4052732	NC_052345.1	4052732	31.62	hyper_siscowet	gene-LOC120032416	LOC120032416	zinc finger protein 883-like	protein_coding	intron	0	0	0
NC_052345.1:5493902	NC_052345.1	5493902	-28.19	hypo_siscowet	gene-shoc2	shoc2	SHOC2 leucine rich repeat scaffold protein	protein_coding	intron	0	0	0
NC_052345.1:5559007	NC_052345.1	5559007	-19.19	hypo_siscowet	gene-rbm20	rbm20	RNA binding motif protein 20	protein_coding	intron	0	0	0
NC_052345.1:5562641	NC_052345.1	5562641	16.29	hyper_siscowet	gene-rbm20	rbm20	RNA binding motif protein 20	protein_coding	intron	0	0	0
NC_052345.1:6653069	NC_052345.1	6653069	15.26	hyper_siscowet	gene-gcdha	gcdha	glutaryl-CoA dehydrogenase a	protein_coding	downstream<=5kb	0	0	3731
NC_052345.1:6747362	NC_052345.1	6747362	19.16	hyper_siscowet	gene-si:dkey-217d24.6	si:dkey-217d24.6	protein Wiz	protein_coding	downstream<=5kb	0	0	3173
NC_052345.1:6860166	NC_052345.1	6860166	-15.93	hypo_siscowet	gene-LOC120032378	LOC120032378	MICAL-like protein 1	protein_coding	intron	0	0	0
NC_052345.1:6860166	NC_052345.1	6860166	-15.93	hypo_siscowet	gene-LOC120032649	LOC120032649	ADP-ribosylation factor-binding protein GGA1-like	protein_coding	upstream<=5kb	0	0	3817
NC_052345.1:6860219	NC_052345.1	6860219	-19.48	hypo_siscowet	gene-LOC120032378	LOC120032378	MICAL-like protein 1	protein_coding	intron	0	0	0
NC_052345.1:6860219	NC_052345.1	6860219	-19.48	hypo_siscowet	gene-LOC120032649	LOC120032649	ADP-ribosylation factor-binding protein GGA1-like	protein_coding	upstream<=5kb	0	0	3870
NC_052345.1:7376849	NC_052345.1	7376849	-20.79	hypo_siscowet	gene-LOC120032486	LOC120032486	endoplasmic reticulum resident protein 27-like	protein_coding	intron	0	0	0
NC_052346.1:15318725	NC_052346.1	15318725	-20.13	hypo_siscowet	gene-LOC120033354	LOC120033354	gamma-crystallin S-like	protein_coding	upstream<=5kb	0	0	4647
NC_052346.1:17710406	NC_052346.1	17710406	-20.58	hypo_siscowet	gene-gulp1b	gulp1b	GULP PTB domain containing engulfment adaptor 1b	protein_coding	upstream<=5kb	0	0	3107
NC_052346.1:20074426	NC_052346.1	20074426	-15.88	hypo_siscowet	gene-LOC120033406	LOC120033406	zinc finger protein 658B-like	protein_coding	promoter	1	0	1875
NC_052346.1:21550151	NC_052346.1	21550151	-24.45	hypo_siscowet	gene-LOC120033662	LOC120033662	uncharacterized LOC120033662	lncRNA	downstream<=5kb	0	0	4277
NC_052346.1:21757203	NC_052346.1	21757203	-17.59	hypo_siscowet	gene-LOC120033482	LOC120033482	zinc finger protein 135-like	protein_coding	intron	0	0	0
NC_052346.1:21757206	NC_052346.1	21757206	-15.14	hypo_siscowet	gene-LOC120033482	LOC120033482	zinc finger protein 135-like	protein_coding	intron	0	0	0
NC_052346.1:21768835	NC_052346.1	21768835	-20.31	hypo_siscowet	gene-LOC120033158	LOC120033158	gastrula zinc finger protein XlCGF7.1-like	protein_coding	upstream<=5kb	0	0	4362
NC_052346.1:21768835	NC_052346.1	21768835	-20.31	hypo_siscowet	gene-LOC120033482	LOC120033482	zinc finger protein 135-like	protein_coding	intron	0	0	0
NC_052346.1:21987843	NC_052346.1	21987843	28.60	hyper_siscowet	gene-LOC120033486	LOC120033486	zinc finger protein 658B-like	protein_coding	intron	0	0	0
NC_052346.1:22026095	NC_052346.1	22026095	-16.40	hypo_siscowet	gene-LOC120033649	LOC120033649		pseudogene	downstream<=5kb	0	0	4696
NC_052347.1:10373156	NC_052347.1	10373156	-34.71	hypo_siscowet	gene-LOC120034488	LOC120034488	next to BRCA1 gene 1 protein-like	protein_coding	intron	0	0	0
NC_052347.1:18150575	NC_052347.1	18150575	-15.90	hypo_siscowet	gene-LOC120033896	LOC120033896	small G protein signaling modulator 3-like	protein_coding	promoter	1	0	0
NC_052347.1:18150626	NC_052347.1	18150626	-16.49	hypo_siscowet	gene-LOC120033896	LOC120033896	small G protein signaling modulator 3-like	protein_coding	promoter	1	0	0
NC_052347.1:18150721	NC_052347.1	18150721	-19.22	hypo_siscowet	gene-LOC120033896	LOC120033896	small G protein signaling modulator 3-like	protein_coding	promoter	1	0	0
NC_052347.1:20249950	NC_052347.1	20249950	16.20	hyper_siscowet	gene-LOC120034527	LOC120034527	lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog	protein_coding	intron	0	0	0
NC_052348.1:1311542	NC_052348.1	1311542	-18.20	hypo_siscowet	gene-LOC120034984	LOC120034984	dynein regulatory complex protein 9-like	protein_coding	upstream<=5kb	0	0	2157
NC_052348.1:1311542	NC_052348.1	1311542	-18.20	hypo_siscowet	gene-LOC120034983	LOC120034983	transmembrane protein 131-like	protein_coding	intron	0	0	0
NC_052348.1:20045114	NC_052348.1	20045114	-39.89	hypo_siscowet	gene-LOC120035201	LOC120035201	small nucleolar RNA U3	snoRNA	promoter	1	1	0
NC_052348.1:20045114	NC_052348.1	20045114	-39.89	hypo_siscowet	gene-LOC120035196	LOC120035196	small nucleolar RNA U3	snoRNA	promoter	1	0	630
NC_052348.1:20045114	NC_052348.1	20045114	-39.89	hypo_siscowet	gene-LOC120035207	LOC120035207	small nucleolar RNA U3	snoRNA	promoter	1	0	1367
NC_052348.1:20178269	NC_052348.1	20178269	-15.12	hypo_siscowet	gene-LOC120035068	LOC120035068	uncharacterized LOC120035068	lncRNA	downstream<=5kb	0	0	395
NC_052348.1:20178269	NC_052348.1	20178269	-15.12	hypo_siscowet	gene-LOC120035113	LOC120035113	fibrinogen-like protein 1	protein_coding	upstream<=5kb	0	0	4828
NC_052348.1:20335556	NC_052348.1	20335556	-19.73	hypo_siscowet	gene-LOC120035162	LOC120035162	zinc finger protein 184-like	protein_coding	downstream<=5kb	0	0	4513
NC_052348.1:20335556	NC_052348.1	20335556	-19.73	hypo_siscowet	gene-LOC120035161	LOC120035161	zinc finger protein with KRAB and SCAN domains 1-like	protein_coding	downstream<=5kb	0	0	3326
NC_052348.1:20335556	NC_052348.1	20335556	-19.73	hypo_siscowet	gene-LOC120034911	LOC120034911	putative zinc finger and SCAN domain-containing protein 5D	protein_coding	downstream<=5kb	0	0	1217
NC_052348.1:20337434	NC_052348.1	20337434	-15.08	hypo_siscowet	gene-LOC120035162	LOC120035162	zinc finger protein 184-like	protein_coding	downstream<=5kb	0	0	2635
NC_052348.1:20337434	NC_052348.1	20337434	-15.08	hypo_siscowet	gene-LOC120035161	LOC120035161	zinc finger protein with KRAB and SCAN domains 1-like	protein_coding	downstream<=5kb	0	0	1448
NC_052348.1:20337434	NC_052348.1	20337434	-15.08	hypo_siscowet	gene-LOC120034911	LOC120034911	putative zinc finger and SCAN domain-containing protein 5D	protein_coding	downstream<=5kb	0	0	3095
NC_052348.1:20377731	NC_052348.1	20377731	28.66	hyper_siscowet	gene-LOC120035156	LOC120035156	uncharacterized LOC120035156	protein_coding	downstream<=5kb	0	0	3992
NC_052348.1:20377731	NC_052348.1	20377731	28.66	hyper_siscowet	gene-LOC120035160	LOC120035160	B-cell CLL/lymphoma 6 member B protein-like	protein_coding	downstream<=5kb	0	0	38
NC_052348.1:20377731	NC_052348.1	20377731	28.66	hyper_siscowet	gene-LOC120035158	LOC120035158	zinc finger and SCAN domain-containing protein 23-like	protein_coding	promoter	1	0	1515
NC_052348.1:20434679	NC_052348.1	20434679	16.42	hyper_siscowet	gene-trnae-cuc-36	trnae-cuc	tRNA-Glu	tRNA	downstream<=5kb	0	0	4439
NC_052348.1:20434679	NC_052348.1	20434679	16.42	hyper_siscowet	gene-trnae-cuc-35	trnae-cuc	tRNA-Glu	tRNA	downstream<=5kb	0	0	3369
NC_052348.1:20434679	NC_052348.1	20434679	16.42	hyper_siscowet	gene-trnae-cuc-34	trnae-cuc	tRNA-Glu	tRNA	promoter	1	0	0
NC_052348.1:20434679	NC_052348.1	20434679	16.42	hyper_siscowet	gene-trnae-cuc-33	trnae-cuc	tRNA-Glu	tRNA	promoter	1	0	1024
NC_052348.1:20434679	NC_052348.1	20434679	16.42	hyper_siscowet	gene-trnae-cuc-32	trnae-cuc	tRNA-Glu	tRNA	upstream<=5kb	0	0	2041
NC_052348.1:20434679	NC_052348.1	20434679	16.42	hyper_siscowet	gene-trnae-cuc-31	trnae-cuc	tRNA-Glu	tRNA	upstream<=5kb	0	0	3524
NC_052348.1:20434679	NC_052348.1	20434679	16.42	hyper_siscowet	gene-trnae-cuc-30	trnae-cuc	tRNA-Glu	tRNA	upstream<=5kb	0	0	4598
NC_052348.1:22134865	NC_052348.1	22134865	-28.90	hypo_siscowet	gene-LOC120034959	LOC120034959	C-type lectin domain family 4 member M-like	protein_coding	promoter	1	0	1256
NC_052348.1:22135508	NC_052348.1	22135508	-37.30	hypo_siscowet	gene-LOC120034959	LOC120034959	C-type lectin domain family 4 member M-like	protein_coding	promoter	1	0	613
NC_052348.1:22136993	NC_052348.1	22136993	16.04	hyper_siscowet	gene-LOC120034959	LOC120034959	C-type lectin domain family 4 member M-like	protein_coding	promoter	1	0	0
NC_052348.1:22139157	NC_052348.1	22139157	16.44	hyper_siscowet	gene-LOC120034959	LOC120034959	C-type lectin domain family 4 member M-like	protein_coding	intron	0	0	0
NC_052348.1:22139405	NC_052348.1	22139405	-26.97	hypo_siscowet	gene-LOC120034959	LOC120034959	C-type lectin domain family 4 member M-like	protein_coding	intron	0	0	0
NC_052348.1:22142159	NC_052348.1	22142159	-22.50	hypo_siscowet	gene-LOC120034959	LOC120034959	C-type lectin domain family 4 member M-like	protein_coding	intron	0	0	0
NC_052348.1:22167979	NC_052348.1	22167979	20.08	hyper_siscowet	gene-LOC120034958	LOC120034958	C-type lectin domain family 4 member M-like	protein_coding	intron	0	0	0
NC_052348.1:22176702	NC_052348.1	22176702	-15.42	hypo_siscowet	gene-LOC120034958	LOC120034958	C-type lectin domain family 4 member M-like	protein_coding	downstream<=5kb	0	0	713
NC_052348.1:22177855	NC_052348.1	22177855	-15.14	hypo_siscowet	gene-LOC120034958	LOC120034958	C-type lectin domain family 4 member M-like	protein_coding	downstream<=5kb	0	0	1866
NC_052348.1:22199599	NC_052348.1	22199599	-16.56	hypo_siscowet	gene-LOC120034957	LOC120034957	CD209 antigen-like protein E	protein_coding	downstream<=5kb	0	0	2036
NW_024057674.1:1510199	NW_024057674.1	1510199	-16.05	hypo_siscowet	gene-LOC120035233	LOC120035233		pseudogene	intron	0	0	0
NW_024057675.1:318942	NW_024057675.1	318942	-16.13	hypo_siscowet	gene-LOC120035235	LOC120035235		pseudogene	intron	0	0	0
